gemeente,naam,geslacht,verwachte datum
Diepenbeek,Alexander,Mannelijk,04/07/2019
Antwerpen,Ayoub,Mannelijk,04/09/2019
Gembloux,Grégory,Mannelijk,05/03/2019
Aalst (Aalst),Sonja,Vrouwelijk,04/15/2019
Duffel,Peter,Mannelijk,04/15/2019
Sint-Lambrechts-Woluwe,Virginia,Vrouwelijk,04/09/2019
Hasselt,Elodie,Vrouwelijk,04/16/2019
Avelgem,Davy,Mannelijk,04/14/2019
Profondeville,François,Mannelijk,04/06/2019
Brecht,Liliane,Vrouwelijk,04/23/2019
Antwerpen,Steve,Mannelijk,04/17/2019
Harelbeke,Hanne,Vrouwelijk,05/01/2019
Juprelle,Isabelle,Vrouwelijk,04/19/2019
Zinnik,Luigi,Mannelijk,04/12/2019
Knokke-Heist,Jean-Pierre,Mannelijk,04/09/2019
Begijnendijk,Wesley,Mannelijk,04/09/2019
Herentals,Marjan,Vrouwelijk,05/02/2019
Eeklo,Jarne,Mannelijk,04/12/2019
Deerlijk,Mieke,Vrouwelijk,05/08/2019
Antwerpen,Laura,Vrouwelijk,04/17/2019
Brussel,Ilya,Mannelijk,04/16/2019
Anderlecht,Noah,Mannelijk,04/16/2019
Châtelet,Pierre-Yves,Mannelijk,04/17/2019
Sint-Jans-Molenbeek,Ken,Mannelijk,04/14/2019
Wellen,François,Mannelijk,04/29/2019
Schilde,Walter,Mannelijk,04/11/2019
Schaarbeek,Abdelkader,Mannelijk,04/14/2019
Halen,Eddy,Mannelijk,04/09/2019
Saint-Ghislain,Michel,Mannelijk,04/16/2019
Lille,Kato,Vrouwelijk,04/17/2019
Oupeye,Giuseppe,Mannelijk,04/24/2019
Boussu,Stéphane,Mannelijk,04/13/2019
Brussel,Evangeline,Vrouwelijk,04/14/2019
Estinnes,Sébastien,Mannelijk,04/12/2019
Kelmis,Bernhard,Mannelijk,04/17/2019
Antwerpen,Iwona,Vrouwelijk,04/22/2019
Sint-Jans-Molenbeek,Louiza,Vrouwelijk,04/06/2019
Brussel,Bryan,Mannelijk,04/11/2019
Beerse,Marcus,Mannelijk,06/02/2019
Gembloux,Fanny,Vrouwelijk,04/15/2019
