gemeente,naam,geslacht,verwachte datum
Andenne,Nicolas,Mannelijk,02/03/2019
Colfontaine,Jocelyne,Vrouwelijk,02/14/2019
Antwerpen,Alice,Vrouwelijk,02/11/2019
Tienen,Vanessa,Vrouwelijk,02/11/2019
Zwevegem,Christophe,Mannelijk,02/08/2019
Antwerpen,Lucia,Vrouwelijk,02/13/2019
Kalmthout,Sophie,Vrouwelijk,02/04/2019
Wanze,Grégory,Mannelijk,02/13/2019
As,Luc,Mannelijk,02/14/2019
Quaregnon,Geoffrey,Mannelijk,02/20/2019
Villers-la-Ville,Françoise,Vrouwelijk,02/22/2019
Ninove,Christel,Vrouwelijk,02/11/2019
Zaventem,Maxime,Mannelijk,02/11/2019
Schaarbeek,Emilie,Vrouwelijk,02/07/2019
Herne,Caroline,Vrouwelijk,03/16/2019
Hannuit,Guillaume,Mannelijk,02/16/2019
Hasselt,Fien,Vrouwelijk,03/02/2019
Meerhout,Mario,Mannelijk,02/13/2019
Temse,Ruben,Mannelijk,02/15/2019
Zedelgem,Ghislain,Mannelijk,02/23/2019
Wingene,Mireille,Vrouwelijk,02/10/2019
Herstal,Christian,Mannelijk,02/08/2019
Sint-Jans-Molenbeek,Lucienne,Vrouwelijk,02/12/2019
Hasselt,Joseph,Mannelijk,02/19/2019
Gent,Maurits,Mannelijk,02/11/2019
Anderlecht,Arnaud,Mannelijk,02/10/2019
Ramillies,Nicole,Vrouwelijk,02/24/2019
Pelt,Michael,Mannelijk,02/08/2019
Retie,Luc,Mannelijk,02/16/2019
Herentals,Christiaan,Mannelijk,02/22/2019
Bree,David,Mannelijk,02/15/2019
Antwerpen,Sabah,Vrouwelijk,02/10/2019
Gent,Annelies,Vrouwelijk,02/18/2019
Evere,Leslie,Vrouwelijk,02/15/2019
Eeklo,Danny,Mannelijk,02/11/2019
Geel,Maria,Vrouwelijk,02/09/2019
Linter,Lucia,Vrouwelijk,02/14/2019
Frasnes-lez-Anvaing,Marie,Vrouwelijk,02/19/2019
Courcelles,Noah,Mannelijk,02/12/2019
Sint-Truiden,Tessa,Vrouwelijk,02/10/2019
Oudsbergen,Mathias,Mannelijk,02/13/2019
Evergem,Eric,Mannelijk,02/12/2019
Neufchâteau (Neufchâteau),Frédéric,Mannelijk,02/15/2019
Lubbeek,Lena,Vrouwelijk,02/05/2019
Charleroi,Vicky,Vrouwelijk,02/18/2019
Saint-Nicolas (Luik),Geneviève,Vrouwelijk,02/25/2019
Brussel,Margarete,Vrouwelijk,02/16/2019
Charleroi,André,Mannelijk,02/19/2019
Ham-sur-Heure-Nalinnes,Daphné,Vrouwelijk,02/23/2019
La Louvière,Alain,Mannelijk,02/13/2019
Torhout,Joël,Mannelijk,02/20/2019
Pont-à-Celles,Christophe,Mannelijk,02/24/2019
Anderlecht,Natalia,Vrouwelijk,02/21/2019
Antwerpen,Maria,Vrouwelijk,02/16/2019
Leuven,Ellen,Vrouwelijk,02/22/2019
Dendermonde,Veerle,Vrouwelijk,02/23/2019
Ieper,Jimmy,Mannelijk,02/16/2019
Schaarbeek,Abdelhakim,Mannelijk,02/08/2019
Soumagne,Nicolas,Mannelijk,02/10/2019
Denderleeuw,Edith,Vrouwelijk,02/10/2019
Kortenberg,Victor,Mannelijk,02/15/2019
Poperinge,Justine,Vrouwelijk,02/13/2019
Sint-Truiden,Patricia,Vrouwelijk,03/02/2019
Fosses-la-Ville,Samuel,Mannelijk,02/12/2019
Houffalize,Thierry,Mannelijk,02/18/2019
Sint-Jans-Molenbeek,Françoise,Vrouwelijk,02/11/2019
Borgloon,Kris,Mannelijk,02/18/2019
Jette,Younes,Mannelijk,02/19/2019
Luik,Ludovic,Mannelijk,02/10/2019
Heusden-Zolder,Pieter-Jan,Mannelijk,02/10/2019
Pont-à-Celles,Justin,Mannelijk,02/18/2019
Elsene,Elise,Vrouwelijk,03/26/2019
Yvoir,Marie-Rose,Vrouwelijk,02/11/2019
Nazareth,Sabrina,Vrouwelijk,02/10/2019
Ans,Mustapha,Mannelijk,02/11/2019
Seraing,Giuseppina,Vrouwelijk,02/11/2019
Mortsel,Bart,Mannelijk,02/06/2019
Orp-Jauche,Pierre,Mannelijk,02/13/2019
Opwijk,Marie,Vrouwelijk,02/09/2019
Colfontaine,Mia,Vrouwelijk,02/06/2019
Lommel,Bert,Mannelijk,03/02/2019
Evere,Gisèle,Vrouwelijk,02/12/2019
Schoten,Cédric,Mannelijk,03/06/2019
Moorslede,Joke,Vrouwelijk,02/09/2019
Aubange,Paulo,Mannelijk,02/19/2019
Hasselt,Jean,Mannelijk,02/06/2019
Maasmechelen,Maria,Vrouwelijk,02/06/2019
Antwerpen,Godelieve,Vrouwelijk,02/18/2019
Aubange,Pauline,Vrouwelijk,02/03/2019
Anderlecht,Saad,Mannelijk,02/11/2019
Gent,Anne-Marie,Vrouwelijk,02/12/2019
Sint-Martens-Latem,Kathleen,Vrouwelijk,02/18/2019
Antwerpen,Israe,Vrouwelijk,02/19/2019
Gent,Bart,Mannelijk,02/13/2019
Bernissart,Lindsay,Vrouwelijk,02/10/2019
Evere,Jacqueline,Vrouwelijk,02/14/2019
Jette,Nils,Mannelijk,02/17/2019
Antwerpen,Khadija,Vrouwelijk,02/14/2019
Poperinge,Maurice,Mannelijk,02/17/2019
De Haan,Liliane,Vrouwelijk,02/18/2019
Pont-à-Celles,Eric,Mannelijk,02/04/2019
Turnhout,Jozef,Mannelijk,02/21/2019
Sint-Gillis-Waas,Frieda,Vrouwelijk,02/05/2019
Kelmis,Céline,Vrouwelijk,02/11/2019
Rijkevorsel,Heidi,Vrouwelijk,03/09/2019
Sint-Niklaas (Sint-Niklaas),Amir,Mannelijk,02/15/2019
Tielt-Winge,Patricia,Vrouwelijk,02/10/2019
Vielsalm,Pascale,Vrouwelijk,02/23/2019
Luik,Vanessa,Vrouwelijk,02/20/2019
Tervuren,Monique,Vrouwelijk,02/13/2019
Dilsen-Stokkem,Gerry,Mannelijk,02/08/2019
Kapellen (Antwerpen),Véronique,Vrouwelijk,02/11/2019
Lens,Justine,Vrouwelijk,02/03/2019
Antwerpen,Sigrid,Vrouwelijk,02/23/2019
Schaarbeek,Elizabeth,Vrouwelijk,02/18/2019
Frameries,Thierry,Mannelijk,02/21/2019
Chaudfontaine,Christiane,Vrouwelijk,02/14/2019
Edegem,Paul,Mannelijk,02/23/2019
Lasne,Dominique,Vrouwelijk,02/23/2019
Grobbendonk,Manuella,Vrouwelijk,04/07/2019
Maasmechelen,Elzbieta,Vrouwelijk,02/14/2019
Namen,Mohamed,Mannelijk,02/09/2019
Brussel,Junior,Mannelijk,02/11/2019
Hemiksem,Paul,Mannelijk,02/14/2019
Antoing,Henri,Mannelijk,02/18/2019
Andenne,Michaël,Mannelijk,02/20/2019
Antwerpen,Kim,Vrouwelijk,02/14/2019
Montigny-le-Tilleul,Noah,Mannelijk,02/09/2019
Hamois,Lucie,Vrouwelijk,02/13/2019
Essen,Sanne,Vrouwelijk,02/10/2019
Maarkedal,Camille,Vrouwelijk,02/16/2019
Bergen,Nelly,Vrouwelijk,02/22/2019
Temse,Fleur,Vrouwelijk,02/12/2019
De Haan,Marcel,Mannelijk,03/17/2019
Leuven,Pieter,Mannelijk,02/10/2019
Middelkerke,Peter,Mannelijk,02/12/2019
Ecaussinnes,Stéphanie,Vrouwelijk,02/22/2019
Baelen,Cédric,Mannelijk,02/14/2019
Bertogne,Lucie,Vrouwelijk,02/24/2019
Anderlecht,Marco,Mannelijk,02/07/2019
Bastenaken,Linda,Vrouwelijk,02/19/2019
Sint-Gillis-Waas,Marleen,Vrouwelijk,03/04/2019
Oostkamp,Karine,Vrouwelijk,02/10/2019
Waver,Laurence,Vrouwelijk,02/12/2019
Anderlecht,Chantal,Vrouwelijk,03/03/2019
Genk,Sultan,Vrouwelijk,02/09/2019
Antwerpen,Amine,Mannelijk,02/03/2019
Oosterzele,Jean,Mannelijk,02/07/2019
Ham-sur-Heure-Nalinnes,Adrien,Mannelijk,02/14/2019
Seraing,Liliane,Vrouwelijk,02/23/2019
Genk,Manuela,Vrouwelijk,02/23/2019
Doornik,Aurélie,Vrouwelijk,03/06/2019
Dison,Fanny,Vrouwelijk,02/23/2019
Dendermonde,Louise,Vrouwelijk,02/24/2019
Walhain,Patrick,Mannelijk,02/06/2019
Mechelen,Amal,Vrouwelijk,02/03/2019
Gent,Bernadette,Vrouwelijk,02/22/2019
Charleroi,Valentin,Mannelijk,02/04/2019
Neupré,Pierre,Mannelijk,02/10/2019
Dalhem,Eric,Mannelijk,02/03/2019
Dilsen-Stokkem,Lobke,Vrouwelijk,02/04/2019
Lievegem,Olivier,Mannelijk,03/06/2019
Antwerpen,Marjan,Vrouwelijk,02/18/2019
Tervuren,Susanne,Vrouwelijk,02/15/2019
Luik,Gabriella,Vrouwelijk,02/21/2019
Lommel,Stijn,Mannelijk,02/08/2019
Amay,Virginie,Vrouwelijk,02/19/2019
Poperinge,Stefaan,Mannelijk,02/22/2019
Heusden-Zolder,Michel,Mannelijk,02/15/2019
Eghezée,Pascale,Vrouwelijk,02/22/2019
Amel,Roland,Mannelijk,02/18/2019
Vorst (Brussel-Hoofdstad),Charles,Mannelijk,02/11/2019
Bergen,Juliette,Vrouwelijk,03/07/2019
Geldenaken,Marie,Vrouwelijk,02/18/2019
Beauraing,Jeanine,Vrouwelijk,02/16/2019
Koekelberg,Abdelkarim,Mannelijk,02/08/2019
Namen,Arthur,Mannelijk,02/12/2019
Moeskroen,Tania,Vrouwelijk,02/22/2019
Sint-Pieters-Woluwe,Charles,Mannelijk,02/27/2019
Lubbeek,Jan,Mannelijk,02/17/2019
Sint-Gillis,Jacqueline,Vrouwelijk,02/20/2019
Jurbeke,Jordan,Mannelijk,02/10/2019
Bonheiden,Bruno,Mannelijk,03/25/2019
Esneux,Muriel,Vrouwelijk,02/10/2019
Schoten,Annick,Vrouwelijk,02/17/2019
Wortegem-Petegem,Christel,Vrouwelijk,03/01/2019
Turnhout,Irma,Vrouwelijk,02/23/2019
Floreffe,Christian,Mannelijk,02/09/2019
Doornik,Arthur,Mannelijk,02/20/2019
Gent,Keanu,Mannelijk,02/10/2019
Luik,Marion,Vrouwelijk,02/23/2019
Vorselaar,August,Mannelijk,02/08/2019
Wevelgem,Eef,Vrouwelijk,02/06/2019
Kampenhout,Nicole,Vrouwelijk,02/08/2019
Ukkel,Fatima,Vrouwelijk,02/10/2019
Anderlecht,Hanna,Vrouwelijk,02/19/2019
Herve,Ingrid,Vrouwelijk,02/12/2019
Kuurne,Sammy,Mannelijk,02/20/2019
Hensies,Céline,Vrouwelijk,02/07/2019
Etterbeek,Tatiana,Vrouwelijk,02/19/2019
Gent,Ellen,Vrouwelijk,02/23/2019
Antwerpen,Michaël,Mannelijk,02/13/2019
Gent,Ahmad,Mannelijk,02/19/2019
Antwerpen,Johannes,Mannelijk,02/10/2019
Zoersel,Marcella,Vrouwelijk,02/28/2019
Sint-Joost-ten-Node,David,Mannelijk,02/08/2019
Pelt,Maarten,Mannelijk,02/16/2019
Tongeren,Annick,Vrouwelijk,03/06/2019
Theux,Marcel,Mannelijk,02/12/2019
Maaseik,Hubert,Mannelijk,02/16/2019
Gent,Valentina,Vrouwelijk,02/17/2019
Peer,Patrick,Mannelijk,03/04/2019
Aarschot,Dorien,Vrouwelijk,02/17/2019
Brugge,Thérèse,Vrouwelijk,02/04/2019
Theux,Françoise,Vrouwelijk,02/13/2019
Bergen,Fabienne,Vrouwelijk,03/18/2019
Oupeye,Christelle,Vrouwelijk,02/22/2019
Zele,Helena,Vrouwelijk,02/17/2019
Ciney,Julien,Mannelijk,02/12/2019
Aubange,Isabelle,Vrouwelijk,02/16/2019
Spa,Vincent,Mannelijk,02/22/2019
Lessen,Stefaan,Mannelijk,02/20/2019
Beernem,Eddy,Mannelijk,02/14/2019
Dentergem,Jeanine,Vrouwelijk,02/04/2019
Wellin,Vincent,Mannelijk,02/05/2019
Doische,Nelly,Vrouwelijk,03/18/2019
Willebroek,Frédéric,Mannelijk,02/11/2019
Saint-Nicolas (Luik),Cynthia,Vrouwelijk,02/16/2019
Menen,Rik,Mannelijk,02/09/2019
Roeselare,Stephan,Mannelijk,02/08/2019
Mechelen,Annie,Vrouwelijk,02/12/2019
Oostrozebeke,Hilde,Vrouwelijk,02/21/2019
Oostende,Olivier,Mannelijk,03/09/2019
Kortrijk,Seppe,Mannelijk,02/26/2019
Schaarbeek,Demet,Vrouwelijk,03/06/2019
Maaseik,Nathalie,Vrouwelijk,02/06/2019
Beerse,Carolus,Mannelijk,02/14/2019
Aalst (Aalst),Anita,Vrouwelijk,02/15/2019
La Louvière,Marcel,Mannelijk,02/03/2019
Luik,Marie,Vrouwelijk,02/12/2019
Ingelmunster,Koen,Mannelijk,02/17/2019
Boutersem,Ingrid,Vrouwelijk,03/05/2019
Marche-en-Famenne,Jean-Pierre,Mannelijk,02/17/2019
Walcourt,Christine,Vrouwelijk,02/13/2019
Fontaine-l’Evêque,Olivier,Mannelijk,02/07/2019
Antwerpen,Youssef,Mannelijk,02/07/2019
Evergem,Sarah,Vrouwelijk,02/10/2019
Gembloux,Mariette,Vrouwelijk,02/13/2019
Léglise,Béatrice,Vrouwelijk,02/16/2019
Sint-Katelijne-Waver,Ellen,Vrouwelijk,02/19/2019
Zaventem,Amir,Mannelijk,03/04/2019
Diest,Josse,Mannelijk,03/20/2019
Antwerpen,Esmanur,Vrouwelijk,03/07/2019
Nieuwpoort,Luc,Mannelijk,02/12/2019
Sint-Lambrechts-Woluwe,Sara,Vrouwelijk,02/14/2019
Evere,Zoé,Vrouwelijk,02/25/2019
Binche,Philippe,Mannelijk,02/10/2019
Doornik,Stéphane,Mannelijk,02/05/2019
Sint-Pieters-Leeuw,Véronique,Vrouwelijk,02/12/2019
Ieper,Lotte,Vrouwelijk,02/08/2019
Sint-Pieters-Leeuw,Claudia,Vrouwelijk,02/17/2019
Antwerpen,Tabitha,Vrouwelijk,03/06/2019
Fleurus,William,Mannelijk,02/15/2019
Leuven,Kamil,Mannelijk,02/20/2019
Florennes,Olivia,Vrouwelijk,02/10/2019
Ganshoren,Dumitru,Mannelijk,02/12/2019
Hasselt,Tony,Mannelijk,02/12/2019
Libramont-Chevigny,Christine,Vrouwelijk,02/11/2019
Farciennes,Carine,Vrouwelijk,02/14/2019
Haaltert,Kim,Vrouwelijk,02/25/2019
Genk,Cristiano,Mannelijk,02/18/2019
Kaprijke,Kathy,Vrouwelijk,02/03/2019
Kortrijk,Yasmine,Vrouwelijk,02/19/2019
Borgworm,Janine,Vrouwelijk,02/12/2019
Aarschot,Kathleen,Vrouwelijk,02/03/2019
Genk,Christiane,Vrouwelijk,02/08/2019
Ukkel,Jocelyne,Vrouwelijk,02/14/2019
Dinant,Daniel,Mannelijk,02/13/2019
Beauraing,Aurélie,Vrouwelijk,02/23/2019
Laakdal,Maria,Vrouwelijk,02/11/2019
Moeskroen,Josiane,Vrouwelijk,02/16/2019
Waasmunster,Mariette,Vrouwelijk,03/05/2019
Antwerpen,Willy,Mannelijk,02/04/2019
Vorst (Brussel-Hoofdstad),Irène,Vrouwelijk,02/05/2019
Antwerpen,Sarah,Vrouwelijk,02/11/2019
Nijvel,Jimmy,Mannelijk,02/22/2019
Waver,Vitor,Mannelijk,02/11/2019
Colfontaine,Marc,Mannelijk,02/13/2019
Elsene,Cédric,Mannelijk,03/01/2019
Antwerpen,Laure,Vrouwelijk,02/09/2019
Tienen,Wendy,Vrouwelijk,02/26/2019
Roeselare,Regina,Vrouwelijk,02/19/2019
Tongeren,Marie,Vrouwelijk,02/19/2019
Faimes,Alix,Vrouwelijk,02/10/2019
Dessel,Rob,Mannelijk,03/07/2019
Lummen,Kelly,Vrouwelijk,02/19/2019
Maarkedal,Marie,Vrouwelijk,03/05/2019
Zinnik,Mélissa,Vrouwelijk,02/12/2019
Charleroi,Nada,Vrouwelijk,02/19/2019
Kapellen (Antwerpen),Evelyne,Vrouwelijk,02/08/2019
Meise,Marie,Vrouwelijk,02/21/2019
Saint-Ghislain,Adrien,Mannelijk,02/22/2019
Soumagne,Marc,Mannelijk,02/03/2019
Namen,Christian,Mannelijk,02/19/2019
Eupen,Michel,Mannelijk,02/10/2019
Brugge,Lore,Vrouwelijk,02/19/2019
Charleroi,Frederic,Mannelijk,02/23/2019
Malle,Fien,Vrouwelijk,02/12/2019
Brussel,Assiya,Vrouwelijk,02/06/2019
Heusden-Zolder,Denise,Vrouwelijk,02/15/2019
Antwerpen,Kathleen,Vrouwelijk,02/10/2019
Charleroi,Matthias,Mannelijk,02/19/2019
Sint-Niklaas (Sint-Niklaas),Mariette,Vrouwelijk,03/06/2019
La Louvière,Elodie,Vrouwelijk,02/14/2019
Hamme (Dendermonde),Daphne,Vrouwelijk,02/23/2019
Oupeye,Joseph,Mannelijk,02/11/2019
Sint-Jans-Molenbeek,Kevin,Mannelijk,02/12/2019
