gemeente,naam,geslacht,verwachte datum
Charleroi,Abdelkader,Mannelijk,11/04/2019
Tremelo,Anita,Vrouwelijk,11/10/2019
Sint-Pieters-Woluwe,Hugo,Mannelijk,11/06/2019
Sint-Joost-ten-Node,Clara,Vrouwelijk,11/15/2019
Antwerpen,Paul,Mannelijk,11/11/2019
Schaarbeek,Aïssatou,Vrouwelijk,10/30/2019
Schoten,Sigrid,Vrouwelijk,11/03/2019
Schilde,Guido,Mannelijk,11/13/2019
Anderlecht,Mehdi,Mannelijk,11/08/2019
Ninove,Jessie,Vrouwelijk,11/03/2019
Baarle-Hertog,Johanna,Vrouwelijk,11/02/2019
Anderlecht,Fabian,Mannelijk,10/28/2019
Couvin,Christine,Vrouwelijk,11/03/2019
Eeklo,Arseen,Mannelijk,11/17/2019
Sint-Martens-Latem,Guillaume,Mannelijk,11/02/2019
Waterloo,Jacques,Mannelijk,11/10/2019
Haacht,Kenny,Mannelijk,11/08/2019
Hoogstraten,Karin,Vrouwelijk,10/31/2019
Erpe-Mere,Lore,Vrouwelijk,10/27/2019
Eigenbrakel,Christian,Mannelijk,11/09/2019
Antwerpen,Brecht,Mannelijk,10/31/2019
Ichtegem,Kristof,Mannelijk,11/24/2019
Londerzeel,Ludovic,Mannelijk,10/31/2019
Herselt,Filip,Mannelijk,11/01/2019
Kortrijk,Michael,Mannelijk,11/08/2019
Chastre,Emmanuel,Mannelijk,11/24/2019
Mol,Anne,Vrouwelijk,11/07/2019
Ciney,Marie,Vrouwelijk,12/14/2019
Etterbeek,Nathalie,Vrouwelijk,10/29/2019
Jette,Esther,Vrouwelijk,10/30/2019
Antwerpen,Giada,Vrouwelijk,11/23/2019
Luik,Amélie,Vrouwelijk,11/04/2019
Ottignies-Louvain-la-Neuve,Issam,Mannelijk,10/29/2019
Ravels,Henricus,Mannelijk,11/09/2019
Charleroi,Jessica,Vrouwelijk,10/30/2019
Peer,Herman,Mannelijk,11/06/2019
Sint-Joost-ten-Node,Iwona,Vrouwelijk,10/31/2019
Brecht,Josephus,Mannelijk,11/07/2019
Houthalen-Helchteren,Daniël,Mannelijk,11/14/2019
Aarlen,Emma,Vrouwelijk,11/25/2019
Sankt Vith,Gertrud,Vrouwelijk,11/10/2019
Turnhout,Carolus,Mannelijk,11/08/2019
Zemst,Bart,Mannelijk,11/14/2019
Pont-à-Celles,Gwenaëlle,Vrouwelijk,11/12/2019
Namen,Bertrand,Mannelijk,11/05/2019
Grimbergen,Nicole,Vrouwelijk,11/06/2019
Gent,Louis,Mannelijk,11/05/2019
Avelgem,Anita,Vrouwelijk,11/12/2019
Tielt (Tielt),Caroline,Vrouwelijk,11/06/2019
Bornem,Christiane,Vrouwelijk,11/05/2019
Moeskroen,Lucas,Mannelijk,11/06/2019
Aarlen,Damien,Mannelijk,11/02/2019
Walhain,Françoise,Vrouwelijk,11/10/2019
Lier,Jordy,Mannelijk,11/03/2019
Tongeren,David,Mannelijk,11/04/2019
Sint-Lambrechts-Woluwe,Jacques,Mannelijk,11/03/2019
Bredene,Willy,Mannelijk,11/03/2019
Aalst (Aalst),Magali,Vrouwelijk,12/10/2019
Hamoir,Brigitte,Vrouwelijk,11/05/2019
Oostende,Maurice,Mannelijk,11/07/2019
Jette,Philippe,Mannelijk,11/05/2019
Charleroi,Georgette,Vrouwelijk,11/17/2019
Kasterlee,Marthe,Vrouwelijk,11/03/2019
Lievegem,Linda,Vrouwelijk,11/15/2019
Vilvoorde,Stefan,Mannelijk,11/05/2019
Torhout,Charlotte,Vrouwelijk,11/03/2019
Rixensart,Virginie,Vrouwelijk,11/01/2019
Antwerpen,Rabab,Vrouwelijk,11/03/2019
Tongeren,Kristel,Vrouwelijk,11/02/2019
Charleroi,Isabelle,Vrouwelijk,10/29/2019
Kalmthout,Walter,Mannelijk,11/03/2019
Middelkerke,Ingrid,Vrouwelijk,10/28/2019
Lanaken,Cindy,Vrouwelijk,11/05/2019
Maasmechelen,Elisa,Vrouwelijk,11/02/2019
Brakel,Katrien,Vrouwelijk,11/05/2019
Soumagne,Valentine,Vrouwelijk,11/04/2019
Herve,Laetitia,Vrouwelijk,11/09/2019
Villers-Le-Bouillet,Véronique,Vrouwelijk,11/10/2019
Aiseau-Presles,Hugo,Mannelijk,10/31/2019
Antwerpen,Philippe,Mannelijk,11/14/2019
Antwerpen,Danny,Mannelijk,11/26/2019
Lebbeke,John,Mannelijk,10/28/2019
Geldenaken,Peter,Mannelijk,11/08/2019
Sint-Lambrechts-Woluwe,Arnaud,Mannelijk,11/28/2019
La Louvière,Sonia,Vrouwelijk,11/14/2019
Schaarbeek,Leyla,Vrouwelijk,11/14/2019
Anderlecht,Rose,Vrouwelijk,11/27/2019
Châtelet,Laura,Vrouwelijk,10/26/2019
Dilbeek,Ahmed,Mannelijk,11/06/2019
