gemeente,naam,geslacht,verwachte datum
Ninove,Antoine,Mannelijk,12/11/2019
Roeselare,Evy,Vrouwelijk,12/17/2019
Luik,Jeanine,Vrouwelijk,12/22/2019
Niel,An,Vrouwelijk,11/29/2019
Elsene,Kathrin,Vrouwelijk,12/04/2019
Zonnebeke,Stefanie,Vrouwelijk,12/05/2019
Scherpenheuvel-Zichem,Lisette,Vrouwelijk,11/29/2019
Zoutleeuw,Tom,Mannelijk,12/06/2019
Sint-Pieters-Woluwe,Hugo,Mannelijk,11/26/2019
Antwerpen,Samuel,Mannelijk,12/01/2019
Bocholt,Jos,Mannelijk,11/28/2019
Saint-Hubert,Pascale,Vrouwelijk,12/07/2019
Antwerpen,Maria,Vrouwelijk,12/03/2019
Namen,Fabienne,Vrouwelijk,12/01/2019
Gent,Jean,Mannelijk,12/09/2019
Chaumont-Gistoux,Sophie,Vrouwelijk,12/02/2019
Hamme (Dendermonde),Manon,Vrouwelijk,12/09/2019
Brugge,Hanne,Vrouwelijk,12/04/2019
Genepiën,Hervé,Mannelijk,12/02/2019
Kraainem,Brieuc,Mannelijk,12/08/2019
Heist-op-den-Berg,Anneleen,Vrouwelijk,12/06/2019
Harelbeke,Marc,Mannelijk,12/13/2019
Puurs-Sint-Amands,Jenny,Vrouwelijk,12/10/2019
Fléron,Georges,Mannelijk,01/03/2020
Vorst (Brussel-Hoofdstad),Virginie,Vrouwelijk,11/28/2019
Luik,Véronique,Vrouwelijk,12/07/2019
Steenokkerzeel,Evy,Vrouwelijk,12/14/2019
Aat,Marc,Mannelijk,12/11/2019
Boechout,Olivier,Mannelijk,12/01/2019
Niel,Wendy,Vrouwelijk,12/10/2019
Pecq,Laurence,Vrouwelijk,12/15/2019
Brasschaat,Pieter,Mannelijk,11/30/2019
Gooik,Willy,Mannelijk,11/27/2019
Zwijndrecht,Franky,Mannelijk,12/05/2019
Esneux,Emilie,Vrouwelijk,12/08/2019
Olne,Daniel,Mannelijk,11/27/2019
Aalst (Aalst),Isabeau,Vrouwelijk,12/11/2019
Tienen,Etienne,Mannelijk,12/05/2019
Brussel,Fatima,Vrouwelijk,12/06/2019
Weismes,Sylvia,Vrouwelijk,12/14/2019
Hannuit,Jordan,Mannelijk,12/06/2019
Kortrijk,Eric,Mannelijk,12/04/2019
Meulebeke,Lore,Vrouwelijk,12/06/2019
Westerlo,Steve,Mannelijk,11/26/2019
Heist-op-den-Berg,Christina,Vrouwelijk,12/04/2019
Zaventem,Karine,Vrouwelijk,11/27/2019
Geldenaken,Clémence,Vrouwelijk,12/02/2019
Châtelet,Lino,Mannelijk,12/29/2019
Menen,Gerrit,Mannelijk,12/04/2019
Sint-Pieters-Woluwe,Matteo,Mannelijk,11/25/2019
Neufchâteau (Neufchâteau),Pascale,Vrouwelijk,01/06/2020
Geel,Ilse,Vrouwelijk,12/04/2019
Borgloon,David,Mannelijk,12/05/2019
Mechelen,Rani,Vrouwelijk,11/30/2019
Tielt (Tielt),Hubert,Mannelijk,12/05/2019
Awans,Virginie,Vrouwelijk,12/02/2019
Genk,Taner,Mannelijk,12/04/2019
Doornik,Michelle,Vrouwelijk,12/19/2019
Edingen,Monique,Vrouwelijk,11/30/2019
Brussel,Dounia,Vrouwelijk,11/28/2019
Seraing,Eléonore,Vrouwelijk,12/14/2019
Ukkel,Manon,Vrouwelijk,12/10/2019
Beloeil,Thomas,Mannelijk,12/13/2019
Heusden-Zolder,Kristof,Mannelijk,12/08/2019
Merchtem,Steven,Mannelijk,12/02/2019
Lendelede,Henri,Mannelijk,12/09/2019
Kapellen (Antwerpen),Jan,Mannelijk,12/11/2019
Antwerpen,Dirk,Mannelijk,11/29/2019
Lokeren,Geert,Mannelijk,11/30/2019
Anhée,Annie,Vrouwelijk,12/02/2019
Zulte,Martine,Vrouwelijk,12/07/2019
Balen,Francis,Mannelijk,12/17/2019
Schaarbeek,Oscar,Mannelijk,12/07/2019
Leuven,Lukas,Mannelijk,12/06/2019
Waterloo,Charles,Mannelijk,12/04/2019
Ottignies-Louvain-la-Neuve,Guillaume,Mannelijk,12/03/2019
Doornik,Héloïse,Vrouwelijk,12/06/2019
Sambreville,Hélène,Vrouwelijk,12/09/2019
Péruwelz,Frédérique,Vrouwelijk,12/10/2019
Farciennes,Sabine,Vrouwelijk,12/15/2019
Herk-de-Stad,Ludovicus,Mannelijk,12/06/2019
Tienen,Flora,Vrouwelijk,01/28/2020
Halle (Halle-Vilvoorde),Yolanda,Vrouwelijk,12/14/2019
Geel,Luc,Mannelijk,12/06/2019
Aalst (Aalst),Lucienne,Vrouwelijk,12/07/2019
Heuvelland,Thérèse,Vrouwelijk,12/24/2019
Aat,Andy,Mannelijk,12/09/2019
Messancy,Elisabeth,Vrouwelijk,12/02/2019
Gent,Erwin,Mannelijk,01/22/2020
Charleroi,Annick,Vrouwelijk,12/10/2019
Florennes,Océane,Vrouwelijk,11/26/2019
Oudsbergen,Theo,Mannelijk,12/12/2019
Kuurne,Pascale,Vrouwelijk,12/02/2019
Hasselt,Marie,Vrouwelijk,12/03/2019
Maldegem,Marc,Mannelijk,12/03/2019
Anderlecht,Soufiane,Mannelijk,12/11/2019
Leuven,Kaat,Vrouwelijk,12/13/2019
Orp-Jauche,Elise,Vrouwelijk,12/05/2019
Antwerpen,Samir,Mannelijk,11/26/2019
Schaarbeek,Rabab,Vrouwelijk,12/24/2019
Ranst,Dirk,Mannelijk,12/13/2019
Antwerpen,Ilan,Mannelijk,12/12/2019
Ingelmunster,Mathieu,Mannelijk,12/04/2019
Neufchâteau (Neufchâteau),Julien,Mannelijk,12/08/2019
Herentals,Hanne,Vrouwelijk,11/30/2019
Herve,Marie-Paule,Vrouwelijk,11/28/2019
Rixensart,Félix,Mannelijk,12/21/2019
Itter,Nathalie,Vrouwelijk,12/11/2019
Roeselare,Victor,Mannelijk,11/29/2019
Temse,Wannes,Mannelijk,12/04/2019
Hasselt,Ghislaine,Vrouwelijk,12/12/2019
Menen,Anne-Marie,Vrouwelijk,12/03/2019
Brussel,Abdeslam,Mannelijk,11/28/2019
Elsene,Rodica,Vrouwelijk,12/20/2019
Lasne,Edouard,Mannelijk,12/08/2019
Dendermonde,Hannah,Vrouwelijk,12/02/2019
Asse,Simon,Mannelijk,11/30/2019
Lebbeke,Pieter,Mannelijk,11/28/2019
Overijse,Marc,Mannelijk,12/28/2019
Edingen,Marc,Mannelijk,12/03/2019
Wemmel,Sandra,Vrouwelijk,12/13/2019
Herzele,André,Mannelijk,12/12/2019
Oostende,Erik,Mannelijk,12/09/2019
Namen,Jean-Philippe,Mannelijk,12/04/2019
Namen,Pierre,Mannelijk,12/14/2019
Antwerpen,Constantinus,Mannelijk,12/01/2019
Doornik,Xavier,Mannelijk,12/03/2019
Blankenberge,Marie,Vrouwelijk,12/06/2019
Sint-Agatha-Berchem,Zakaria,Mannelijk,12/10/2019
Rijkevorsel,Michel,Mannelijk,12/05/2019
Oostende,Ingrid,Vrouwelijk,12/20/2019
Rebecq,Jeannine,Vrouwelijk,12/13/2019
Antwerpen,Olivier,Mannelijk,12/01/2019
Hoei,Léo,Mannelijk,11/28/2019
Ieper,Linda,Vrouwelijk,11/29/2019
Sint-Truiden,Mady,Vrouwelijk,12/16/2019
Geel,John,Mannelijk,12/04/2019
Schaarbeek,Mevlut,Mannelijk,12/04/2019
