gemeente,naam,geslacht,verwachte datum
Damme,Kathy,Vrouwelijk,04/19/2019
Kortrijk,Nikolas,Mannelijk,04/15/2019
Waterloo,Geoffroy,Mannelijk,04/24/2019
Courcelles,Michaël,Mannelijk,04/17/2019
Zoutleeuw,Marc,Mannelijk,04/22/2019
Antwerpen,Houria,Vrouwelijk,04/24/2019
Brecht,Jeanne,Vrouwelijk,04/23/2019
Knokke-Heist,William,Mannelijk,04/22/2019
Kortrijk,Georgette,Vrouwelijk,04/12/2019
Antwerpen,Lindsey,Vrouwelijk,04/22/2019
Willebroek,Martine,Vrouwelijk,04/28/2019
Orp-Jauche,Martin,Mannelijk,05/11/2019
Waterloo,Brian,Mannelijk,04/15/2019
Sint-Genesius-Rode,Nathalie,Vrouwelijk,05/11/2019
Hasselt,Odette,Vrouwelijk,04/29/2019
Herve,Philippe,Mannelijk,04/17/2019
Kuurne,Patrick,Mannelijk,04/23/2019
Antwerpen,Eddy,Mannelijk,04/30/2019
Eeklo,Luc,Mannelijk,04/19/2019
Deinze,Lotte,Vrouwelijk,04/12/2019
Beerse,Jan,Mannelijk,04/18/2019
Evere,Séverine,Vrouwelijk,04/22/2019
Heist-op-den-Berg,Agnes,Vrouwelijk,04/27/2019
Zoersel,Diana,Vrouwelijk,04/17/2019
Eigenbrakel,Lucas,Mannelijk,04/27/2019
Sint-Genesius-Rode,Luc,Mannelijk,04/11/2019
Farciennes,Marguerite,Vrouwelijk,04/21/2019
Boechout,Marc,Mannelijk,05/11/2019
Dilbeek,Alexander,Mannelijk,04/18/2019
Malle,Patrick,Mannelijk,04/21/2019
Seraing,Paul,Mannelijk,05/08/2019
Maldegem,Eveline,Vrouwelijk,04/26/2019
Staden,Roger,Mannelijk,04/25/2019
Quévy,Marjorie,Vrouwelijk,05/13/2019
Lokeren,Ann,Vrouwelijk,04/24/2019
Anderlecht,Mohammed,Mannelijk,04/20/2019
Evergem,Juliaan,Mannelijk,04/12/2019
Tremelo,Ferre,Mannelijk,04/18/2019
Seraing,Coralie,Vrouwelijk,04/23/2019
Elsene,Catherine,Vrouwelijk,04/18/2019
Antwerpen,Michel,Mannelijk,04/23/2019
Antwerpen,Imane,Vrouwelijk,04/25/2019
Dendermonde,Benny,Mannelijk,05/01/2019
Hélécine,René,Mannelijk,04/24/2019
Herent,Sarah,Vrouwelijk,04/29/2019
Vilvoorde,Miguel,Mannelijk,04/29/2019
Kortrijk,Mathieu,Mannelijk,04/13/2019
Schaarbeek,Sevda,Vrouwelijk,05/26/2019
Pepinster,David,Mannelijk,06/14/2019
Ravels,Daan,Mannelijk,04/13/2019
Hoeilaart,Amber,Vrouwelijk,04/22/2019
Pelt,Samuel,Mannelijk,04/17/2019
Dendermonde,Peter,Mannelijk,04/26/2019
Merchtem,Tatiana,Vrouwelijk,04/18/2019
Binche,Gustave,Mannelijk,04/30/2019
Saint-Ghislain,Jimmy,Mannelijk,04/18/2019
Knokke-Heist,Christel,Vrouwelijk,04/24/2019
Beveren (Sint-Niklaas),Klara,Vrouwelijk,06/08/2019
Schaarbeek,Dorina,Vrouwelijk,04/21/2019
La Roche-en-Ardenne,Cédric,Mannelijk,04/11/2019
Londerzeel,Lieve,Vrouwelijk,04/29/2019
Sint-Joost-ten-Node,Vasile,Mannelijk,05/05/2019
Ramillies,Freddy,Mannelijk,04/16/2019
Thuin,Kelly,Vrouwelijk,04/19/2019
Evere,M'hamed,Mannelijk,04/22/2019
Dendermonde,Thomas,Mannelijk,04/25/2019
Antwerpen,Marc,Mannelijk,04/23/2019
Oud-Heverlee,Pieter,Mannelijk,05/09/2019
Fontaine-l’Evêque,Joëlle,Vrouwelijk,04/21/2019
Quaregnon,Ines,Vrouwelijk,04/25/2019
Erezée,Nathalie,Vrouwelijk,04/23/2019
Puurs-Sint-Amands,Yannick,Mannelijk,04/21/2019
Courcelles,Guy,Mannelijk,04/18/2019
Wommelgem,Paulina,Vrouwelijk,04/26/2019
Tielt (Tielt),Eddy,Mannelijk,04/25/2019
Gent,Denise,Vrouwelijk,04/30/2019
Halle (Halle-Vilvoorde),Eline,Vrouwelijk,04/13/2019
Fléron,Jeanine,Vrouwelijk,05/02/2019
Brugge,Kris,Mannelijk,04/22/2019
Sint-Jans-Molenbeek,Aya,Vrouwelijk,04/26/2019
Asse,Lucien,Mannelijk,05/22/2019
Saint-Nicolas (Luik),Laetitia,Vrouwelijk,04/13/2019
Brugge,Patrick,Mannelijk,06/01/2019
Oudsbergen,Dries,Mannelijk,04/28/2019
Zemst,Kimberley,Vrouwelijk,04/23/2019
Brasschaat,Juliette,Vrouwelijk,04/14/2019
Bocholt,Simonne,Vrouwelijk,05/08/2019
Sint-Niklaas (Sint-Niklaas),Christiane,Vrouwelijk,04/27/2019
Faimes,Jérémy,Mannelijk,05/03/2019
De Panne,Tom,Mannelijk,04/21/2019
Drogenbos,Nicolas,Mannelijk,04/28/2019
Beloeil,Jessica,Vrouwelijk,04/23/2019
Luik,André,Mannelijk,04/24/2019
Sint-Gillis,Maud,Vrouwelijk,04/25/2019
Saint-Ghislain,Guillaume,Mannelijk,04/23/2019
Brussel,Francine,Vrouwelijk,04/22/2019
Mechelen,Laurens,Mannelijk,04/24/2019
Anzegem,Dominique,Mannelijk,04/23/2019
Sint-Niklaas (Sint-Niklaas),Nassim,Mannelijk,04/24/2019
Rixensart,Francis,Mannelijk,04/15/2019
Ukkel,Monique,Vrouwelijk,04/28/2019
Grimbergen,Pierre,Mannelijk,05/14/2019
Pepingen,Emilie,Vrouwelijk,04/17/2019
Elzele,Laura,Vrouwelijk,04/23/2019
Zottegem,Bram,Mannelijk,04/20/2019
Genk,Dominique,Mannelijk,04/12/2019
Gent,Nora,Vrouwelijk,04/26/2019
Balen,Christoph,Mannelijk,04/14/2019
Diksmuide,Thibault,Mannelijk,04/30/2019
Avelgem,Cindy,Vrouwelijk,04/27/2019
Grimbergen,Kristine,Vrouwelijk,04/23/2019
Denderleeuw,Eddy,Mannelijk,04/19/2019
Antwerpen,Maria,Vrouwelijk,04/25/2019
Lanaken,Emma,Vrouwelijk,05/14/2019
Hechtel-Eksel,Karel,Mannelijk,05/01/2019
Destelbergen,Kenneth,Mannelijk,04/23/2019
Elsene,Sasha,Mannelijk,05/07/2019
Dilbeek,Sirine,Vrouwelijk,04/17/2019
Oud-Heverlee,Ingrid,Vrouwelijk,04/12/2019
Haaltert,Willy,Mannelijk,04/16/2019
Kalmthout,Anna,Vrouwelijk,05/01/2019
Aalst (Aalst),Betty,Vrouwelijk,05/06/2019
Londerzeel,Kris,Mannelijk,06/03/2019
Geel,Brent,Mannelijk,04/20/2019
Seraing,Noureddine,Mannelijk,04/17/2019
Lint,Eline,Vrouwelijk,04/25/2019
Antwerpen,Ella,Vrouwelijk,04/23/2019
Luik,Paul,Mannelijk,04/29/2019
Waregem,Michal,Mannelijk,04/19/2019
Brasschaat,Christiane,Vrouwelijk,05/26/2019
Herentals,Stephanie,Vrouwelijk,04/30/2019
Turnhout,Regina,Vrouwelijk,05/12/2019
Geel,Lenn,Mannelijk,04/28/2019
Hoogstraten,Joanna,Vrouwelijk,04/27/2019
Sombreffe,Martine,Vrouwelijk,04/26/2019
Overijse,Arnaud,Mannelijk,04/30/2019
Mechelen,Lukas,Mannelijk,04/17/2019
Zwevegem,Xander,Mannelijk,04/25/2019
Maasmechelen,Yves,Mannelijk,04/24/2019
Jabbeke,Kristof,Mannelijk,04/24/2019
Antwerpen,Sabah,Vrouwelijk,04/18/2019
Schaarbeek,Jibril,Mannelijk,04/20/2019
Lebbeke,Julie,Vrouwelijk,04/30/2019
Mechelen,Godelieve,Vrouwelijk,04/29/2019
Luik,Philippe,Mannelijk,04/12/2019
Herzele,Rudy,Mannelijk,04/27/2019
Izegem,Rosette,Vrouwelijk,04/20/2019
Merelbeke,Diego,Mannelijk,04/23/2019
Hasselt,Irène,Vrouwelijk,04/24/2019
Charleroi,Giuseppa,Vrouwelijk,04/21/2019
Turnhout,Hilde,Vrouwelijk,04/23/2019
Aalst (Aalst),Iris,Vrouwelijk,04/13/2019
Ukkel,Xavier,Mannelijk,04/20/2019
Schaarbeek,Fikret,Mannelijk,04/18/2019
Chaumont-Gistoux,Chloé,Vrouwelijk,04/16/2019
Ganshoren,Luc,Mannelijk,04/20/2019
Elsene,Julie,Vrouwelijk,04/27/2019
Charleroi,Alysson,Vrouwelijk,04/17/2019
Waver,Nicolas,Mannelijk,04/29/2019
Zwevegem,Cécile,Vrouwelijk,04/28/2019
Seraing,Thomas,Mannelijk,04/30/2019
Andenne,Jason,Mannelijk,04/24/2019
Lierde,Georges,Mannelijk,04/26/2019
Geel,Nore,Vrouwelijk,04/22/2019
Antwerpen,Kyara,Vrouwelijk,04/28/2019
Paliseul,Jean,Mannelijk,04/25/2019
Vaux-sur-Sûre,Guy,Mannelijk,04/25/2019
Kortessem,Sofie,Vrouwelijk,04/23/2019
Overijse,Ariane,Vrouwelijk,04/24/2019
Ramillies,Véronique,Vrouwelijk,05/03/2019
Gent,Sati,Vrouwelijk,04/17/2019
Zottegem,Denise,Vrouwelijk,04/21/2019
Beringen,Albert,Mannelijk,04/19/2019
Colfontaine,Younes,Mannelijk,04/15/2019
Zottegem,Marie-José,Vrouwelijk,04/24/2019
Mettet,Thierry,Mannelijk,04/20/2019
Bornem,Marc,Mannelijk,04/20/2019
Doornik,Florian,Mannelijk,04/19/2019
Gent,Marleen,Vrouwelijk,04/21/2019
Chièvres,Bruno,Mannelijk,04/24/2019
Leuven,Jan,Mannelijk,04/15/2019
Seraing,Christine,Vrouwelijk,05/08/2019
Jemeppe-sur-Sambre,Loïc,Mannelijk,04/19/2019
Châtelet,Johnny,Mannelijk,04/13/2019
Kortrijk,Sien,Vrouwelijk,04/22/2019
Schaarbeek,Damien,Mannelijk,04/24/2019
Brugge,Nancy,Vrouwelijk,04/19/2019
Sambreville,Michaël,Mannelijk,04/22/2019
Binche,Gilbert,Mannelijk,05/07/2019
Lier,Marc,Mannelijk,05/08/2019
Temse,Joachim,Mannelijk,04/19/2019
Begijnendijk,Roger,Mannelijk,05/15/2019
Koekelare,Nico,Mannelijk,04/12/2019
Gouvy,Noa,Mannelijk,04/22/2019
Pittem,Marcel,Mannelijk,04/18/2019
Niel,Viviane,Vrouwelijk,04/22/2019
Rochefort,Isabelle,Vrouwelijk,04/18/2019
Namen,Valérie,Vrouwelijk,05/09/2019
Zele,Elien,Vrouwelijk,04/22/2019
Ternat,Tijl,Mannelijk,05/01/2019
Landen,Judith,Vrouwelijk,04/15/2019
Beaumont,Morgane,Vrouwelijk,04/18/2019
Antwerpen,Marijke,Vrouwelijk,04/20/2019
Brugge,Fabienne,Vrouwelijk,04/23/2019
Brussel,Marcel,Mannelijk,05/01/2019
Lier,Rosalia,Vrouwelijk,04/23/2019
Gent,Mees,Mannelijk,04/25/2019
Haaltert,Guido,Mannelijk,04/28/2019
Sankt Vith,Christine,Vrouwelijk,04/14/2019
Dendermonde,Hedwig,Mannelijk,05/04/2019
Beersel,Sylvie,Vrouwelijk,04/21/2019
Malle,Andy,Mannelijk,04/18/2019
Luik,Christian,Mannelijk,04/29/2019
Namen,Fanny,Vrouwelijk,04/26/2019
Genk,Yusuf,Mannelijk,04/29/2019
Florennes,Christelle,Vrouwelijk,04/15/2019
Wingene,Inge,Vrouwelijk,04/29/2019
Sint-Truiden,Jules,Mannelijk,05/09/2019
Brugge,Marie,Vrouwelijk,04/19/2019
Borgworm,Véronique,Vrouwelijk,04/18/2019
Pelt,Carina,Vrouwelijk,04/23/2019
Grimbergen,Senne,Mannelijk,04/19/2019
Roeselare,Nadine,Vrouwelijk,04/12/2019
Mettet,Valérie,Vrouwelijk,04/25/2019
Hoeselt,Jos,Mannelijk,04/13/2019
Elsene,Eloïse,Vrouwelijk,04/15/2019
Antwerpen,Carine,Vrouwelijk,04/12/2019
Bergen,Jean,Mannelijk,04/12/2019
Ieper,Ria,Vrouwelijk,04/17/2019
Bornem,Katrien,Vrouwelijk,04/24/2019
Anderlecht,Lucas,Mannelijk,04/21/2019
Machelen (Halle-Vilvoorde),Henriette,Vrouwelijk,05/05/2019
Hasselt,Musa,Mannelijk,04/18/2019
Ukkel,Nathalie,Vrouwelijk,04/19/2019
Beveren (Sint-Niklaas),Honoré,Mannelijk,05/13/2019
Heusden-Zolder,Kübra,Vrouwelijk,04/14/2019
Herstal,Monique,Vrouwelijk,04/21/2019
Sint-Joost-ten-Node,Meryem,Vrouwelijk,04/27/2019
Kasteelbrakel,Elisabeth,Vrouwelijk,04/19/2019
Wanze,Vincent,Mannelijk,04/28/2019
Péruwelz,Maria,Vrouwelijk,04/20/2019
Durbuy,Olivia,Vrouwelijk,04/27/2019
Herselt,Sofie,Vrouwelijk,04/26/2019
Wervik,Noor,Vrouwelijk,04/16/2019
Quiévrain,Quentin,Mannelijk,04/15/2019
Deinze,Mats,Mannelijk,04/25/2019
Ans,Célia,Vrouwelijk,04/22/2019
Antwerpen,Kurt,Mannelijk,04/20/2019
Brussel,Houdaifa,Mannelijk,04/25/2019
