gemeente,naam,geslacht,verwachte datum
Andenne,Anne-Catherine,Vrouwelijk,06/13/2019
Oudenaarde,Ferre,Mannelijk,05/18/2019
Heusden-Zolder,Gamze,Vrouwelijk,06/01/2019
Antwerpen,Ahmed,Mannelijk,06/01/2019
Brussel,Stefan,Mannelijk,05/23/2019
Ninove,Aurélie,Vrouwelijk,05/30/2019
Temse,Ronny,Mannelijk,05/25/2019
Namen,Catherine,Vrouwelijk,05/24/2019
Fléron,Anaïs,Vrouwelijk,05/25/2019
Sint-Pieters-Woluwe,Edouard,Mannelijk,05/29/2019
Estinnes,Nathalie,Vrouwelijk,05/18/2019
Sint-Pieters-Leeuw,Jacques,Mannelijk,05/24/2019
Doornik,Louis,Mannelijk,06/02/2019
Leuven,Maarten,Mannelijk,05/30/2019
Bergen,Monique,Vrouwelijk,05/29/2019
Moeskroen,Séverine,Vrouwelijk,05/26/2019
Wevelgem,Nicolas,Mannelijk,05/30/2019
Koksijde,Gilbert,Mannelijk,05/25/2019
Maldegem,Elise,Vrouwelijk,05/28/2019
Houthalen-Helchteren,Aicha,Vrouwelijk,05/23/2019
Gent,Bonnie,Vrouwelijk,06/01/2019
Hoei,Francine,Vrouwelijk,06/07/2019
Antwerpen,Rudi,Mannelijk,05/19/2019
Lanaken,Wendy,Vrouwelijk,05/27/2019
Zandhoven,Els,Vrouwelijk,05/24/2019
Luik,Christopher,Mannelijk,06/27/2019
Châtelet,Jonathan,Mannelijk,06/08/2019
Anderlecht,Jonathan,Mannelijk,05/15/2019
Bornem,Staf,Mannelijk,05/16/2019
Oostkamp,Michel,Mannelijk,05/26/2019
Sint-Lambrechts-Woluwe,Emmanuel,Mannelijk,05/30/2019
Tervuren,Marie,Vrouwelijk,05/26/2019
Namen,Mathias,Mannelijk,06/06/2019
Luik,Claire,Vrouwelijk,05/23/2019
Ukkel,Thomas,Mannelijk,05/15/2019
Kruibeke,Bas,Mannelijk,05/25/2019
Herstal,Hasan,Mannelijk,05/30/2019
Ingelmunster,Danny,Mannelijk,06/11/2019
Heuvelland,Dries,Mannelijk,05/25/2019
Sint-Agatha-Berchem,Evelyne,Vrouwelijk,06/03/2019
Chaumont-Gistoux,Elisabeth,Vrouwelijk,05/27/2019
Laakdal,Frank,Mannelijk,05/26/2019
Ternat,Marijke,Vrouwelijk,05/28/2019
Lokeren,Anna,Vrouwelijk,05/26/2019
Erpe-Mere,Fenna,Vrouwelijk,06/15/2019
Ninove,Veerle,Vrouwelijk,05/24/2019
Lummen,Eddy,Mannelijk,05/30/2019
Anzegem,Ruben,Mannelijk,05/27/2019
Namen,Cédric,Mannelijk,05/24/2019
Harelbeke,Maurits,Mannelijk,05/23/2019
Elzele,Cathy,Vrouwelijk,06/15/2019
Estinnes,Jacqueline,Vrouwelijk,05/22/2019
Zelzate,Ismail,Mannelijk,05/30/2019
Roeselare,Fabienne,Vrouwelijk,05/25/2019
Antwerpen,Christine,Vrouwelijk,05/24/2019
Brussel,Asma,Vrouwelijk,06/17/2019
Châtelet,Anaïs,Vrouwelijk,05/27/2019
Puurs-Sint-Amands,Veerle,Vrouwelijk,06/17/2019
Schaarbeek,Rita,Vrouwelijk,05/15/2019
Herstal,Elisabetta,Vrouwelijk,05/28/2019
Gingelom,Raf,Mannelijk,05/27/2019
Hemiksem,Andy,Mannelijk,05/23/2019
Oud-Heverlee,Jonas,Mannelijk,05/16/2019
Hamme (Dendermonde),Manuel,Mannelijk,05/23/2019
Charleroi,Christophe,Mannelijk,05/28/2019
Charleroi,Alessia,Vrouwelijk,05/29/2019
Tremelo,Ellen,Vrouwelijk,05/20/2019
Geel,Marc,Mannelijk,06/18/2019
Kortrijk,Amélie,Vrouwelijk,05/18/2019
Hamme (Dendermonde),Rony,Mannelijk,05/25/2019
Sint-Jans-Molenbeek,Salah,Mannelijk,06/01/2019
Maaseik,Sandra,Vrouwelijk,05/20/2019
Charleroi,Benoit,Mannelijk,05/27/2019
Bertrix,Dany,Mannelijk,06/18/2019
Blankenberge,Diane,Vrouwelijk,05/18/2019
Lommel,Jean,Mannelijk,06/12/2019
Gouvy,Francine,Vrouwelijk,05/17/2019
Dentergem,Roger,Mannelijk,06/18/2019
Brugge,Axelle,Vrouwelijk,05/27/2019
Gent,Lotte,Vrouwelijk,05/19/2019
Dendermonde,Kim,Vrouwelijk,05/24/2019
Jemeppe-sur-Sambre,Damien,Mannelijk,05/17/2019
Wanze,Estelle,Vrouwelijk,05/28/2019
Merelbeke,Dominique,Mannelijk,05/19/2019
Namen,Luc,Mannelijk,06/03/2019
Beveren (Sint-Niklaas),Koen,Mannelijk,05/15/2019
Pont-à-Celles,Marie,Vrouwelijk,05/27/2019
Sambreville,Lou,Vrouwelijk,05/19/2019
Waver,Marta,Vrouwelijk,05/28/2019
Schaarbeek,Bilal,Mannelijk,07/06/2019
Hasselt,Annelies,Vrouwelijk,06/04/2019
Zutendaal,Maria,Vrouwelijk,05/18/2019
Kortrijk,Eloïse,Vrouwelijk,05/24/2019
Beveren (Sint-Niklaas),Stéphanie,Vrouwelijk,05/24/2019
Bernissart,Lola,Vrouwelijk,05/17/2019
Mechelen,Roger,Mannelijk,06/13/2019
Kapellen (Antwerpen),Roan,Mannelijk,06/05/2019
Brussel,Daniela,Vrouwelijk,05/31/2019
Brasschaat,Ariane,Vrouwelijk,06/02/2019
Oostkamp,Piet,Mannelijk,06/01/2019
Deerlijk,Monica,Vrouwelijk,05/26/2019
Gent,Céline,Vrouwelijk,05/28/2019
Brussel,Jacques,Mannelijk,06/02/2019
Namen,Pierre,Mannelijk,05/26/2019
Kortrijk,Nicolas,Mannelijk,05/24/2019
Zemst,Kenneth,Mannelijk,05/22/2019
Anderlecht,Alina,Vrouwelijk,06/03/2019
Ans,Marc,Mannelijk,05/30/2019
Gent,Shanna,Vrouwelijk,05/31/2019
Flémalle,Marc,Mannelijk,05/27/2019
Florenville,Lydia,Vrouwelijk,05/22/2019
Gent,Rani,Vrouwelijk,05/21/2019
Antwerpen,Hind,Vrouwelijk,05/24/2019
Zwevegem,Cecile,Vrouwelijk,05/27/2019
Châtelet,Clara,Vrouwelijk,05/28/2019
Vilvoorde,Xavier,Mannelijk,05/20/2019
Torhout,Laurens,Mannelijk,05/17/2019
Edingen,Marguerite,Vrouwelijk,05/16/2019
Ronse,Thomas,Mannelijk,05/27/2019
Antwerpen,Mariette,Vrouwelijk,06/02/2019
Nijvel,Frédéric,Mannelijk,05/26/2019
Zaventem,Nolan,Mannelijk,06/01/2019
Lier,Muhammed,Mannelijk,05/23/2019
Waregem,Hanne,Vrouwelijk,05/17/2019
Welkenraedt,Caroline,Vrouwelijk,05/25/2019
Ukkel,Nicole,Vrouwelijk,05/22/2019
Lummen,Margot,Vrouwelijk,05/31/2019
Herselt,Vic,Mannelijk,05/25/2019
Borsbeek,Guido,Mannelijk,05/25/2019
Quiévrain,Mélissa,Vrouwelijk,05/15/2019
Waterloo,Mélanie,Vrouwelijk,05/19/2019
Gooik,Jonas,Mannelijk,05/22/2019
Clavier,Louis,Mannelijk,05/21/2019
Oostende,André,Mannelijk,05/23/2019
Genk,Naomi,Vrouwelijk,05/28/2019
Genk,Melisa,Vrouwelijk,05/25/2019
Antwerpen,Shlomo,Mannelijk,05/30/2019
Aalter,Edgard,Mannelijk,05/25/2019
Roosdaal,Tom,Mannelijk,05/18/2019
Luik,Colette,Vrouwelijk,05/20/2019
Bergen,Isabelle,Vrouwelijk,06/14/2019
Buggenhout,Marie,Vrouwelijk,06/02/2019
Brussel,Sylvie,Vrouwelijk,05/31/2019
Antwerpen,Zoulikha,Vrouwelijk,06/02/2019
Zoersel,Julie,Vrouwelijk,05/25/2019
Edingen,Luc,Mannelijk,05/31/2019
Sint-Pieters-Woluwe,Rachel,Vrouwelijk,05/18/2019
Aat,Marion,Vrouwelijk,06/04/2019
Roosdaal,Danielle,Vrouwelijk,06/09/2019
Wuustwezel,Sylvia,Vrouwelijk,05/31/2019
Antwerpen,Hanane,Vrouwelijk,06/04/2019
Engis,Marie,Vrouwelijk,05/25/2019
