gemeente,naam,geslacht,verwachte datum
Antwerpen,Pieter,Mannelijk,02/21/2019
Gembloux,Giuseppe,Mannelijk,02/12/2019
Fontaine-l’Evêque,Bénédicte,Vrouwelijk,02/18/2019
Assesse,Bénédicte,Vrouwelijk,02/08/2019
Geraardsbergen,Yolande,Vrouwelijk,02/04/2019
Oupeye,Alexandra,Vrouwelijk,02/02/2019
Sint-Agatha-Berchem,Denise,Vrouwelijk,02/08/2019
Watermaal-Bosvoorde,Anne,Vrouwelijk,02/01/2019
Staden,Hans,Mannelijk,02/07/2019
Hamme (Dendermonde),Willy,Mannelijk,02/10/2019
Vorst (Brussel-Hoofdstad),Joseph,Mannelijk,02/13/2019
Luik,Anna,Vrouwelijk,02/26/2019
Heist-op-den-Berg,Ellen,Vrouwelijk,02/11/2019
Binche,René,Mannelijk,02/19/2019
Hasselt,Liesje,Vrouwelijk,03/04/2019
Gesves,Annick,Vrouwelijk,02/09/2019
Charleroi,Chiara,Vrouwelijk,02/08/2019
Charleroi,Sedat,Mannelijk,02/10/2019
Zele,Guido,Mannelijk,02/24/2019
Bergen,Martine,Vrouwelijk,03/04/2019
Jette,Fabrice,Mannelijk,02/06/2019
Zele,François,Mannelijk,02/07/2019
Antwerpen,Ilyas,Mannelijk,02/02/2019
Rumst,Lotte,Vrouwelijk,02/12/2019
Antwerpen,Gayane,Vrouwelijk,02/21/2019
Beringen,Farah,Vrouwelijk,02/17/2019
Bergen,Patricia,Vrouwelijk,02/11/2019
Zemst,Hubert,Mannelijk,02/21/2019
Orp-Jauche,Louis,Mannelijk,02/01/2019
Halle (Halle-Vilvoorde),Wim,Mannelijk,02/11/2019
Leuven,Muriel,Vrouwelijk,02/12/2019
Hamont-Achel,Jacobus,Mannelijk,02/10/2019
Houthalen-Helchteren,Dorien,Vrouwelijk,02/07/2019
Antwerpen,Steven,Mannelijk,02/22/2019
Zonhoven,André,Mannelijk,03/03/2019
Dilbeek,Marc,Mannelijk,02/20/2019
Herstal,Marie,Vrouwelijk,02/12/2019
Dendermonde,Davy,Mannelijk,02/22/2019
Affligem,Marleen,Vrouwelijk,02/22/2019
Gembloux,Gabrielle,Vrouwelijk,02/21/2019
Sprimont,Léon,Mannelijk,02/03/2019
Luik,Stéphanie,Vrouwelijk,02/07/2019
Doornik,Simon,Mannelijk,02/13/2019
Wijnegem,Charis,Vrouwelijk,02/12/2019
Brasschaat,Leo,Mannelijk,02/07/2019
Kinrooi,Albert,Mannelijk,02/08/2019
Boechout,Josepha,Vrouwelijk,02/15/2019
Wezet,Thomas,Mannelijk,02/15/2019
Sint-Truiden,Suzanne,Vrouwelijk,03/05/2019
Deinze,Tilly,Vrouwelijk,02/01/2019
Roeselare,Ilona,Vrouwelijk,02/08/2019
Dilsen-Stokkem,Sofie,Vrouwelijk,02/26/2019
Dilbeek,Robert,Mannelijk,02/08/2019
Jabbeke,Marie,Vrouwelijk,02/19/2019
Tielt (Tielt),Georgette,Vrouwelijk,02/15/2019
La Louvière,Coraline,Vrouwelijk,02/16/2019
Lennik,Julia,Vrouwelijk,02/08/2019
Sint-Lambrechts-Woluwe,Elena,Vrouwelijk,02/08/2019
Jemeppe-sur-Sambre,Amélie,Vrouwelijk,02/02/2019
Nandrin,Jeanne,Vrouwelijk,02/14/2019
Anderlecht,Said,Mannelijk,02/08/2019
