gemeente,naam,geslacht,verwachte datum
Doornik,Eric,Mannelijk,11/23/2019
Lommel,Stijn,Mannelijk,11/13/2019
Ranst,Bart,Mannelijk,11/21/2019
Aarlen,Alexis,Mannelijk,11/08/2019
Lier,Felix,Mannelijk,11/08/2019
Sambreville,Jean,Mannelijk,11/09/2019
Borsbeek,An,Vrouwelijk,11/24/2019
Luik,Fernand,Mannelijk,11/17/2019
Beveren (Sint-Niklaas),Lea,Vrouwelijk,11/11/2019
Lessen,Micheline,Vrouwelijk,11/29/2019
Schaarbeek,Nur,Vrouwelijk,11/20/2019
Antwerpen,Mathis,Mannelijk,11/09/2019
Jurbeke,Martine,Vrouwelijk,11/21/2019
Seneffe,David,Mannelijk,11/14/2019
Ukkel,Saïda,Vrouwelijk,12/07/2019
Bredene,Petra,Vrouwelijk,11/13/2019
Bergen,Bertrand,Mannelijk,11/18/2019
Houthalen-Helchteren,Hamza,Mannelijk,11/30/2019
Hoeilaart,Alexis,Mannelijk,11/12/2019
Nazareth,Wilfried,Mannelijk,11/15/2019
Sambreville,Stéphanie,Vrouwelijk,11/21/2019
Sint-Jans-Molenbeek,Ziyad,Mannelijk,11/22/2019
Seraing,Daniel,Mannelijk,11/14/2019
Gouvy,Isabelle,Vrouwelijk,11/22/2019
Malmedy,Mohamed,Mannelijk,11/16/2019
Gent,Marie,Vrouwelijk,12/04/2019
Lede,Etienne,Mannelijk,11/19/2019
Oudergem,Louis,Mannelijk,11/22/2019
Quaregnon,Frédéric,Mannelijk,11/21/2019
Landen,Kim,Vrouwelijk,11/16/2019
Brugge,Liliane,Vrouwelijk,12/01/2019
Somme-Leuze,Annick,Vrouwelijk,11/14/2019
Beveren (Sint-Niklaas),Michel,Mannelijk,11/07/2019
Gent,Cindy,Vrouwelijk,11/15/2019
Etterbeek,Mercedes,Vrouwelijk,11/11/2019
Bonheiden,Rosa,Vrouwelijk,11/20/2019
Leuven,René,Mannelijk,11/12/2019
Fleurus,Giovanni,Mannelijk,11/08/2019
Opwijk,Sven,Mannelijk,11/22/2019
Hasselt,Gitte,Vrouwelijk,11/10/2019
Gent,Martine,Vrouwelijk,11/17/2019
Amay,Claudine,Vrouwelijk,11/25/2019
Sint-Pieters-Woluwe,Paola,Vrouwelijk,11/08/2019
Ronse,Eddy,Mannelijk,11/19/2019
Colfontaine,Nancy,Vrouwelijk,11/22/2019
Luik,Jean-Pascal,Mannelijk,11/12/2019
Andenne,Benoît,Mannelijk,12/02/2019
Genepiën,Cédric,Mannelijk,11/16/2019
Couvin,Michel,Mannelijk,11/16/2019
Hulshout,Andreas,Mannelijk,11/14/2019
Mechelen,Jan,Mannelijk,11/11/2019
Sint-Agatha-Berchem,Arthur,Mannelijk,11/18/2019
Hechtel-Eksel,Theo,Mannelijk,11/13/2019
Charleroi,Fabien,Mannelijk,12/05/2019
Luik,Julie,Vrouwelijk,12/02/2019
Namen,Patrick,Mannelijk,11/23/2019
Messancy,Arnaud,Mannelijk,11/18/2019
Beveren (Sint-Niklaas),Alexander,Mannelijk,11/16/2019
Doornik,Zoé,Vrouwelijk,11/19/2019
Geldenaken,Julien,Mannelijk,11/21/2019
Ans,Aldo,Mannelijk,11/15/2019
Sint-Lambrechts-Woluwe,Edward,Mannelijk,11/10/2019
Bergen,Stéphane,Mannelijk,11/11/2019
Brugge,Sebastian,Mannelijk,12/02/2019
Duffel,Ria,Vrouwelijk,11/15/2019
Comblain-au-Pont,Sylvia,Vrouwelijk,11/10/2019
Wezembeek-Oppem,Augustin,Mannelijk,11/15/2019
Antwerpen,Smahane,Vrouwelijk,11/12/2019
Binche,Florence,Vrouwelijk,11/15/2019
Lanaken,Franciscus,Mannelijk,11/07/2019
Aartselaar,Christian,Mannelijk,11/06/2019
Sint-Lambrechts-Woluwe,Marie,Vrouwelijk,11/06/2019
Watermaal-Bosvoorde,Dominique,Vrouwelijk,11/11/2019
Galmaarden,Leen,Vrouwelijk,11/23/2019
Maasmechelen,Matthias,Mannelijk,11/04/2019
Londerzeel,Silke,Vrouwelijk,11/08/2019
Lommel,Daan,Mannelijk,11/12/2019
Bertem,Julie,Vrouwelijk,11/11/2019
Ukkel,Nicolas,Mannelijk,11/21/2019
Anderlecht,Naima,Vrouwelijk,11/12/2019
Jalhay,Christel,Vrouwelijk,12/04/2019
Rijkevorsel,Elza,Vrouwelijk,11/16/2019
Frameries,Etienne,Mannelijk,11/17/2019
Oudergem,Elise,Vrouwelijk,11/06/2019
Langemark-Poelkapelle,Isabelle,Vrouwelijk,11/05/2019
Antwerpen,Benjamin,Mannelijk,11/15/2019
Antwerpen,Mats,Mannelijk,11/24/2019
Essen,Marie,Vrouwelijk,11/23/2019
Jemeppe-sur-Sambre,Eloïse,Vrouwelijk,11/21/2019
Bilzen,Koen,Mannelijk,11/15/2019
Aat,Nicolas,Mannelijk,11/08/2019
Arendonk,Guido,Mannelijk,11/04/2019
Boortmeerbeek,Julie,Vrouwelijk,11/12/2019
Eeklo,Mariette,Vrouwelijk,11/12/2019
Namen,Nadine,Vrouwelijk,12/02/2019
Saint-Ghislain,Philippe,Mannelijk,11/15/2019
Aarschot,Lennert,Mannelijk,11/14/2019
Waver,Pierre,Mannelijk,11/20/2019
Wevelgem,Mario,Mannelijk,11/23/2019
Charleroi,Noah,Mannelijk,11/15/2019
Mortsel,Paul,Mannelijk,11/05/2019
Asse,Lisette,Vrouwelijk,11/20/2019
Elsene,Frank,Mannelijk,11/18/2019
Waregem,Natalie,Vrouwelijk,11/17/2019
Schilde,Tom,Mannelijk,11/21/2019
Roeselare,Godelieve,Vrouwelijk,11/14/2019
Namen,Charlotte,Vrouwelijk,11/15/2019
Hoeilaart,Kris,Mannelijk,11/15/2019
Chaudfontaine,Sara,Vrouwelijk,11/06/2019
Dison,Sandra,Vrouwelijk,12/08/2019
Koekelare,Heidi,Vrouwelijk,11/16/2019
Bonheiden,Hubert,Mannelijk,11/20/2019
Gent,Kader,Vrouwelijk,11/04/2019
Tessenderlo,Sien,Vrouwelijk,11/24/2019
Haaltert,Mario,Mannelijk,11/11/2019
Luik,Nicole,Vrouwelijk,11/20/2019
Jette,Aurélie,Vrouwelijk,11/15/2019
Antwerpen,Philip,Mannelijk,11/09/2019
Harelbeke,Jean-Claude,Mannelijk,11/14/2019
Charleroi,Lucas,Mannelijk,11/23/2019
Aalst (Aalst),Germaine,Vrouwelijk,11/15/2019
Sint-Niklaas (Sint-Niklaas),Recep,Mannelijk,01/07/2020
Sint-Lambrechts-Woluwe,Grégory,Mannelijk,11/19/2019
Kampenhout,Dirk,Mannelijk,11/20/2019
Aalst (Aalst),Ingrid,Vrouwelijk,11/05/2019
Pelt,Sanne,Vrouwelijk,11/17/2019
Denderleeuw,Mario,Mannelijk,11/13/2019
Plombières,Gregory,Mannelijk,11/17/2019
Aalst (Aalst),Ali,Mannelijk,11/16/2019
Kruibeke,Delphine,Vrouwelijk,11/15/2019
Beveren (Sint-Niklaas),Linda,Vrouwelijk,11/21/2019
Antwerpen,Julie,Vrouwelijk,11/09/2019
Charleroi,Christelle,Vrouwelijk,11/14/2019
Seraing,Maxime,Mannelijk,11/18/2019
Sprimont,Danièle,Vrouwelijk,11/10/2019
Remicourt,Jessica,Vrouwelijk,11/04/2019
Antwerpen,Laziza,Vrouwelijk,12/03/2019
Yvoir,Jacqueline,Vrouwelijk,11/15/2019
Dendermonde,Marc,Mannelijk,11/13/2019
Wevelgem,Jules,Mannelijk,11/11/2019
Luik,Salma,Vrouwelijk,11/20/2019
Gent,Denis,Mannelijk,11/12/2019
’s Gravenbrakel,Olivier,Mannelijk,11/25/2019
Harelbeke,Yvan,Mannelijk,11/15/2019
Sint-Lambrechts-Woluwe,Theodora,Vrouwelijk,12/05/2019
Ganshoren,Sonia,Vrouwelijk,11/13/2019
Waver,Christophe,Mannelijk,11/21/2019
Gent,Kiana,Vrouwelijk,11/20/2019
Büllingen,Olga,Vrouwelijk,11/21/2019
Courcelles,Lorenzo,Mannelijk,11/11/2019
Brussel,Fatima,Vrouwelijk,11/15/2019
Temse,Orhan,Mannelijk,11/17/2019
Genk,Robbe,Mannelijk,11/18/2019
Thuin,Fabienne,Vrouwelijk,11/12/2019
Colfontaine,Malika,Vrouwelijk,11/19/2019
Assenede,Michel,Mannelijk,11/11/2019
Luik,Amine,Mannelijk,11/16/2019
Lommel,Siebe,Mannelijk,11/07/2019
Etterbeek,Gilberte,Vrouwelijk,11/16/2019
Etterbeek,Laura,Vrouwelijk,11/04/2019
Fontaine-l’Evêque,Pierre,Mannelijk,11/18/2019
Waregem,Thi,Vrouwelijk,11/04/2019
Zonhoven,Sanne,Vrouwelijk,11/21/2019
Fosses-la-Ville,Zoé,Vrouwelijk,11/11/2019
Brasschaat,Anna,Vrouwelijk,11/13/2019
Temse,Sven,Mannelijk,11/11/2019
Beloeil,Rudi,Mannelijk,11/14/2019
Beringen,Bert,Mannelijk,12/23/2019
Wemmel,Jean,Mannelijk,11/12/2019
Rochefort,Grégory,Mannelijk,11/11/2019
Nandrin,Vanessa,Vrouwelijk,11/20/2019
Opzullik,Théo,Mannelijk,11/05/2019
Oudergem,Corinne,Vrouwelijk,01/05/2020
Lommel,Josée,Vrouwelijk,11/06/2019
Herstal,Steve,Mannelijk,11/24/2019
Deinze,Luc,Mannelijk,11/21/2019
Kalmthout,Liliane,Vrouwelijk,11/10/2019
Antwerpen,Frédérique,Vrouwelijk,12/08/2019
Baarle-Hertog,Johannes,Mannelijk,11/13/2019
Esneux,Louise,Vrouwelijk,11/15/2019
Brunehaut,Gaston,Mannelijk,11/04/2019
Duffel,Regina,Vrouwelijk,11/19/2019
Brunehaut,Mélanie,Vrouwelijk,11/13/2019
