gemeente,naam,geslacht,verwachte datum
Gent,Cihat,Mannelijk,12/16/2019
Brussel,Abdelkrim,Mannelijk,01/03/2020
Mont-Saint-Guibert,Nathalie,Vrouwelijk,12/13/2019
Mechelen,Guido,Mannelijk,12/12/2019
Vilvoorde,Soumaya,Vrouwelijk,12/23/2019
Gent,Emiliano,Mannelijk,01/10/2020
Chaudfontaine,Vincent,Mannelijk,12/19/2019
Erquelinnes,Fabienne,Vrouwelijk,12/13/2019
Bornem,Jurgen,Mannelijk,01/07/2020
Roosdaal,Kristof,Mannelijk,12/10/2019
Houthalen-Helchteren,Abdullah,Mannelijk,12/28/2019
Brussel,Wafa,Vrouwelijk,12/13/2019
Nijlen,Elena,Vrouwelijk,12/08/2019
Brussel,Tine,Vrouwelijk,12/16/2019
Brugge,Adriana,Vrouwelijk,12/17/2019
Sint-Truiden,Shana,Vrouwelijk,12/14/2019
Gembloux,Ludovic,Mannelijk,12/14/2019
Hasselt,Godelieve,Vrouwelijk,12/10/2019
Alken,Christian,Mannelijk,12/10/2019
Péruwelz,William,Mannelijk,12/21/2019
Waterloo,Rachel,Vrouwelijk,12/08/2019
Gent,Rita,Vrouwelijk,12/17/2019
Putte,Lea,Vrouwelijk,12/20/2019
Sint-Katelijne-Waver,Frans,Mannelijk,12/08/2019
Ranst,Alec,Mannelijk,12/20/2019
Luik,Corentin,Mannelijk,12/28/2019
Seneffe,Guy,Mannelijk,12/18/2019
Maarkedal,Hilde,Vrouwelijk,12/27/2019
Antwerpen,Stefan,Mannelijk,12/18/2019
Jette,Dimitri,Mannelijk,12/23/2019
Antwerpen,Lisette,Vrouwelijk,12/15/2019
Oud-Turnhout,Benjamin,Mannelijk,12/17/2019
Anderlecht,Zakaria,Mannelijk,12/26/2019
Gerpinnes,André,Mannelijk,12/16/2019
Chapelle-lez-Herlaimont,Bernard,Mannelijk,12/21/2019
Meerhout,Ashley,Vrouwelijk,12/18/2019
Jette,Aicha,Vrouwelijk,01/02/2020
Gent,Iris,Vrouwelijk,12/16/2019
Roeselare,Bert,Mannelijk,12/25/2019
Herk-de-Stad,Cornelia,Vrouwelijk,12/28/2019
Mettet,Luc,Mannelijk,12/26/2019
Bierbeek,Noor,Vrouwelijk,12/24/2019
Nijvel,Marie-Christine,Vrouwelijk,12/23/2019
Londerzeel,Patrick,Mannelijk,01/05/2020
Dilbeek,Ali,Mannelijk,12/27/2019
Asse,Grégory,Mannelijk,12/30/2019
Rochefort,Michel,Mannelijk,02/07/2020
Bergen,Patrick,Mannelijk,12/16/2019
Tessenderlo,Alexander,Mannelijk,12/17/2019
Middelkerke,Jesse,Mannelijk,12/28/2019
Colfontaine,Aurélien,Mannelijk,12/23/2019
Lievegem,Els,Vrouwelijk,12/18/2019
Vilvoorde,Mohamed,Mannelijk,01/09/2020
Herzele,Erik,Mannelijk,12/22/2019
Antwerpen,Jean,Mannelijk,12/11/2019
Gent,Aline,Vrouwelijk,12/27/2019
Puurs-Sint-Amands,Kris,Mannelijk,12/18/2019
Ninove,Laurent,Mannelijk,12/25/2019
Gent,Johan,Mannelijk,12/14/2019
Antwerpen,Fayçal,Mannelijk,02/08/2020
Balen,Felix,Mannelijk,12/14/2019
Evere,Aude,Vrouwelijk,12/20/2019
Beloeil,Hugo,Mannelijk,01/04/2020
Keerbergen,Geert,Mannelijk,12/14/2019
Bilzen,Marcel,Mannelijk,12/13/2019
Brussel,Daniele,Mannelijk,12/27/2019
Putte,Pieter,Mannelijk,12/21/2019
Charleroi,Shirley,Vrouwelijk,12/22/2019
Sint-Jans-Molenbeek,Zoubida,Vrouwelijk,12/18/2019
Turnhout,Jan,Mannelijk,12/14/2019
Heist-op-den-Berg,Patrik,Mannelijk,12/09/2019
Schilde,Kim,Vrouwelijk,12/17/2019
Hasselt,Roy,Mannelijk,12/09/2019
Luik,Laura,Vrouwelijk,12/26/2019
Antwerpen,Damir,Mannelijk,12/27/2019
Fleurus,Giuseppina,Vrouwelijk,12/27/2019
Kortrijk,Omar,Mannelijk,12/21/2019
Bitsingen,Isabelle,Vrouwelijk,12/10/2019
Erpe-Mere,Noor,Vrouwelijk,12/11/2019
Gent,Lara,Vrouwelijk,12/23/2019
Anderlecht,Fatima,Vrouwelijk,12/25/2019
Seraing,Andrée,Vrouwelijk,01/19/2020
Beveren (Sint-Niklaas),Rafaël,Mannelijk,12/15/2019
Schaarbeek,Aurélie,Vrouwelijk,12/27/2019
Sint-Niklaas (Sint-Niklaas),Peter,Mannelijk,12/09/2019
Antwerpen,Vanessa,Vrouwelijk,12/29/2019
Antwerpen,Agnes,Vrouwelijk,12/19/2019
Zinnik,Gwendoline,Vrouwelijk,12/27/2019
Beersel,Philippe,Mannelijk,12/09/2019
Tremelo,Finn,Mannelijk,12/22/2019
Luik,Léon,Mannelijk,12/19/2019
Lievegem,Jonas,Mannelijk,12/21/2019
Schaarbeek,Karim,Mannelijk,12/23/2019
Ninove,Lena,Vrouwelijk,12/21/2019
Gent,Geert,Mannelijk,12/08/2019
Antwerpen,Elisabeth,Vrouwelijk,12/23/2019
Kortrijk,Erik,Mannelijk,12/16/2019
Gavere,Cindy,Vrouwelijk,12/15/2019
Gent,Sylvie,Vrouwelijk,12/09/2019
Fernelmont,Dominique,Vrouwelijk,12/25/2019
Ukkel,Brigitte,Vrouwelijk,01/21/2020
Zoersel,Frédéric,Mannelijk,12/13/2019
Boom,Carolina,Vrouwelijk,12/18/2019
Antwerpen,Tomasz,Mannelijk,12/16/2019
Schoten,Maria,Vrouwelijk,12/16/2019
Oostende,Arlette,Vrouwelijk,12/19/2019
Dinant,Eddy,Mannelijk,12/20/2019
Bergen,Catherine,Vrouwelijk,12/31/2019
Charleroi,Elodie,Vrouwelijk,12/24/2019
Oostende,Randy,Mannelijk,12/25/2019
