gemeente,naam,geslacht,verwachte datum
Bredene,Nathalie,Vrouwelijk,11/24/2019
Jette,Giuseppa,Vrouwelijk,12/08/2019
Luik,Marouane,Mannelijk,11/19/2019
Charleroi,Guillaume,Mannelijk,12/14/2019
Poperinge,Paul,Mannelijk,11/21/2019
Rochefort,Véronique,Vrouwelijk,11/24/2019
Bergen,Rayan,Mannelijk,11/27/2019
Nieuwerkerken (Hasselt),Ellen,Vrouwelijk,12/01/2019
Wervik,Sharon,Vrouwelijk,11/22/2019
Oudsbergen,Antonino,Mannelijk,11/30/2019
Charleroi,Célia,Vrouwelijk,11/25/2019
Gent,Godelieve,Vrouwelijk,12/02/2019
Bertrix,Gwendoline,Vrouwelijk,11/29/2019
Antwerpen,Davide,Mannelijk,11/23/2019
Antwerpen,Phoebe,Vrouwelijk,11/30/2019
Antwerpen,Karima,Vrouwelijk,11/23/2019
Antwerpen,Asma,Vrouwelijk,11/19/2019
Sint-Gillis-Waas,Davy,Mannelijk,11/29/2019
Brugge,Hubert,Mannelijk,11/25/2019
Verlaine,Emilie,Vrouwelijk,11/16/2019
Baelen,Suzanne,Vrouwelijk,11/27/2019
Aalter,Sabrina,Vrouwelijk,11/27/2019
Leuven,Helena,Vrouwelijk,12/06/2019
Anderlecht,Inge,Vrouwelijk,01/10/2020
Ottignies-Louvain-la-Neuve,Virgile,Mannelijk,12/04/2019
Namen,André,Mannelijk,12/04/2019
Watermaal-Bosvoorde,Laurent,Mannelijk,12/05/2019
Schaarbeek,Caroline,Vrouwelijk,12/04/2019
Grobbendonk,Bart,Mannelijk,11/26/2019
Leuven,Nadia,Vrouwelijk,11/21/2019
Lille,Pascale,Vrouwelijk,11/25/2019
Antwerpen,Marcella,Vrouwelijk,11/19/2019
Antwerpen,Aynur,Vrouwelijk,11/27/2019
Waasmunster,Monique,Vrouwelijk,11/26/2019
Tubeke,Olivier,Mannelijk,11/27/2019
Aarschot,Ella,Vrouwelijk,11/27/2019
Luik,Etienne,Mannelijk,12/06/2019
Brussel,Bernadette,Vrouwelijk,11/16/2019
Leuven,Marleen,Vrouwelijk,11/17/2019
Lessen,Adèle,Vrouwelijk,11/27/2019
Luik,Sabine,Vrouwelijk,11/22/2019
Lokeren,Frank,Mannelijk,11/28/2019
Kruibeke,Jonathan,Mannelijk,11/21/2019
Léglise,Nathalie,Vrouwelijk,12/06/2019
Antwerpen,Ayegül,Vrouwelijk,12/12/2019
Jemeppe-sur-Sambre,Kenzo,Mannelijk,11/29/2019
Grâce-Hollogne,Mariette,Vrouwelijk,12/03/2019
Brussel,Morad,Mannelijk,11/25/2019
Turnhout,Gustaaf,Mannelijk,11/22/2019
Zinnik,Marie-France,Vrouwelijk,12/01/2019
Aartselaar,Eveline,Vrouwelijk,11/26/2019
Charleroi,Cédric,Mannelijk,11/26/2019
Antwerpen,Lydia,Vrouwelijk,11/26/2019
Antwerpen,Manu,Mannelijk,11/26/2019
Begijnendijk,Dirk,Mannelijk,11/23/2019
Sambreville,Cassandra,Vrouwelijk,11/30/2019
Brakel,Ine,Vrouwelijk,11/24/2019
Waver,Nadine,Vrouwelijk,11/24/2019
Vilvoorde,Sylvie,Vrouwelijk,11/21/2019
Lokeren,Myriam,Vrouwelijk,01/01/2020
Grobbendonk,Janne,Vrouwelijk,12/16/2019
Ninove,Geert,Mannelijk,11/24/2019
Wijnegem,Simonne,Vrouwelijk,11/23/2019
Seraing,Lucas,Mannelijk,11/25/2019
Oudergem,Alexandru,Mannelijk,11/30/2019
Bernissart,Aurélie,Vrouwelijk,11/27/2019
Ukkel,Julien,Mannelijk,11/19/2019
Malmedy,Carine,Vrouwelijk,11/23/2019
Elsene,Teresa,Vrouwelijk,12/02/2019
Elsene,Eva,Vrouwelijk,11/26/2019
Vilvoorde,Bruno,Mannelijk,11/27/2019
Geraardsbergen,Karin,Vrouwelijk,11/26/2019
Mettet,Michel,Mannelijk,11/25/2019
Sint-Gillis-Waas,Gilles,Mannelijk,11/26/2019
Maaseik,Sabine,Vrouwelijk,12/05/2019
Namen,Emmanuel,Mannelijk,12/08/2019
Stoumont,Nicolas,Mannelijk,11/21/2019
Lokeren,Fleur,Vrouwelijk,11/18/2019
Neufchâteau (Neufchâteau),Lucas,Mannelijk,12/04/2019
Morlanwelz,Francine,Vrouwelijk,11/27/2019
Antwerpen,Melih,Mannelijk,11/27/2019
Eupen,Jakob,Mannelijk,11/17/2019
Schaarbeek,Ana,Vrouwelijk,11/19/2019
Anzegem,Pieter,Mannelijk,12/03/2019
Schaarbeek,Eric,Mannelijk,11/25/2019
Ukkel,Maxime,Mannelijk,11/27/2019
Genk,Raf,Mannelijk,11/27/2019
Marche-en-Famenne,Véronique,Vrouwelijk,12/06/2019
Antwerpen,Aleksandr,Mannelijk,11/23/2019
Kapelle-op-den-Bos,Dirk,Mannelijk,11/20/2019
Pelt,Dorien,Vrouwelijk,12/18/2019
Weismes,Paula,Vrouwelijk,11/28/2019
Sint-Niklaas (Sint-Niklaas),Celina,Vrouwelijk,11/29/2019
Zedelgem,Danny,Mannelijk,11/23/2019
Stekene,Julien,Mannelijk,11/26/2019
Leuven,Ruben,Mannelijk,11/26/2019
Beringen,Marina,Vrouwelijk,11/24/2019
Seraing,Jean,Mannelijk,12/03/2019
Gavere,Marlies,Vrouwelijk,11/28/2019
