gemeente,naam,geslacht,verwachte datum
Lievegem,Anita,Vrouwelijk,07/07/2019
Ottignies-Louvain-la-Neuve,Hamza,Mannelijk,06/29/2019
Bergen,Marc,Mannelijk,06/10/2019
Hasselt,Peter,Mannelijk,06/23/2019
Seraing,Inès,Vrouwelijk,06/13/2019
Brussel,Alizée,Vrouwelijk,06/20/2019
Couvin,Léa,Vrouwelijk,06/17/2019
Sint-Lambrechts-Woluwe,Fabian,Mannelijk,06/20/2019
Lanaken,Elke,Vrouwelijk,07/03/2019
Musson,Arthur,Mannelijk,06/16/2019
Grobbendonk,Martine,Vrouwelijk,06/13/2019
Wetteren,Willy,Mannelijk,06/14/2019
Stekene,Lisa,Vrouwelijk,06/15/2019
Namen,Colette,Vrouwelijk,06/27/2019
Zwevegem,Timothy,Mannelijk,06/12/2019
Luik,Cindy,Vrouwelijk,06/30/2019
Stekene,Hubert,Mannelijk,06/24/2019
Herentals,Alfons,Mannelijk,06/27/2019
Gent,Yves,Mannelijk,07/10/2019
Montigny-le-Tilleul,Patrick,Mannelijk,06/20/2019
Horebeke,Marleen,Vrouwelijk,06/29/2019
Scherpenheuvel-Zichem,Julia,Vrouwelijk,06/17/2019
Arendonk,Jozef,Mannelijk,06/29/2019
Mol,Nicole,Vrouwelijk,07/04/2019
Zemst,Nancy,Vrouwelijk,06/26/2019
Verviers,Ishak,Mannelijk,07/20/2019
Frameries,Michel,Mannelijk,06/13/2019
Elsene,Klaus,Mannelijk,06/18/2019
Leuven,Thierry,Mannelijk,07/01/2019
Brugge,Irène,Vrouwelijk,06/27/2019
Virton,Maxime,Mannelijk,06/21/2019
As,Stefan,Mannelijk,06/11/2019
Diepenbeek,Siebe,Mannelijk,06/18/2019
Charleroi,Mike,Mannelijk,06/15/2019
Ukkel,Lola,Vrouwelijk,06/21/2019
Kasterlee,Hilde,Vrouwelijk,06/26/2019
Houthulst,Dorine,Vrouwelijk,06/19/2019
Dilbeek,Patrick,Mannelijk,06/30/2019
Rotselaar,Jeroen,Mannelijk,06/24/2019
Turnhout,Steven,Mannelijk,06/27/2019
Duffel,Frans,Mannelijk,06/12/2019
Antwerpen,Lisa,Vrouwelijk,06/21/2019
Verviers,Christiane,Vrouwelijk,06/30/2019
Bilzen,Leander,Mannelijk,06/25/2019
La Louvière,Olga,Vrouwelijk,07/06/2019
Sint-Jans-Molenbeek,Ilyas,Mannelijk,06/22/2019
Brasschaat,Rosa,Vrouwelijk,06/25/2019
La Louvière,Emilie,Vrouwelijk,06/24/2019
Essen,Eddy,Mannelijk,06/21/2019
Ukkel,Camille,Vrouwelijk,06/20/2019
Lebbeke,Guido,Mannelijk,06/12/2019
