gemeente,naam,geslacht,verwachte datum
Kortrijk,Sylvie,Vrouwelijk,06/02/2019
Herstal,Mehdi,Mannelijk,06/05/2019
Charleroi,Olivia,Vrouwelijk,06/09/2019
Sint-Jans-Molenbeek,Eva,Vrouwelijk,06/05/2019
Bergen,Salvatore,Mannelijk,05/30/2019
Kraainem,Natalia,Vrouwelijk,05/30/2019
Brugge,Annick,Vrouwelijk,06/08/2019
Gedinne,Patricia,Vrouwelijk,06/04/2019
Sint-Niklaas (Sint-Niklaas),Peter,Mannelijk,05/29/2019
Zoersel,Hilda,Vrouwelijk,05/31/2019
Namen,Freddy,Mannelijk,05/31/2019
Evergem,Sarah,Vrouwelijk,05/29/2019
Koksijde,Dany,Mannelijk,06/12/2019
Mechelen,Martin,Mannelijk,05/24/2019
Zemst,Bart,Mannelijk,06/01/2019
Antwerpen,Khadija,Vrouwelijk,06/01/2019
Genk,Vincent,Mannelijk,06/12/2019
Waregem,Milan,Mannelijk,06/07/2019
Bertrix,Anaïs,Vrouwelijk,06/05/2019
Beveren (Sint-Niklaas),Els,Vrouwelijk,06/03/2019
Boussu,Elisa,Vrouwelijk,05/30/2019
De Haan,Sophie,Vrouwelijk,06/03/2019
Lebbeke,Eric,Mannelijk,06/09/2019
Leuven,Frank,Mannelijk,06/16/2019
Antwerpen,Eva,Vrouwelijk,05/26/2019
Antwerpen,Josine,Vrouwelijk,05/27/2019
Herne,Peter,Mannelijk,06/26/2019
Sint-Gillis,Thomas,Mannelijk,06/11/2019
Tienen,Miranda,Vrouwelijk,06/15/2019
Nijlen,Alfred,Mannelijk,05/29/2019
Westerlo,Monique,Vrouwelijk,05/26/2019
Antwerpen,Guy,Mannelijk,06/03/2019
De Haan,Marc,Mannelijk,06/02/2019
Morlanwelz,Claudine,Vrouwelijk,05/28/2019
Eigenbrakel,Suzanne,Vrouwelijk,06/08/2019
Wanze,Lucas,Mannelijk,05/31/2019
Luik,Fatoumata,Vrouwelijk,06/22/2019
Waterloo,Francine,Vrouwelijk,06/25/2019
Beveren (Sint-Niklaas),Sam,Vrouwelijk,05/29/2019
Seraing,Gabriel,Mannelijk,06/13/2019
Kuurne,Eddy,Mannelijk,05/31/2019
Brussel,Kheira,Vrouwelijk,05/28/2019
Esneux,Hélène,Vrouwelijk,06/23/2019
Brussel,Benjamin,Mannelijk,05/31/2019
Zonhoven,Herman,Mannelijk,05/27/2019
Wanze,Alain,Mannelijk,05/30/2019
Lummen,Rita,Vrouwelijk,05/30/2019
Sint-Lambrechts-Woluwe,Sara,Vrouwelijk,06/11/2019
Alken,Ilse,Vrouwelijk,06/05/2019
Mortsel,Koen,Mannelijk,06/02/2019
Beveren (Sint-Niklaas),Elvire,Vrouwelijk,06/17/2019
Charleroi,Aurélien,Mannelijk,06/08/2019
Schaarbeek,Tanguy,Mannelijk,05/28/2019
Oudergem,Marie-Louise,Vrouwelijk,05/29/2019
Ans,Anne,Vrouwelijk,06/12/2019
Dendermonde,Kurt,Mannelijk,06/04/2019
Antwerpen,Claire,Vrouwelijk,06/22/2019
Chastre,Isabelle,Vrouwelijk,06/02/2019
Ruiselede,Luc,Mannelijk,05/31/2019
Hasselt,Ann,Vrouwelijk,05/31/2019
Puurs-Sint-Amands,Anne,Vrouwelijk,06/21/2019
Bilzen,Lotte,Vrouwelijk,05/31/2019
Putte,Koen,Mannelijk,06/19/2019
Chapelle-lez-Herlaimont,Coralie,Vrouwelijk,05/31/2019
Stabroek,Tania,Vrouwelijk,06/02/2019
Ferrières,Roland,Mannelijk,06/09/2019
Péruwelz,Patricia,Vrouwelijk,05/31/2019
Gent,Dominique,Vrouwelijk,06/12/2019
Namen,Jade,Vrouwelijk,06/14/2019
