gemeente,naam,geslacht,verwachte datum
Lede,Margaux,Vrouwelijk,04/13/2019
Anderlecht,Imrane,Mannelijk,04/16/2019
Sint-Niklaas (Sint-Niklaas),Maria,Vrouwelijk,04/12/2019
Charleroi,Abdullah,Mannelijk,04/22/2019
Hasselt,Maria,Vrouwelijk,04/22/2019
Hamois,Benjamin,Mannelijk,05/20/2019
Lint,Jonathan,Mannelijk,04/09/2019
Antwerpen,Pauline,Vrouwelijk,04/10/2019
Frasnes-lez-Anvaing,Laura,Vrouwelijk,04/23/2019
Lievegem,Vanessa,Vrouwelijk,05/07/2019
Diest,Felix,Mannelijk,04/15/2019
Aalst (Aalst),Marco,Mannelijk,04/17/2019
Namen,Arnaud,Mannelijk,04/29/2019
Komen-Waasten,Céline,Vrouwelijk,04/17/2019
Hoegaarden,Elke,Vrouwelijk,04/03/2019
Herentals,Martine,Vrouwelijk,04/09/2019
Charleroi,Marius,Mannelijk,05/03/2019
Antwerpen,Yves,Mannelijk,04/17/2019
Aarschot,Louis,Mannelijk,04/08/2019
Brussel,Jaime,Mannelijk,04/15/2019
Ukkel,Christine,Vrouwelijk,04/06/2019
Sint-Pieters-Leeuw,Barbara,Vrouwelijk,04/20/2019
Nijvel,Robert,Mannelijk,04/13/2019
Dendermonde,Karen,Vrouwelijk,04/07/2019
Koksijde,José,Mannelijk,04/22/2019
Maaseik,Josephine,Vrouwelijk,05/24/2019
Bredene,André,Mannelijk,04/28/2019
Poperinge,Elise,Vrouwelijk,04/23/2019
Tongeren,Davy,Mannelijk,04/16/2019
Aalst (Aalst),Kylian,Mannelijk,04/13/2019
Lokeren,Albertine,Vrouwelijk,04/15/2019
Gent,Jacqueline,Vrouwelijk,04/30/2019
Dilbeek,Michel,Mannelijk,04/22/2019
Brecht,Steve,Mannelijk,04/16/2019
Grimbergen,Alexandra,Vrouwelijk,04/13/2019
Aalst (Aalst),Joyce,Vrouwelijk,04/23/2019
Gent,Louise,Vrouwelijk,04/21/2019
Brugge,Jurgen,Mannelijk,04/12/2019
Eupen,Geoffrey,Mannelijk,04/23/2019
Langemark-Poelkapelle,Jolien,Vrouwelijk,05/02/2019
Antwerpen,Ilse,Vrouwelijk,04/19/2019
Kuurne,Claudine,Vrouwelijk,04/16/2019
Ouffet,Renée,Vrouwelijk,04/25/2019
Lille,Dorien,Vrouwelijk,04/04/2019
Keerbergen,Marc,Mannelijk,04/15/2019
Moerbeke (Gent),Dimitri,Mannelijk,04/26/2019
Doornik,Tony,Mannelijk,04/14/2019
Charleroi,Robert,Mannelijk,04/12/2019
Brugge,Magda,Vrouwelijk,04/07/2019
Etterbeek,Eric,Mannelijk,04/20/2019
Halle (Halle-Vilvoorde),Eline,Vrouwelijk,04/04/2019
Aarschot,Lutgart,Vrouwelijk,04/04/2019
Hamoir,Loïc,Mannelijk,04/14/2019
Boortmeerbeek,Dirk,Mannelijk,04/07/2019
Izegem,Jean-Paul,Mannelijk,04/19/2019
Jalhay,Julie,Vrouwelijk,04/16/2019
Anderlecht,Robin,Mannelijk,05/04/2019
Braives,Coline,Vrouwelijk,04/29/2019
Hasselt,Monique,Vrouwelijk,04/15/2019
Antwerpen,Ingrid,Vrouwelijk,04/04/2019
Spiere-Helkijn,Julien,Mannelijk,05/02/2019
Moeskroen,Thibaut,Mannelijk,04/11/2019
Antwerpen,Margaret,Vrouwelijk,04/16/2019
Hasselt,Lise,Vrouwelijk,04/04/2019
Fléron,Olivia,Vrouwelijk,04/12/2019
Brussel,Patrick,Mannelijk,04/14/2019
Sint-Truiden,Matthias,Mannelijk,04/20/2019
Willebroek,Brigitte,Vrouwelijk,04/04/2019
Ukkel,Soumaya,Vrouwelijk,04/06/2019
Moorslede,Ivan,Mannelijk,05/09/2019
Châtelet,Giuseppe,Mannelijk,04/03/2019
Hoeilaart,Régine,Vrouwelijk,04/13/2019
Poperinge,Jimmy,Mannelijk,04/22/2019
Koekelberg,Ömer,Mannelijk,04/17/2019
Florenville,Alain,Mannelijk,04/13/2019
Leopoldsburg,Marleen,Vrouwelijk,04/13/2019
Brussel,Amal,Vrouwelijk,04/21/2019
Geraardsbergen,Jan,Mannelijk,04/22/2019
Maasmechelen,Renate,Vrouwelijk,04/13/2019
Boortmeerbeek,Nadia,Vrouwelijk,04/09/2019
Bergen,Thi,Vrouwelijk,04/08/2019
Antwerpen,Sonja,Vrouwelijk,04/23/2019
Gistel,Anne,Vrouwelijk,04/07/2019
Deinze,Evy,Vrouwelijk,04/22/2019
Wellen,Ward,Mannelijk,04/05/2019
Heusden-Zolder,Salih,Mannelijk,04/17/2019
Lede,Marc,Mannelijk,04/17/2019
Ukkel,Muriel,Vrouwelijk,04/18/2019
