gemeente,naam,geslacht,verwachte datum
Namen,Antoine,Mannelijk,08/16/2019
Heist-op-den-Berg,Yolanda,Vrouwelijk,08/21/2019
Burdinne,Pierre,Mannelijk,08/15/2019
Buggenhout,Steven,Mannelijk,08/20/2019
Elsene,Marie-Laure,Vrouwelijk,08/06/2019
Boussu,Sébastien,Mannelijk,08/10/2019
Oostende,Maxim,Mannelijk,08/28/2019
Gent,Kameliya,Vrouwelijk,08/21/2019
Keerbergen,Pascale,Vrouwelijk,08/13/2019
Gent,Elise,Vrouwelijk,08/17/2019
Bièvre,Marie,Vrouwelijk,08/16/2019
Dendermonde,Astrid,Vrouwelijk,08/25/2019
Elsene,Emmanuel,Mannelijk,08/12/2019
Anderlues,Yves,Mannelijk,08/13/2019
Charleroi,Lorenza,Vrouwelijk,08/20/2019
Zaventem,Pascal,Mannelijk,08/09/2019
Virton,Michaël,Mannelijk,08/28/2019
Morlanwelz,Jean,Mannelijk,08/25/2019
Temse,Margareta,Vrouwelijk,08/23/2019
Saint-Ghislain,Jérôme,Mannelijk,08/25/2019
Hamme (Dendermonde),Anne,Vrouwelijk,08/20/2019
Kasterlee,Maria,Vrouwelijk,08/19/2019
Ranst,Anna,Vrouwelijk,08/09/2019
Stekene,Paul,Mannelijk,08/17/2019
Pecq,Sébastien,Mannelijk,08/12/2019
Vorst (Brussel-Hoofdstad),Inès,Vrouwelijk,08/14/2019
Anderlecht,Salima,Vrouwelijk,09/07/2019
Eeklo,Lea,Vrouwelijk,09/02/2019
Beyne-Heusay,Jeannine,Vrouwelijk,08/17/2019
Borgloon,Lydia,Vrouwelijk,08/16/2019
Harelbeke,Marie,Vrouwelijk,10/01/2019
Brugge,Justine,Vrouwelijk,08/07/2019
Etterbeek,Maëlys,Vrouwelijk,09/04/2019
Antwerpen,Meysa,Vrouwelijk,09/06/2019
Aalter,Olivier,Mannelijk,08/08/2019
Koksijde,Marie-Thérèse,Vrouwelijk,08/29/2019
Hechtel-Eksel,Stijn,Mannelijk,08/28/2019
Luik,Lucas,Mannelijk,08/26/2019
Welkenraedt,Benoît,Mannelijk,08/24/2019
Turnhout,Elza,Vrouwelijk,09/03/2019
La Louvière,Gregory,Mannelijk,08/12/2019
Schoten,Paula,Vrouwelijk,09/05/2019
Gerpinnes,Jean-Marc,Mannelijk,08/13/2019
Balen,Beatrice,Vrouwelijk,08/22/2019
Oostende,Stephanie,Vrouwelijk,08/14/2019
Brecht,Hendrik,Mannelijk,08/11/2019
Frameries,Bernadette,Vrouwelijk,09/23/2019
Brugge,Georges,Mannelijk,08/19/2019
Sint-Gillis,Jessica,Vrouwelijk,08/13/2019
Tielt (Tielt),Angèle,Vrouwelijk,08/19/2019
Limburg,Serge,Mannelijk,08/12/2019
Moeskroen,Bernard,Mannelijk,08/09/2019
Mol,Leen,Vrouwelijk,10/07/2019
Aalter,Michel,Mannelijk,08/15/2019
Seneffe,Lola,Vrouwelijk,08/15/2019
Moeskroen,Xavier,Mannelijk,08/16/2019
Seneffe,Chantal,Vrouwelijk,08/18/2019
Rixensart,Anaïs,Vrouwelijk,08/14/2019
Zulte,Wendy,Vrouwelijk,08/17/2019
Ninove,Kristien,Vrouwelijk,08/24/2019
Saint-Léger (Virton),Claudine,Vrouwelijk,08/09/2019
Steenokkerzeel,Stéphanie,Vrouwelijk,08/16/2019
Brugge,Liliane,Vrouwelijk,08/26/2019
Gent,Lars,Mannelijk,08/09/2019
Sint-Niklaas (Sint-Niklaas),Denise,Vrouwelijk,08/14/2019
Torhout,Walter,Mannelijk,08/26/2019
Londerzeel,Marie,Vrouwelijk,08/15/2019
Wingene,Noël,Mannelijk,08/06/2019
Evere,Aicha,Vrouwelijk,08/13/2019
Soumagne,Etienne,Mannelijk,08/21/2019
Menen,Mohamad,Mannelijk,08/07/2019
Grimbergen,Henri,Mannelijk,08/14/2019
Antwerpen,Rita,Vrouwelijk,08/11/2019
Leuven,Witse,Mannelijk,08/16/2019
Gent,Ramona,Vrouwelijk,08/26/2019
Heist-op-den-Berg,Björn,Mannelijk,09/01/2019
Bree,Dominicus,Mannelijk,08/16/2019
Moeskroen,Pauline,Vrouwelijk,08/25/2019
Deinze,Christophe,Mannelijk,08/13/2019
Gent,Arzu,Vrouwelijk,08/26/2019
Beernem,Senne,Mannelijk,08/30/2019
Kontich,Maria,Vrouwelijk,08/16/2019
Rixensart,Daniel,Mannelijk,08/29/2019
Luik,Hanna,Vrouwelijk,08/17/2019
Charleroi,Isabella,Vrouwelijk,08/19/2019
Beringen,Dave,Mannelijk,08/19/2019
Oudergem,Victoria,Vrouwelijk,09/01/2019
Hasselt,Najat,Vrouwelijk,08/11/2019
Assenede,Seppe,Mannelijk,09/09/2019
Philippeville,Aline,Vrouwelijk,08/11/2019
Oostende,Kim,Vrouwelijk,08/17/2019
Colfontaine,Alexia,Vrouwelijk,08/06/2019
Turnhout,Sofie,Vrouwelijk,08/14/2019
Vorst (Brussel-Hoofdstad),Fatma,Vrouwelijk,08/25/2019
Mol,Britt,Vrouwelijk,08/23/2019
Roeselare,Liliana,Vrouwelijk,09/29/2019
Oupeye,Nicole,Vrouwelijk,08/08/2019
