gemeente,naam,geslacht,verwachte datum
Bergen,Annabelle,Vrouwelijk,04/08/2019
Erquelinnes,Bruno,Mannelijk,03/14/2019
Nijlen,Wim,Mannelijk,03/20/2019
Oudenaarde,Veerle,Vrouwelijk,04/08/2019
Fleurus,Liliane,Vrouwelijk,03/23/2019
Brussel,Nisrine,Vrouwelijk,03/17/2019
Destelbergen,Rabia,Vrouwelijk,03/19/2019
Brussel,Christophe,Mannelijk,03/23/2019
Waver,Aïcha,Vrouwelijk,03/20/2019
Brussel,Isabelle,Vrouwelijk,04/07/2019
Lokeren,Nicole,Vrouwelijk,03/20/2019
Antwerpen,Urszula,Vrouwelijk,03/25/2019
Soumagne,Anne,Vrouwelijk,03/24/2019
Dendermonde,Grace,Vrouwelijk,03/12/2019
Mol,Mario,Mannelijk,03/20/2019
Hoogstraten,Maria,Vrouwelijk,03/24/2019
Wachtebeke,Marcella,Vrouwelijk,03/26/2019
Marche-en-Famenne,Kevin,Mannelijk,03/14/2019
Lanaken,Serge,Mannelijk,03/19/2019
Tremelo,Jens,Mannelijk,03/26/2019
Antwerpen,Anton,Mannelijk,03/20/2019
Beaumont,Lisa,Vrouwelijk,03/31/2019
Brasschaat,Mia,Vrouwelijk,03/12/2019
Asse,Marie,Vrouwelijk,04/01/2019
Zandhoven,Gregory,Mannelijk,04/09/2019
Namen,Caroline,Vrouwelijk,04/24/2019
Vielsalm,Maureen,Vrouwelijk,04/09/2019
Geel,Martine,Vrouwelijk,03/14/2019
Antwerpen,Leona,Vrouwelijk,03/16/2019
Chapelle-lez-Herlaimont,Marie,Vrouwelijk,03/10/2019
Wuustwezel,Sven,Mannelijk,03/12/2019
Beringen,Eddy,Mannelijk,03/15/2019
Roosdaal,Francine,Vrouwelijk,03/15/2019
Gembloux,Boris,Mannelijk,03/15/2019
Oostende,Mark,Mannelijk,03/18/2019
Kruisem,Kobe,Mannelijk,03/13/2019
Huldenberg,Matthias,Mannelijk,03/24/2019
Beloeil,Vincent,Mannelijk,03/12/2019
Sint-Truiden,Marie,Vrouwelijk,03/14/2019
Halle (Halle-Vilvoorde),Mariette,Vrouwelijk,03/07/2019
Lessen,Jean,Mannelijk,03/21/2019
Tielt (Tielt),Freddy,Mannelijk,03/13/2019
Koekelberg,Rachid,Mannelijk,03/18/2019
Brasschaat,Lissa,Vrouwelijk,03/13/2019
Leuven,Edith,Vrouwelijk,03/20/2019
Tienen,Mariam,Vrouwelijk,04/16/2019
Gent,Rachel,Vrouwelijk,03/25/2019
Moeskroen,Audrey,Vrouwelijk,03/09/2019
Moeskroen,Patricia,Vrouwelijk,03/11/2019
Ciney,Francis,Mannelijk,03/22/2019
La Louvière,Tatiana,Vrouwelijk,03/16/2019
Hasselt,André,Mannelijk,03/11/2019
Sint-Gillis-Waas,Lies,Vrouwelijk,03/27/2019
Houthalen-Helchteren,Raymond,Mannelijk,03/24/2019
Bonheiden,Simon,Mannelijk,03/19/2019
Manage,Claudine,Vrouwelijk,03/17/2019
Antwerpen,Irfanullah,Mannelijk,03/14/2019
Tremelo,Daniël,Mannelijk,03/21/2019
Antwerpen,Tom,Mannelijk,03/09/2019
Anzegem,Vincent,Mannelijk,03/19/2019
Elsene,Rafael,Mannelijk,03/17/2019
Ukkel,Didier,Mannelijk,03/19/2019
Ecaussinnes,Michel,Mannelijk,04/09/2019
Zottegem,Andréa,Vrouwelijk,03/20/2019
Kampenhout,Amélie,Vrouwelijk,03/10/2019
Saint-Ghislain,Laurent,Mannelijk,03/13/2019
Gent,Shania,Vrouwelijk,03/26/2019
Wanze,Cédric,Mannelijk,03/27/2019
Borgloon,Christiane,Vrouwelijk,04/05/2019
Gistel,Maxim,Mannelijk,03/16/2019
Heusden-Zolder,Laura,Vrouwelijk,03/26/2019
Lubbeek,Maurice,Mannelijk,05/10/2019
Ravels,Tamara,Vrouwelijk,03/16/2019
Wellen,Marie,Vrouwelijk,03/11/2019
Oudenaarde,Frederick,Mannelijk,03/31/2019
Peer,Jorne,Mannelijk,03/14/2019
Libramont-Chevigny,Wendy,Vrouwelijk,03/13/2019
Montigny-le-Tilleul,Maria,Vrouwelijk,03/09/2019
Verviers,Derya,Vrouwelijk,03/23/2019
Lommel,Kris,Vrouwelijk,03/18/2019
Edingen,Isabelle,Vrouwelijk,03/20/2019
Charleroi,Cécile,Vrouwelijk,03/26/2019
Avelgem,Anny,Vrouwelijk,03/15/2019
Theux,Adeline,Vrouwelijk,04/08/2019
Bergen,Margherita,Vrouwelijk,03/08/2019
Frameries,Marcel,Mannelijk,03/22/2019
Antwerpen,Ctlin,Mannelijk,03/16/2019
Meerhout,Ellen,Vrouwelijk,03/07/2019
