gemeente,naam,geslacht,verwachte datum
Chimay,Maryline,Vrouwelijk,03/24/2019
Binche,Baptiste,Mannelijk,03/30/2019
Schilde,Danny,Mannelijk,04/05/2019
Spa,Valentine,Vrouwelijk,04/03/2019
Lebbeke,Lea,Vrouwelijk,04/04/2019
Brasschaat,Valérie,Vrouwelijk,03/25/2019
Namen,Chantal,Vrouwelijk,04/06/2019
Haacht,Willem,Mannelijk,04/13/2019
Ukkel,Martine,Vrouwelijk,03/26/2019
Antwerpen,Eva,Vrouwelijk,04/22/2019
Sint-Genesius-Rode,Géraldine,Vrouwelijk,03/31/2019
Heist-op-den-Berg,Bart,Mannelijk,04/03/2019
Dilbeek,Anton,Mannelijk,03/29/2019
Gembloux,Marie,Vrouwelijk,04/02/2019
Mechelen,Julian,Mannelijk,03/28/2019
Ham-sur-Heure-Nalinnes,Marie,Vrouwelijk,04/06/2019
Temse,Chris,Mannelijk,04/04/2019
Beringen,Berkay,Mannelijk,04/22/2019
Sprimont,Jeanine,Vrouwelijk,04/01/2019
Gavere,Bart,Mannelijk,03/31/2019
Charleroi,Mustapha,Mannelijk,04/13/2019
Heist-op-den-Berg,Christel,Vrouwelijk,05/07/2019
Antwerpen,Angel,Vrouwelijk,03/21/2019
Rijkevorsel,Eddy,Mannelijk,04/06/2019
Zwijndrecht,Ronny,Mannelijk,03/30/2019
Luik,Ali,Mannelijk,04/01/2019
Essen,Jozef,Mannelijk,03/28/2019
Maasmechelen,Jolanda,Vrouwelijk,04/26/2019
Antwerpen,Mohamed,Mannelijk,04/02/2019
Deinze,Seppe,Mannelijk,03/31/2019
Boechout,Christiana,Vrouwelijk,04/01/2019
Seraing,Louise,Vrouwelijk,03/23/2019
Namen,Marion,Vrouwelijk,03/26/2019
Roeselare,Vincent,Mannelijk,03/29/2019
Lennik,Louis,Mannelijk,04/19/2019
Ieper,Vanessa,Vrouwelijk,05/09/2019
Bree,Maria,Vrouwelijk,04/09/2019
Ukkel,Gilles,Mannelijk,03/30/2019
Maasmechelen,Jacqueline,Vrouwelijk,04/16/2019
Hannuit,Christian,Mannelijk,03/29/2019
Kasterlee,Thomas,Mannelijk,03/27/2019
Denderleeuw,Anna,Vrouwelijk,04/09/2019
Beloeil,Emy,Vrouwelijk,03/24/2019
Merksplas,Luc,Mannelijk,04/08/2019
Sint-Gillis,Agnes,Vrouwelijk,04/13/2019
Musson,Chantal,Vrouwelijk,03/31/2019
Moorslede,Maria,Vrouwelijk,04/03/2019
Zaventem,Maria,Vrouwelijk,04/02/2019
Gerpinnes,Monique,Vrouwelijk,04/01/2019
Sint-Gillis,Jacques,Mannelijk,04/08/2019
Doornik,Claude,Mannelijk,05/16/2019
Antwerpen,Yassin,Mannelijk,04/02/2019
Brakel,Wesley,Mannelijk,03/27/2019
Sint-Gillis-Waas,Jarne,Mannelijk,03/26/2019
Halle (Halle-Vilvoorde),Bas,Mannelijk,04/23/2019
Wichelen,Wendy,Vrouwelijk,04/16/2019
Verlaine,Daniel,Mannelijk,03/29/2019
Zonhoven,Sandra,Vrouwelijk,04/01/2019
Schaarbeek,Marthe,Vrouwelijk,03/31/2019
Tienen,Enzo,Mannelijk,03/26/2019
Sint-Joost-ten-Node,Céline,Vrouwelijk,04/05/2019
Luik,Andrée,Vrouwelijk,04/01/2019
Namen,Jean,Mannelijk,04/03/2019
Lochristi,Bart,Mannelijk,03/28/2019
Boechout,Roger,Mannelijk,03/28/2019
Brugge,Chantal,Vrouwelijk,03/27/2019
Izegem,Denis,Mannelijk,04/09/2019
Balen,Joppe,Mannelijk,04/03/2019
Chaumont-Gistoux,Benoît,Mannelijk,03/27/2019
Borgworm,Christine,Vrouwelijk,03/29/2019
Genk,Lore,Vrouwelijk,04/04/2019
Antwerpen,Marjolijn,Vrouwelijk,05/03/2019
Stoumont,Marie-France,Vrouwelijk,03/26/2019
Roosdaal,Tina,Vrouwelijk,03/28/2019
Brugge,Leon,Mannelijk,03/30/2019
Sint-Jans-Molenbeek,Carine,Vrouwelijk,04/20/2019
Frameries,Ambre,Vrouwelijk,04/04/2019
Beringen,Petrus,Mannelijk,04/09/2019
Gent,Robin,Mannelijk,03/29/2019
Sint-Pieters-Leeuw,Wendy,Vrouwelijk,04/08/2019
Ichtegem,Jason,Mannelijk,04/17/2019
Laakdal,Maarten,Mannelijk,03/22/2019
Lokeren,Willy,Mannelijk,03/31/2019
Awans,Antoine,Mannelijk,03/30/2019
Destelbergen,Leen,Vrouwelijk,04/06/2019
Herentals,Brenda,Vrouwelijk,04/22/2019
Lier,Sam,Mannelijk,04/03/2019
Châtelet,David,Mannelijk,03/30/2019
Sint-Agatha-Berchem,Julia,Vrouwelijk,03/25/2019
Beringen,Jessica,Vrouwelijk,04/09/2019
Hoeilaart,Jolien,Vrouwelijk,03/22/2019
Geer,Andy,Mannelijk,04/14/2019
Manage,Edmond,Mannelijk,03/31/2019
Frameries,André,Mannelijk,03/22/2019
Laakdal,Kevin,Mannelijk,04/12/2019
Fleurus,Claudine,Vrouwelijk,04/02/2019
Luik,Laura,Vrouwelijk,04/22/2019
Brugge,Anthony,Mannelijk,03/22/2019
Charleroi,Vittorio,Mannelijk,04/01/2019
Knokke-Heist,Patricia,Vrouwelijk,04/05/2019
Antwerpen,Miranda,Vrouwelijk,04/06/2019
Tongeren,Lise,Vrouwelijk,03/29/2019
Komen-Waasten,Jacques,Mannelijk,04/03/2019
Schilde,Cornelis,Mannelijk,04/07/2019
Dalhem,Samuel,Mannelijk,03/28/2019
Kortenaken,Rita,Vrouwelijk,04/10/2019
Wezembeek-Oppem,Fabrice,Mannelijk,04/05/2019
Luik,Karim,Mannelijk,03/28/2019
Leuven,Stephan,Mannelijk,03/31/2019
Lille,Jozef,Mannelijk,03/26/2019
Eigenbrakel,Charles,Mannelijk,03/30/2019
Sint-Joost-ten-Node,Abdoulaye,Mannelijk,04/24/2019
Leuze-en-Hainaut,Frédéric,Mannelijk,03/24/2019
Lokeren,Eva,Vrouwelijk,04/13/2019
Tremelo,Roger,Mannelijk,03/30/2019
Awans,Julien,Mannelijk,03/20/2019
Somme-Leuze,Guy,Mannelijk,03/31/2019
Luik,Lou,Vrouwelijk,04/01/2019
Elsene,Gabriel,Mannelijk,03/23/2019
Essen,Lander,Mannelijk,03/30/2019
Sint-Gillis,Andrzej,Mannelijk,04/05/2019
Tienen,Mohamed,Mannelijk,04/02/2019
Jette,Youssef,Mannelijk,03/24/2019
Ieper,Jozef,Mannelijk,03/29/2019
Soumagne,Eric,Mannelijk,04/04/2019
Antwerpen,Felix,Mannelijk,04/07/2019
Wijnegem,Jonas,Mannelijk,03/28/2019
Kortrijk,Carmen,Vrouwelijk,04/01/2019
Turnhout,Kobe,Mannelijk,04/20/2019
Doornik,Sébastien,Mannelijk,04/08/2019
Meise,Anaïs,Vrouwelijk,04/06/2019
Beveren (Sint-Niklaas),Roger,Mannelijk,04/07/2019
Péruwelz,Elena,Vrouwelijk,04/07/2019
Kasterlee,Dries,Mannelijk,03/23/2019
Graven,Philippe,Mannelijk,03/31/2019
Sint-Joost-ten-Node,Mariana,Vrouwelijk,04/08/2019
Hannuit,Robert,Mannelijk,03/27/2019
Komen-Waasten,Pierre,Mannelijk,03/28/2019
Anhée,Jean,Mannelijk,03/29/2019
Ieper,Marie,Vrouwelijk,04/01/2019
Schaarbeek,Lucienne,Vrouwelijk,04/04/2019
Beringen,Maria,Vrouwelijk,04/03/2019
Bouillon,Noah,Mannelijk,03/25/2019
Roeselare,Jimmy,Mannelijk,03/24/2019
Gent,Kevin,Mannelijk,03/28/2019
Evere,Elza,Vrouwelijk,03/27/2019
Doornik,Christophe,Mannelijk,03/22/2019
Houthalen-Helchteren,Enora,Vrouwelijk,04/12/2019
Sint-Genesius-Rode,Chloé,Vrouwelijk,04/05/2019
Stekene,Werner,Mannelijk,03/26/2019
Binche,Christian,Mannelijk,03/26/2019
Kortenberg,Eddy,Mannelijk,03/20/2019
Sombreffe,Nathalie,Vrouwelijk,04/03/2019
Gent,Mert,Mannelijk,04/01/2019
Zwevegem,Marc,Mannelijk,03/23/2019
Kortrijk,Francis,Mannelijk,04/08/2019
Gent,Katy,Vrouwelijk,04/07/2019
Oudsbergen,Lisette,Vrouwelijk,03/23/2019
Wachtebeke,Sven,Mannelijk,03/30/2019
Maasmechelen,Imane,Vrouwelijk,04/22/2019
Bergen,Hubert,Mannelijk,03/25/2019
Charleroi,Nolan,Mannelijk,03/26/2019
Lommel,Tom,Mannelijk,03/21/2019
Rixensart,Maxime,Mannelijk,03/30/2019
Eigenbrakel,Maria,Vrouwelijk,03/31/2019
Temse,Zohra,Vrouwelijk,04/01/2019
Jette,Samira,Vrouwelijk,03/31/2019
