gemeente,naam,geslacht,verwachte datum
Orp-Jauche,Aude,Vrouwelijk,09/20/2019
Tienen,Stefan,Mannelijk,09/20/2019
Weismes,Bernard,Mannelijk,09/25/2019
Charleroi,Philippe,Mannelijk,10/12/2019
Namen,Marie,Vrouwelijk,11/03/2019
Bredene,Christa,Vrouwelijk,09/21/2019
Deinze,Ronald,Mannelijk,09/20/2019
Hoegaarden,Toon,Mannelijk,09/25/2019
Hove (Antwerpen),Jeroen,Mannelijk,09/26/2019
Estaimpuis,Thierry,Mannelijk,09/20/2019
La Louvière,Michelina,Vrouwelijk,09/28/2019
Evere,Hafsa,Vrouwelijk,10/11/2019
Schilde,Louisa,Vrouwelijk,09/19/2019
Edegem,Hilda,Vrouwelijk,09/25/2019
Antwerpen,Mimouna,Vrouwelijk,10/06/2019
Begijnendijk,Johan,Mannelijk,10/08/2019
Sivry-Rance,Monique,Vrouwelijk,09/20/2019
Soumagne,Lucienne,Vrouwelijk,10/15/2019
Moeskroen,Merry,Vrouwelijk,09/30/2019
Turnhout,Julia,Vrouwelijk,09/12/2019
Brasschaat,Hilda,Vrouwelijk,09/17/2019
Antwerpen,Imane,Vrouwelijk,10/02/2019
Beerse,Maarten,Mannelijk,09/13/2019
Léglise,Didier,Mannelijk,10/11/2019
Walcourt,Laurent,Mannelijk,09/13/2019
Mortsel,Susanna,Vrouwelijk,10/28/2019
Galmaarden,Alain,Mannelijk,10/10/2019
Aat,Daniel,Mannelijk,09/27/2019
Brakel,Anja,Vrouwelijk,09/14/2019
Jette,Jean-Christophe,Mannelijk,10/16/2019
Aat,Didier,Mannelijk,10/13/2019
Andenne,Myla,Vrouwelijk,09/13/2019
Wezembeek-Oppem,Geoffroy,Mannelijk,09/19/2019
Schaarbeek,Gilberte,Vrouwelijk,10/06/2019
Antwerpen,Abdullah,Mannelijk,09/21/2019
Liedekerke,Els,Vrouwelijk,09/22/2019
Waregem,Franky,Mannelijk,09/24/2019
Oud-Turnhout,Lutgardis,Vrouwelijk,09/28/2019
Antwerpen,Seppe,Mannelijk,09/13/2019
Meise,Frieda,Vrouwelijk,10/04/2019
Verviers,Murielle,Vrouwelijk,10/01/2019
Antwerpen,Nadia,Vrouwelijk,09/30/2019
Antwerpen,Kelly,Vrouwelijk,09/26/2019
Gent,Dean,Mannelijk,10/11/2019
Kortrijk,Ruben,Mannelijk,10/04/2019
Brasschaat,Lydia,Vrouwelijk,10/14/2019
De Panne,Bo,Vrouwelijk,09/24/2019
Merelbeke,Wim,Mannelijk,09/28/2019
Aalst (Aalst),François,Mannelijk,09/26/2019
Andenne,Juliette,Vrouwelijk,10/07/2019
Wetteren,Tanja,Vrouwelijk,09/24/2019
Antwerpen,Aye,Vrouwelijk,09/16/2019
Fleurus,Loïc,Mannelijk,09/30/2019
Ninove,Saskia,Vrouwelijk,10/01/2019
Beerse,Maria,Vrouwelijk,09/22/2019
Namen,Bruno,Mannelijk,09/19/2019
La Louvière,Andrea,Mannelijk,10/12/2019
Ohey,Aurore,Vrouwelijk,10/16/2019
Antwerpen,Kristine,Vrouwelijk,10/02/2019
Sprimont,Maude,Vrouwelijk,09/27/2019
Pont-à-Celles,Bernard,Mannelijk,09/27/2019
Seraing,Jean,Mannelijk,09/23/2019
Bergen,Denise,Vrouwelijk,09/23/2019
Tongeren,Josette,Vrouwelijk,09/19/2019
Ans,Elodie,Vrouwelijk,09/19/2019
Dendermonde,Freya,Vrouwelijk,09/22/2019
Namen,Charlie,Mannelijk,09/15/2019
Jette,Marius,Mannelijk,09/29/2019
Saint-Georges-sur-Meuse,Damien,Mannelijk,10/14/2019
Kuurne,Elien,Vrouwelijk,09/19/2019
Beveren (Sint-Niklaas),Laura,Vrouwelijk,09/24/2019
Fontaine-l’Evêque,Tom,Mannelijk,09/15/2019
Keerbergen,Johan,Mannelijk,09/12/2019
Antwerpen,Mohammed,Mannelijk,09/14/2019
Gent,Bram,Mannelijk,09/17/2019
Antwerpen,Louisa,Vrouwelijk,09/22/2019
Leuven,Victor,Mannelijk,09/29/2019
Moeskroen,Stéphanie,Vrouwelijk,09/12/2019
Moorslede,Bernard,Mannelijk,09/27/2019
Lochristi,Filip,Mannelijk,09/18/2019
Evere,Yassine,Mannelijk,10/08/2019
Tienen,Anthony,Mannelijk,09/24/2019
Berlare,Ferre,Mannelijk,09/22/2019
Moeskroen,Sébastien,Mannelijk,09/27/2019
Namen,Mélody,Vrouwelijk,09/17/2019
Puurs-Sint-Amands,Nancy,Vrouwelijk,09/30/2019
Brussel,Leonidas,Mannelijk,09/20/2019
Chaudfontaine,Pascale,Vrouwelijk,09/28/2019
Dilbeek,Fabio,Mannelijk,09/24/2019
Tessenderlo,Vanessa,Vrouwelijk,10/16/2019
Verviers,Robin,Mannelijk,09/22/2019
Izegem,Thijs,Mannelijk,09/13/2019
Hasselt,Wesley,Mannelijk,09/13/2019
Herstal,Romain,Mannelijk,09/26/2019
Oostende,Liliane,Vrouwelijk,10/11/2019
Ninove,Danielle,Vrouwelijk,09/13/2019
Peer,Maria,Vrouwelijk,09/20/2019
Tienen,Alex,Mannelijk,09/25/2019
Waregem,Isabelle,Vrouwelijk,09/30/2019
Koksijde,Jeanne,Vrouwelijk,10/10/2019
Oostkamp,Christine,Vrouwelijk,09/30/2019
Tubeke,Said,Mannelijk,10/02/2019
Wichelen,Peter,Mannelijk,10/02/2019
Kraainem,Céline,Vrouwelijk,09/23/2019
Quaregnon,Maria,Vrouwelijk,10/11/2019
Edingen,Philippe,Mannelijk,09/20/2019
Wortegem-Petegem,Karel,Mannelijk,09/22/2019
Antwerpen,Randy,Mannelijk,10/03/2019
Sint-Lambrechts-Woluwe,Zoé,Vrouwelijk,09/23/2019
Diest,Freddy,Mannelijk,09/28/2019
Bergen,Gabriel,Mannelijk,09/13/2019
Anderlecht,Adam,Mannelijk,09/30/2019
Ciney,Carine,Vrouwelijk,09/14/2019
Kraainem,Helena,Vrouwelijk,10/08/2019
Nijvel,Jeannine,Vrouwelijk,09/21/2019
Zedelgem,Sofie,Vrouwelijk,09/22/2019
Diest,Ann,Vrouwelijk,10/05/2019
Amay,Pierre,Mannelijk,09/28/2019
Hechtel-Eksel,Inge,Vrouwelijk,10/07/2019
Flémalle,Loris,Mannelijk,09/23/2019
Genepiën,Louis,Mannelijk,09/19/2019
Quaregnon,Franca,Vrouwelijk,09/23/2019
Brecht,Lennert,Mannelijk,09/27/2019
Heist-op-den-Berg,Rosa,Vrouwelijk,09/23/2019
Lokeren,Sophie,Vrouwelijk,09/24/2019
Diepenbeek,Germain,Mannelijk,10/02/2019
Verviers,Layla,Vrouwelijk,10/22/2019
Bergen,Mickaël,Mannelijk,10/08/2019
Sint-Niklaas (Sint-Niklaas),Timothy,Mannelijk,09/29/2019
Erpe-Mere,Karel,Mannelijk,09/26/2019
Messancy,Joëlle,Vrouwelijk,09/27/2019
Lievegem,Wesley,Mannelijk,10/01/2019
Soumagne,Lindsay,Vrouwelijk,09/27/2019
Doornik,Lina,Vrouwelijk,09/27/2019
Vorst (Brussel-Hoofdstad),Géraldine,Vrouwelijk,09/24/2019
Waregem,Andy,Mannelijk,09/24/2019
La Bruyère,Freddy,Mannelijk,10/09/2019
Hoogstraten,Elise,Vrouwelijk,09/16/2019
Komen-Waasten,Camille,Vrouwelijk,09/30/2019
Boechout,Ronald,Mannelijk,09/25/2019
Aat,Christian,Mannelijk,09/19/2019
Soumagne,Anny,Vrouwelijk,09/30/2019
Sint-Jans-Molenbeek,Claudine,Vrouwelijk,09/24/2019
Luik,Claude,Mannelijk,09/23/2019
Weismes,Patrice,Mannelijk,09/30/2019
Bergen,Bryan,Mannelijk,10/10/2019
Riemst,Guillaume,Mannelijk,09/24/2019
Holsbeek,Nathalie,Vrouwelijk,09/16/2019
Oudergem,Charlotte,Vrouwelijk,09/30/2019
Theux,Pierre,Mannelijk,09/19/2019
Rumes,Michel,Mannelijk,09/24/2019
Londerzeel,Elsie,Vrouwelijk,09/16/2019
Sint-Pieters-Woluwe,Régine,Vrouwelijk,10/03/2019
Sint-Gillis-Waas,Ronny,Mannelijk,09/24/2019
Sint-Joost-ten-Node,Mustafa,Mannelijk,09/28/2019
Dilbeek,Tiago,Mannelijk,10/15/2019
Lubbeek,Leona,Vrouwelijk,10/16/2019
Frasnes-lez-Anvaing,William,Mannelijk,09/25/2019
Antwerpen,Hanane,Vrouwelijk,09/18/2019
Brussel,Abdelkrim,Mannelijk,09/14/2019
Antwerpen,Dan,Mannelijk,10/01/2019
Luik,Soukaïna,Vrouwelijk,09/19/2019
Elsene,Iris,Vrouwelijk,09/28/2019
Mechelen,Xander,Mannelijk,09/22/2019
Sint-Jans-Molenbeek,Latifa,Vrouwelijk,09/30/2019
Beerse,Martine,Vrouwelijk,09/13/2019
Antwerpen,Olivia,Vrouwelijk,09/15/2019
Dessel,Ivo,Mannelijk,09/25/2019
Antwerpen,Milana,Vrouwelijk,10/11/2019
Grimbergen,Brecht,Mannelijk,09/26/2019
Pelt,Lucas,Mannelijk,09/25/2019
Luik,Benoit,Mannelijk,11/13/2019
Schoten,Robert,Mannelijk,09/15/2019
As,Sanne,Vrouwelijk,09/23/2019
Grimbergen,Maarten,Mannelijk,11/03/2019
Menen,Ria,Vrouwelijk,10/01/2019
Ottignies-Louvain-la-Neuve,Tanguy,Mannelijk,09/19/2019
Kasterlee,Sara,Vrouwelijk,09/26/2019
Brakel,Inge,Vrouwelijk,09/28/2019
Houthalen-Helchteren,Angelo,Mannelijk,09/18/2019
Kruibeke,Sara,Vrouwelijk,10/16/2019
Verviers,Charlotte,Vrouwelijk,09/30/2019
Juprelle,Luigi,Mannelijk,09/26/2019
La Louvière,Steeve,Mannelijk,09/15/2019
Deinze,Carlos,Mannelijk,10/03/2019
Heist-op-den-Berg,Christel,Vrouwelijk,09/13/2019
Colfontaine,Juliette,Vrouwelijk,09/20/2019
Genk,Youssef,Mannelijk,09/24/2019
Beveren (Sint-Niklaas),Frieda,Vrouwelijk,09/24/2019
Lede,Sander,Mannelijk,09/21/2019
Aartselaar,Luc,Mannelijk,10/01/2019
Antoing,Bruno,Mannelijk,09/14/2019
Sint-Pieters-Leeuw,Marc,Mannelijk,09/29/2019
Sint-Lambrechts-Woluwe,Yasmina,Vrouwelijk,09/20/2019
Antwerpen,Vivian,Vrouwelijk,09/23/2019
Rochefort,Bastien,Mannelijk,09/21/2019
Antoing,Guillaume,Mannelijk,09/28/2019
Leopoldsburg,Wesley,Mannelijk,10/16/2019
Châtelet,Lisa,Vrouwelijk,09/23/2019
Lichtervelde,Lars,Mannelijk,10/03/2019
Dour,Pierre,Mannelijk,09/22/2019
Eigenbrakel,Laurent,Mannelijk,09/22/2019
Zinnik,Marie-Laure,Vrouwelijk,09/28/2019
Zaventem,Lydie,Vrouwelijk,09/25/2019
Zottegem,Martine,Vrouwelijk,09/12/2019
Genepiën,Victoria,Vrouwelijk,09/18/2019
Gent,Céline,Vrouwelijk,09/27/2019
Colfontaine,Lorenzo,Mannelijk,09/24/2019
Nandrin,Marie,Vrouwelijk,09/16/2019
Knokke-Heist,Liliana,Vrouwelijk,10/03/2019
Oostende,Thomas,Mannelijk,09/28/2019
Hamme (Dendermonde),Tom,Mannelijk,09/16/2019
Arendonk,Agnes,Vrouwelijk,09/14/2019
Antwerpen,Rebekka,Vrouwelijk,09/25/2019
Pelt,Esther,Vrouwelijk,09/26/2019
Lommel,Jana,Vrouwelijk,10/27/2019
Sivry-Rance,Anthony,Mannelijk,09/22/2019
Tubeke,Nathan,Mannelijk,10/01/2019
Begijnendijk,Kevin,Mannelijk,09/22/2019
Halle (Halle-Vilvoorde),Robert,Mannelijk,09/24/2019
Ichtegem,Guy,Mannelijk,09/17/2019
Herentals,Erik,Mannelijk,09/25/2019
Menen,Caroline,Vrouwelijk,09/29/2019
Luik,Michele,Mannelijk,09/26/2019
Wetteren,Cédric,Mannelijk,09/23/2019
Andenne,Jean-Paul,Mannelijk,09/16/2019
Laakdal,Suzanna,Vrouwelijk,09/20/2019
Wemmel,Rita,Vrouwelijk,09/26/2019
Anderlecht,Ahmed,Mannelijk,09/23/2019
Kortrijk,Franklin,Mannelijk,09/22/2019
Gent,Linda,Vrouwelijk,09/22/2019
Anderlecht,Levi,Mannelijk,09/13/2019
Sint-Jans-Molenbeek,El,Mannelijk,10/02/2019
Antwerpen,Kathleen,Vrouwelijk,09/28/2019
Elsene,Lidia,Vrouwelijk,09/14/2019
Gent,Annemieke,Vrouwelijk,09/15/2019
Temse,Marianne,Vrouwelijk,09/27/2019
Lennik,Victor,Mannelijk,09/16/2019
Lievegem,Karina,Vrouwelijk,09/19/2019
Denderleeuw,Charlotte,Vrouwelijk,09/21/2019
Courcelles,Rosalia,Vrouwelijk,11/09/2019
Kortrijk,Kevin,Mannelijk,09/27/2019
Antwerpen,Marleen,Vrouwelijk,09/25/2019
Maldegem,Barbara,Vrouwelijk,10/01/2019
Wingene,Eric,Mannelijk,09/25/2019
Wielsbeke,Julie,Vrouwelijk,09/15/2019
Oostende,Kathleen,Vrouwelijk,10/14/2019
Poperinge,Ann,Vrouwelijk,09/23/2019
Antwerpen,Yannick,Mannelijk,09/23/2019
Damme,Peter,Mannelijk,09/17/2019
Bouillon,Albert,Mannelijk,10/01/2019
Aarschot,Hans,Mannelijk,09/24/2019
Viroinval,Hugo,Mannelijk,09/28/2019
Schoten,Emilienne,Vrouwelijk,09/27/2019
Sint-Lambrechts-Woluwe,Omar,Mannelijk,09/29/2019
Seraing,Mustafa,Mannelijk,09/14/2019
Anthisnes,Christiane,Vrouwelijk,10/11/2019
Bergen,Sylvie,Vrouwelijk,09/28/2019
Vosselaar,Bo,Vrouwelijk,09/24/2019
Kraainem,Magali,Vrouwelijk,11/09/2019
Menen,Jeroen,Mannelijk,09/13/2019
Verviers,David,Mannelijk,10/01/2019
Brugge,Ria,Vrouwelijk,09/18/2019
Châtelet,Sabrina,Vrouwelijk,11/11/2019
Hannuit,Marc,Mannelijk,09/17/2019
Lessen,Alex,Mannelijk,10/04/2019
Laarne,Nico,Mannelijk,09/23/2019
Gavere,Eva,Vrouwelijk,10/06/2019
Destelbergen,Christiane,Vrouwelijk,09/28/2019
Dendermonde,Donald,Mannelijk,09/21/2019
Ichtegem,Emile,Mannelijk,09/14/2019
Attert,Rita,Vrouwelijk,09/26/2019
Antwerpen,Anila,Vrouwelijk,09/26/2019
Dendermonde,Annie,Vrouwelijk,09/22/2019
Aubel,Léna,Vrouwelijk,09/22/2019
Antwerpen,Gert,Mannelijk,09/25/2019
Lokeren,Elien,Vrouwelijk,10/09/2019
Zandhoven,Maria,Vrouwelijk,09/17/2019
Vorst (Brussel-Hoofdstad),Marc,Mannelijk,09/19/2019
Deinze,Sofie,Vrouwelijk,09/15/2019
Seraing,Anthony,Mannelijk,10/08/2019
Buggenhout,Luc,Mannelijk,09/22/2019
Luik,Nicolas,Mannelijk,10/01/2019
Floreffe,Aurélie,Vrouwelijk,10/04/2019
Marche-en-Famenne,Françoise,Vrouwelijk,09/19/2019
Grâce-Hollogne,Brigitte,Vrouwelijk,09/20/2019
Sint-Lambrechts-Woluwe,Vanessa,Vrouwelijk,09/19/2019
Brugge,Wesley,Mannelijk,09/23/2019
Buggenhout,Noor,Vrouwelijk,09/26/2019
’s Gravenbrakel,Nicole,Vrouwelijk,09/15/2019
Villers-Le-Bouillet,Clémence,Vrouwelijk,11/12/2019
Antwerpen,Manuel,Mannelijk,10/11/2019
Schaarbeek,Ahmed,Mannelijk,09/21/2019
Lichtervelde,Filip,Mannelijk,09/26/2019
Andenne,Tanguy,Mannelijk,09/21/2019
Schaarbeek,Fouad,Mannelijk,09/23/2019
Roeselare,Axana,Vrouwelijk,09/22/2019
Hasselt,Jozefina,Vrouwelijk,09/13/2019
Machelen (Halle-Vilvoorde),Vanessa,Vrouwelijk,09/24/2019
Namen,Laure,Vrouwelijk,09/17/2019
Walcourt,Cédric,Mannelijk,10/04/2019
Tongeren,Francis,Mannelijk,09/21/2019
Sint-Agatha-Berchem,Nicolas,Mannelijk,09/29/2019
Seraing,Andréa,Vrouwelijk,09/20/2019
Ukkel,Catherine,Vrouwelijk,10/08/2019
Beringen,Irma,Vrouwelijk,09/19/2019
Bastenaken,Anne-Marie,Vrouwelijk,09/26/2019
Schilde,Bart,Mannelijk,09/22/2019
Hooglede,Ilse,Vrouwelijk,09/21/2019
Dendermonde,Alexandra,Vrouwelijk,10/10/2019
Waasmunster,Maurice,Mannelijk,10/02/2019
Bilzen,Patrick,Mannelijk,11/12/2019
Herk-de-Stad,Tess,Vrouwelijk,09/22/2019
Etterbeek,Grégory,Mannelijk,09/19/2019
Halle (Halle-Vilvoorde),Giuseppe,Mannelijk,09/26/2019
Rijkevorsel,Peter,Mannelijk,10/11/2019
Sprimont,Nicole,Vrouwelijk,10/01/2019
Dour,Michaël,Mannelijk,09/13/2019
Zemst,Mieke,Vrouwelijk,09/29/2019
Amay,Emilie,Vrouwelijk,09/27/2019
Aalst (Aalst),Véronique,Vrouwelijk,09/13/2019
Maasmechelen,Leopold,Mannelijk,09/23/2019
