gemeente,naam,geslacht,verwachte datum
Nazareth,Anne,Vrouwelijk,09/22/2019
Celles (Doornik),Magali,Vrouwelijk,08/21/2019
Zedelgem,Annelies,Vrouwelijk,08/29/2019
Opzullik,Christine,Vrouwelijk,08/29/2019
Antwerpen,Leila,Vrouwelijk,09/09/2019
Kruisem,Juliette,Vrouwelijk,09/04/2019
Brussel,Sorin,Mannelijk,09/02/2019
Zedelgem,Petra,Vrouwelijk,08/24/2019
Vorst (Brussel-Hoofdstad),Naïm,Mannelijk,08/28/2019
Zaventem,Augusta,Vrouwelijk,09/08/2019
Esneux,Jacqueline,Vrouwelijk,09/01/2019
Boechout,Bruno,Mannelijk,08/29/2019
Eupen,Reiner,Mannelijk,09/18/2019
Tielt (Tielt),Emma,Vrouwelijk,08/29/2019
Maasmechelen,Mustapha,Mannelijk,09/06/2019
Zemst,Tine,Vrouwelijk,09/08/2019
Kruibeke,Warre,Mannelijk,08/29/2019
Mechelen,Fanny,Vrouwelijk,09/16/2019
Namen,Catherine,Vrouwelijk,08/30/2019
Ninove,Frank,Mannelijk,09/09/2019
Schaarbeek,Grégory,Mannelijk,09/09/2019
Roosdaal,Martine,Vrouwelijk,09/21/2019
Ukkel,Malak,Vrouwelijk,08/27/2019
Antwerpen,Maria,Vrouwelijk,08/29/2019
Luik,Annick,Vrouwelijk,09/02/2019
Gent,André,Mannelijk,09/05/2019
Leuze-en-Hainaut,Sarah,Vrouwelijk,08/30/2019
Perwijs (Nijvel),Gilberte,Vrouwelijk,08/28/2019
Charleroi,Alonzo,Mannelijk,09/07/2019
Zottegem,Jeannette,Vrouwelijk,08/21/2019
Merelbeke,Joanna,Vrouwelijk,10/13/2019
Evergem,Rutger,Mannelijk,08/23/2019
Beersel,Pierre,Mannelijk,08/29/2019
De Haan,Peter,Mannelijk,08/20/2019
Brugge,Cecilia,Vrouwelijk,09/03/2019
Haacht,Sanne,Vrouwelijk,08/27/2019
Schaarbeek,Achraf,Mannelijk,08/29/2019
Assesse,Emmanuelle,Vrouwelijk,08/24/2019
Mechelen,Toon,Mannelijk,09/07/2019
Edingen,Frédéric,Mannelijk,09/02/2019
Hasselt,Milo,Mannelijk,09/18/2019
Houthalen-Helchteren,Werner,Mannelijk,08/23/2019
Zandhoven,Maria,Vrouwelijk,08/28/2019
Aarschot,Maurice,Mannelijk,10/21/2019
Spa,Marianne,Vrouwelijk,09/09/2019
Willebroek,Irena,Vrouwelijk,09/01/2019
Thuin,Hélène,Vrouwelijk,09/07/2019
Sint-Agatha-Berchem,Mustafa,Mannelijk,08/29/2019
Merelbeke,Marie-Christine,Vrouwelijk,08/21/2019
De Haan,Hugo,Mannelijk,08/28/2019
Nazareth,Rita,Vrouwelijk,08/30/2019
Zwevegem,Jan,Mannelijk,09/07/2019
Wetteren,Lucie,Vrouwelijk,09/02/2019
Sint-Gillis-Waas,Hans,Mannelijk,09/06/2019
