gemeente,naam,geslacht,verwachte datum
Andenne,Emma,Vrouwelijk,11/11/2019
Lochristi,Sabine,Vrouwelijk,10/26/2019
Etterbeek,Evelyne,Vrouwelijk,10/19/2019
Brugge,Fien,Vrouwelijk,10/23/2019
Gembloux,Nora,Vrouwelijk,10/11/2019
Antwerpen,Julien,Mannelijk,10/13/2019
Olen,Jimmy,Mannelijk,10/25/2019
Quaregnon,Kelly,Vrouwelijk,10/23/2019
Antwerpen,Marc,Mannelijk,10/18/2019
Turnhout,Roger,Mannelijk,10/30/2019
Retie,Pascale,Vrouwelijk,10/22/2019
Middelkerke,Romain,Mannelijk,10/25/2019
Avelgem,Jonathan,Mannelijk,10/21/2019
Deerlijk,Kristof,Mannelijk,11/04/2019
Villers-la-Ville,Véronique,Vrouwelijk,10/23/2019
Hoeilaart,Michèle,Vrouwelijk,10/24/2019
Floreffe,Bernard,Mannelijk,10/21/2019
Brugge,Marcella,Vrouwelijk,10/17/2019
Ninove,Paula,Vrouwelijk,10/28/2019
Charleroi,Sophie,Vrouwelijk,10/20/2019
Haacht,Robbe,Mannelijk,10/11/2019
Saint-Nicolas (Luik),Monique,Vrouwelijk,10/22/2019
Anderlecht,Manuel,Mannelijk,10/23/2019
Luik,Raphaël,Mannelijk,11/03/2019
Zutendaal,Karin,Vrouwelijk,10/13/2019
Herentals,Amelie,Vrouwelijk,10/20/2019
Ukkel,Olivia,Vrouwelijk,10/31/2019
Thimister-Clermont,Marc,Mannelijk,10/23/2019
Kortrijk,Marc,Mannelijk,10/15/2019
Antwerpen,Coleta,Vrouwelijk,10/21/2019
Antwerpen,Guido,Mannelijk,10/15/2019
Bergen,Claudine,Vrouwelijk,11/04/2019
Mechelen,Nassim,Mannelijk,10/23/2019
Asse,Jacqueline,Vrouwelijk,10/17/2019
Niel,Annelies,Vrouwelijk,10/23/2019
Zele,Christophe,Mannelijk,10/28/2019
Niel,Kelly,Vrouwelijk,10/12/2019
Brussel,Hedi,Mannelijk,10/19/2019
Zottegem,Sofie,Vrouwelijk,10/29/2019
Sint-Lievens-Houtem,Christiaan,Mannelijk,10/12/2019
Genepiën,Patricia,Vrouwelijk,10/30/2019
Sint-Lambrechts-Woluwe,Valérie,Vrouwelijk,11/10/2019
Hasselt,Alexander,Mannelijk,10/24/2019
Zwevegem,Marleen,Vrouwelijk,10/23/2019
Tongeren,Joseph,Mannelijk,12/02/2019
Geel,Wim,Mannelijk,10/25/2019
Genk,Willy,Mannelijk,10/17/2019
Kasterlee,Lara,Vrouwelijk,10/18/2019
Sint-Gillis,Nicolas,Mannelijk,12/07/2019
Antwerpen,Cécile,Vrouwelijk,10/22/2019
Dendermonde,Lucas,Mannelijk,10/23/2019
Watermaal-Bosvoorde,Huguette,Vrouwelijk,10/28/2019
Schaarbeek,Emma,Vrouwelijk,10/13/2019
Antwerpen,Thierry,Mannelijk,11/02/2019
Eigenbrakel,François,Mannelijk,10/29/2019
Antwerpen,Mohammad,Mannelijk,10/26/2019
Zonhoven,Marijke,Vrouwelijk,10/25/2019
Bree,Catharina,Vrouwelijk,10/30/2019
Dilbeek,Karel,Mannelijk,10/20/2019
Gent,Ousmane,Mannelijk,10/21/2019
Aywaille,Charles,Mannelijk,10/23/2019
Zulte,Gaëlle,Vrouwelijk,10/27/2019
Sint-Katelijne-Waver,Kevin,Mannelijk,10/16/2019
Ham-sur-Heure-Nalinnes,Olivier,Mannelijk,10/11/2019
Willebroek,Rune,Mannelijk,10/19/2019
Tintigny,Estelle,Vrouwelijk,10/15/2019
Couvin,Kevin,Mannelijk,10/31/2019
Fosses-la-Ville,Arlette,Vrouwelijk,10/13/2019
Puurs-Sint-Amands,Werner,Mannelijk,10/30/2019
Gent,Anne,Vrouwelijk,10/22/2019
