gemeente,naam,geslacht,verwachte datum
Brecht,Rita,Vrouwelijk,01/25/2019
Oudenburg,Paul,Mannelijk,01/30/2019
Lessen,Maxime,Mannelijk,01/20/2019
Antwerpen,Simone,Vrouwelijk,01/28/2019
Waasmunster,Anne-Marie,Vrouwelijk,01/23/2019
Brussel,Saâdia,Vrouwelijk,01/25/2019
Ardooie,Walter,Mannelijk,02/24/2019
La Louvière,Lucien,Mannelijk,01/23/2019
Châtelet,Tommaso,Mannelijk,01/23/2019
Gent,Peter,Mannelijk,01/17/2019
De Panne,Frieda,Vrouwelijk,01/24/2019
Aarlen,Arthur,Mannelijk,01/18/2019
Aat,Nicolas,Mannelijk,02/07/2019
Antwerpen,Yanis,Mannelijk,01/19/2019
Knokke-Heist,Willy,Mannelijk,03/07/2019
Balen,Rita,Vrouwelijk,01/17/2019
Fosses-la-Ville,Brigitte,Vrouwelijk,01/23/2019
Schaarbeek,Suzanne,Vrouwelijk,01/18/2019
Deinze,Jan,Mannelijk,02/10/2019
Antwerpen,Ioana,Vrouwelijk,01/15/2019
Ganshoren,Pascal,Mannelijk,01/22/2019
Mechelen,Chelsea,Vrouwelijk,01/14/2019
Gent,Ellen,Vrouwelijk,01/19/2019
Antwerpen,Brigitte,Vrouwelijk,01/18/2019
Aarlen,Véronique,Vrouwelijk,01/13/2019
Eigenbrakel,Mireille,Vrouwelijk,01/29/2019
Geel,Gino,Mannelijk,02/20/2019
Herstal,Henri,Mannelijk,01/13/2019
Sambreville,Sophie,Vrouwelijk,01/20/2019
Ninove,Fien,Vrouwelijk,01/19/2019
Oudenaarde,Karel,Mannelijk,01/18/2019
Antwerpen,Koenraad,Mannelijk,01/28/2019
Lanaken,Emina,Vrouwelijk,01/21/2019
Eghezée,Sara,Vrouwelijk,01/23/2019
Frameries,Francesca,Vrouwelijk,03/08/2019
Hamme (Dendermonde),Godelieve,Vrouwelijk,02/03/2019
Glabbeek,Bernadette,Vrouwelijk,01/24/2019
Essen,Joke,Vrouwelijk,01/19/2019
Antwerpen,Astrid,Vrouwelijk,01/23/2019
Manage,Claude,Mannelijk,01/21/2019
Chimay,Bernard,Mannelijk,01/25/2019
Brussel,Juliana,Vrouwelijk,01/12/2019
Bornem,Mathis,Mannelijk,01/26/2019
Torhout,Nele,Vrouwelijk,01/23/2019
Sint-Pieters-Leeuw,Eden,Mannelijk,01/18/2019
Lubbeek,Bart,Mannelijk,02/09/2019
Bastenaken,Louise,Vrouwelijk,01/12/2019
Chapelle-lez-Herlaimont,Paulette,Vrouwelijk,01/18/2019
Schaarbeek,Imran,Mannelijk,01/21/2019
Vilvoorde,Gerrit,Mannelijk,02/06/2019
Zwevegem,Elisabeth,Vrouwelijk,01/22/2019
Sint-Gillis,Naima,Vrouwelijk,03/17/2019
Temse,Jozef,Mannelijk,01/19/2019
Essen,Joannes,Mannelijk,01/22/2019
Zaventem,Tina,Vrouwelijk,01/26/2019
Virton,Mathieu,Mannelijk,01/22/2019
Waver,Simone,Vrouwelijk,03/02/2019
Essen,Anita,Vrouwelijk,01/18/2019
Vorst (Brussel-Hoofdstad),Ilyes,Mannelijk,01/29/2019
Glabbeek,Stien,Vrouwelijk,01/20/2019
Rixensart,Nathalie,Vrouwelijk,01/12/2019
Halle (Halle-Vilvoorde),Lucia,Vrouwelijk,01/25/2019
Grâce-Hollogne,Catherine,Vrouwelijk,02/08/2019
Antwerpen,Raphaël,Mannelijk,01/13/2019
Ieper,Marc,Mannelijk,01/20/2019
Poperinge,Kristien,Vrouwelijk,01/27/2019
Kasterlee,Magdalena,Vrouwelijk,01/29/2019
Brasschaat,Godelieva,Vrouwelijk,01/20/2019
Opzullik,Stéphanie,Vrouwelijk,01/23/2019
Bonheiden,Astrid,Vrouwelijk,01/20/2019
Ans,Loïc,Mannelijk,01/18/2019
Gent,Rita,Vrouwelijk,01/20/2019
Schaarbeek,Afrim,Mannelijk,01/29/2019
Antwerpen,Esmee,Vrouwelijk,01/24/2019
Zutendaal,Sophia,Vrouwelijk,01/23/2019
Leuven,Marie-Anne,Vrouwelijk,02/13/2019
Holsbeek,Helena,Vrouwelijk,01/30/2019
Mechelen,Alfons,Mannelijk,01/18/2019
Antwerpen,Horia,Vrouwelijk,01/15/2019
Doornik,Henri,Mannelijk,01/22/2019
Koksijde,Rita,Vrouwelijk,01/18/2019
Hulshout,Jozef,Mannelijk,01/23/2019
Sint-Katelijne-Waver,Suzanna,Vrouwelijk,01/23/2019
Holsbeek,Vincent,Mannelijk,02/05/2019
Wingene,Michel,Mannelijk,01/24/2019
Tongeren,Marie,Vrouwelijk,01/22/2019
Brussel,Karim,Mannelijk,01/20/2019
Wanze,Jade,Vrouwelijk,01/20/2019
Brussel,Abou,Mannelijk,02/04/2019
Kontich,Daan,Mannelijk,01/20/2019
Komen-Waasten,Michèle,Vrouwelijk,02/10/2019
Sint-Jans-Molenbeek,Sonja,Vrouwelijk,01/30/2019
Bornem,Victorina,Vrouwelijk,01/20/2019
La Louvière,Eric,Mannelijk,02/08/2019
Luik,Léonard,Mannelijk,01/24/2019
Tielt (Tielt),Mike,Mannelijk,01/13/2019
Quiévrain,Véronique,Vrouwelijk,02/05/2019
Hoogstraten,Maria,Vrouwelijk,01/20/2019
Fontaine-l’Evêque,Giuseppina,Vrouwelijk,01/18/2019
Anderlecht,Rayan,Mannelijk,01/17/2019
Trois-Ponts,Christian,Mannelijk,01/22/2019
Kortrijk,Nicolas,Mannelijk,01/13/2019
Antwerpen,Garik,Mannelijk,01/12/2019
Mechelen,Tessa,Vrouwelijk,01/24/2019
Ham-sur-Heure-Nalinnes,Philippe,Mannelijk,01/21/2019
Brugge,Marleen,Vrouwelijk,01/24/2019
Tongeren,Rudi,Mannelijk,01/29/2019
Wijnegem,Ken,Mannelijk,01/14/2019
Antwerpen,Jawad,Mannelijk,01/13/2019
Gent,Jonathan,Mannelijk,01/19/2019
Hooglede,André,Mannelijk,01/24/2019
Essen,Kevin,Mannelijk,02/07/2019
Saint-Hubert,Véronique,Vrouwelijk,01/19/2019
Sint-Jans-Molenbeek,Youssef,Mannelijk,01/31/2019
Sambreville,Alain,Mannelijk,02/14/2019
Sint-Pieters-Woluwe,Ignace,Mannelijk,01/19/2019
Zedelgem,Geert,Mannelijk,02/10/2019
Brussel,Guy,Mannelijk,01/28/2019
Ukkel,Mouna,Vrouwelijk,01/20/2019
Lijsem,Liam,Mannelijk,01/23/2019
Ganshoren,Jean-Marie,Mannelijk,01/24/2019
Ciney,Fabrice,Mannelijk,01/12/2019
Anderlecht,Micheline,Vrouwelijk,01/20/2019
Raeren,Svenja,Vrouwelijk,01/18/2019
Oostende,William,Mannelijk,01/20/2019
Charleroi,Pellegrino,Mannelijk,01/21/2019
Erpe-Mere,Lucie,Vrouwelijk,01/20/2019
Mechelen,Frank,Mannelijk,02/04/2019
Zinnik,Fabrice,Mannelijk,01/20/2019
Hamme (Dendermonde),Marianne,Vrouwelijk,02/05/2019
Dilsen-Stokkem,Robin,Mannelijk,02/09/2019
Beveren (Sint-Niklaas),Marcel,Mannelijk,02/13/2019
Lochristi,Roland,Mannelijk,01/14/2019
Destelbergen,Nadine,Vrouwelijk,01/17/2019
Kaprijke,Wout,Mannelijk,01/26/2019
Antwerpen,Aicha,Vrouwelijk,01/24/2019
Aalst (Aalst),Ahmed,Mannelijk,01/29/2019
Gent,Willy,Mannelijk,01/23/2019
Waterloo,Patrice,Mannelijk,01/23/2019
Brasschaat,Stephania,Vrouwelijk,01/26/2019
Tremelo,Tania,Vrouwelijk,01/16/2019
Hoogstraten,Charlien,Vrouwelijk,01/31/2019
Jabbeke,Gerard,Mannelijk,02/14/2019
Sint-Pieters-Leeuw,Francis,Mannelijk,01/18/2019
Antwerpen,Margareta,Vrouwelijk,02/28/2019
Clavier,Chloé,Vrouwelijk,01/24/2019
Zottegem,Freddy,Mannelijk,01/13/2019
Dendermonde,Bruno,Mannelijk,01/21/2019
Putte,Michel,Mannelijk,01/18/2019
Brecht,Lander,Mannelijk,01/20/2019
