gemeente,naam,geslacht,verwachte datum
Antwerpen,Sidi,Mannelijk,10/17/2019
Geraardsbergen,Ilse,Vrouwelijk,10/21/2019
Maldegem,Jean-Paul,Mannelijk,10/25/2019
Zwevegem,Irène,Vrouwelijk,10/26/2019
Charleroi,Carl,Mannelijk,11/03/2019
Verviers,Marie-Laure,Vrouwelijk,11/24/2019
Bocholt,Jan,Mannelijk,11/01/2019
Charleroi,Philippe,Mannelijk,10/30/2019
Borgworm,David,Mannelijk,10/25/2019
Sint-Laureins,Maria,Vrouwelijk,11/19/2019
Gistel,Maria,Vrouwelijk,10/30/2019
Gent,Johan,Mannelijk,10/20/2019
Genk,Linda,Vrouwelijk,10/24/2019
Sint-Katelijne-Waver,Cindy,Vrouwelijk,11/02/2019
Manage,Steven,Mannelijk,10/28/2019
Gent,Charlotte,Vrouwelijk,11/02/2019
Wezembeek-Oppem,Stefan,Mannelijk,10/26/2019
Herentals,Jozefina,Vrouwelijk,10/18/2019
Ronse,Carmen,Vrouwelijk,10/23/2019
Hasselt,Tom,Mannelijk,10/29/2019
Roosdaal,Nathan,Mannelijk,11/02/2019
Sint-Jans-Molenbeek,Thomas,Mannelijk,10/22/2019
Dendermonde,Jeannine,Vrouwelijk,10/17/2019
Hotton,Didier,Mannelijk,10/30/2019
Nandrin,Thibault,Mannelijk,11/20/2019
Lasne,Bernard,Mannelijk,10/27/2019
Anderlues,Patricia,Vrouwelijk,10/26/2019
Antwerpen,Sofie,Vrouwelijk,10/30/2019
Theux,Benoît,Mannelijk,10/29/2019
Antwerpen,Anna,Vrouwelijk,11/15/2019
Elsene,Carine,Vrouwelijk,10/27/2019
Marche-en-Famenne,Marc,Mannelijk,10/26/2019
Luik,Gökhan,Mannelijk,10/30/2019
Antwerpen,Melissa,Vrouwelijk,10/29/2019
Oudenaarde,Simonna,Vrouwelijk,11/10/2019
Mortsel,David,Mannelijk,12/08/2019
Zoersel,Aline,Vrouwelijk,10/28/2019
Wezet,Sandrine,Vrouwelijk,10/29/2019
Herent,Kim,Vrouwelijk,11/07/2019
Luik,Lilia,Vrouwelijk,10/29/2019
Ieper,Sabine,Vrouwelijk,10/23/2019
Boussu,Valentina,Vrouwelijk,10/27/2019
Wevelgem,Ilse,Vrouwelijk,10/31/2019
Zwevegem,Vincent,Mannelijk,11/05/2019
Schilde,Maria,Vrouwelijk,11/20/2019
Borgloon,Lucas,Mannelijk,10/27/2019
Tessenderlo,Andrea,Vrouwelijk,10/30/2019
Amay,Valérie,Vrouwelijk,10/31/2019
Zulte,Elza,Vrouwelijk,10/30/2019
Juprelle,Manon,Vrouwelijk,11/01/2019
Ham-sur-Heure-Nalinnes,Michel,Mannelijk,11/18/2019
Brugge,Geert,Mannelijk,11/02/2019
Nandrin,Céline,Vrouwelijk,10/23/2019
Brussel,Pietro,Mannelijk,10/19/2019
Tessenderlo,Kato,Vrouwelijk,12/08/2019
Ronse,Gino,Mannelijk,10/30/2019
Lanaken,Nore,Vrouwelijk,11/04/2019
Sprimont,Audrey,Vrouwelijk,10/19/2019
Herve,Christopher,Mannelijk,12/21/2019
Wuustwezel,Jordi,Mannelijk,10/27/2019
Fleurus,Nina,Vrouwelijk,11/02/2019
Oostende,Lou,Vrouwelijk,11/17/2019
