gemeente,naam,geslacht,verwachte datum
Bergen,José,Mannelijk,07/17/2019
Chaumont-Gistoux,Nathan,Mannelijk,07/10/2019
Thuin,Louise,Vrouwelijk,07/08/2019
Kraainem,Thierry,Mannelijk,07/12/2019
Schoten,Janne,Vrouwelijk,07/21/2019
Ronse,Mounira,Vrouwelijk,07/07/2019
Herent,Karlien,Vrouwelijk,07/22/2019
Aalter,Josephine,Vrouwelijk,07/05/2019
Denderleeuw,Charles,Mannelijk,07/13/2019
Aartselaar,Marcella,Vrouwelijk,07/05/2019
Schoten,Christiane,Vrouwelijk,07/11/2019
Blankenberge,Gustaaf,Mannelijk,08/03/2019
Doornik,Antoine,Mannelijk,07/13/2019
Sprimont,Charlotte,Vrouwelijk,09/02/2019
’s Gravenbrakel,Lucas,Mannelijk,07/15/2019
Brugge,Liliane,Vrouwelijk,07/28/2019
Anderlecht,Jacqueline,Vrouwelijk,07/22/2019
Maasmechelen,Stefan,Mannelijk,08/02/2019
Sint-Gillis-Waas,Martin,Mannelijk,07/31/2019
Seraing,Ivan,Mannelijk,07/13/2019
Tongeren,Karolien,Vrouwelijk,07/14/2019
Tongeren,Peter,Mannelijk,07/10/2019
Moerbeke (Gent),Danny,Mannelijk,07/14/2019
Maasmechelen,Jan,Mannelijk,07/10/2019
Antwerpen,Damian,Mannelijk,09/01/2019
Manage,Angelo,Mannelijk,07/09/2019
Hove (Antwerpen),Veerle,Vrouwelijk,07/10/2019
Aat,Axel,Mannelijk,07/20/2019
Thuin,Jean,Mannelijk,07/08/2019
Genk,Yassine,Mannelijk,07/09/2019
Izegem,Liliane,Vrouwelijk,07/14/2019
Lubbeek,Aurélie,Vrouwelijk,07/31/2019
Heusden-Zolder,Leon,Mannelijk,07/18/2019
Oudergem,Jean,Mannelijk,07/02/2019
Menen,Alexine,Vrouwelijk,07/12/2019
Machelen (Halle-Vilvoorde),Marwa,Vrouwelijk,07/09/2019
Bergen,Christiane,Vrouwelijk,07/22/2019
Opwijk,Claude,Mannelijk,07/13/2019
Antwerpen,Lisa,Vrouwelijk,07/15/2019
Sint-Jans-Molenbeek,Adrian,Mannelijk,07/10/2019
Verviers,Emilie,Vrouwelijk,07/04/2019
Aarlen,Lucien,Mannelijk,07/30/2019
Oud-Heverlee,Christiaan,Mannelijk,07/13/2019
Zulte,Cecile,Vrouwelijk,07/21/2019
Eghezée,Gaëtan,Mannelijk,07/14/2019
Anhée,Clara,Vrouwelijk,07/04/2019
Denderleeuw,Freddy,Mannelijk,08/02/2019
Gent,Kaat,Vrouwelijk,07/14/2019
Nijlen,Joanna,Vrouwelijk,07/06/2019
Puurs-Sint-Amands,Elke,Vrouwelijk,08/08/2019
Antwerpen,Yana,Vrouwelijk,07/21/2019
Hasselt,Brigitte,Vrouwelijk,07/14/2019
Kortemark,Joke,Vrouwelijk,07/14/2019
Ciney,Arthur,Mannelijk,07/20/2019
Halle (Halle-Vilvoorde),Loïc,Mannelijk,07/12/2019
