gemeente,naam,geslacht,verwachte datum
Anderlecht,Fatima,Vrouwelijk,07/24/2019
Asse,Jade,Vrouwelijk,07/15/2019
Anderlecht,Konrad,Mannelijk,07/04/2019
Asse,Tom,Mannelijk,07/09/2019
Koekelare,Erik,Mannelijk,06/29/2019
Zelzate,Vera,Vrouwelijk,06/29/2019
Staden,Bram,Mannelijk,08/22/2019
Aalst (Aalst),Noura,Vrouwelijk,07/13/2019
Floreffe,Grégory,Mannelijk,06/29/2019
Pelt,Inge,Vrouwelijk,07/30/2019
Keerbergen,Kamiel,Mannelijk,07/11/2019
Brugge,Maxime,Mannelijk,06/30/2019
Antwerpen,Maria,Vrouwelijk,07/24/2019
Westerlo,Michel,Mannelijk,07/12/2019
Aarlen,Christelle,Vrouwelijk,07/13/2019
Eigenbrakel,Rolande,Vrouwelijk,07/05/2019
Binche,Leonardo,Mannelijk,07/12/2019
Lennik,Raymond,Mannelijk,07/18/2019
Kortenaken,Gert,Mannelijk,07/06/2019
Lierneux,Sonia,Vrouwelijk,07/08/2019
Gent,Fatma,Vrouwelijk,07/04/2019
La Louvière,Mathieu,Mannelijk,06/29/2019
Willebroek,Enes,Mannelijk,07/15/2019
Arendonk,Felix,Mannelijk,07/08/2019
Maaseik,Robin,Mannelijk,07/05/2019
Gent,Mohamed,Mannelijk,07/07/2019
Maasmechelen,Mustafa,Mannelijk,07/02/2019
Kortemark,Maarten,Mannelijk,07/09/2019
Doornik,Bryan,Mannelijk,07/08/2019
Geel,Kenzo,Mannelijk,07/06/2019
Antwerpen,Sevim,Vrouwelijk,07/12/2019
Quaregnon,Emilie,Vrouwelijk,07/16/2019
Bornem,Chloë,Vrouwelijk,06/28/2019
Dilsen-Stokkem,Salvatore,Mannelijk,06/29/2019
Oudergem,Evelyne,Vrouwelijk,07/13/2019
Frameries,Maria,Vrouwelijk,07/05/2019
Ans,Bastien,Mannelijk,06/26/2019
Maaseik,Jasper,Mannelijk,07/07/2019
Seraing,Edith,Vrouwelijk,07/08/2019
Pepinster,Eloïse,Vrouwelijk,07/14/2019
Namen,Océane,Vrouwelijk,07/03/2019
Walcourt,Jean-Pol,Mannelijk,07/02/2019
Luik,Monique,Vrouwelijk,06/29/2019
Elsene,Sacha,Mannelijk,07/15/2019
Sint-Lambrechts-Woluwe,Jacqueline,Vrouwelijk,06/27/2019
Vorselaar,Melissa,Vrouwelijk,07/05/2019
Bertem,Jens,Mannelijk,07/15/2019
Sint-Pieters-Woluwe,Erwin,Mannelijk,07/12/2019
Fléron,Bastien,Mannelijk,07/04/2019
Heers,Godelieve,Vrouwelijk,07/27/2019
Schaarbeek,Halil,Mannelijk,07/11/2019
Sint-Katelijne-Waver,Willem,Mannelijk,06/29/2019
Kalmthout,Machteld,Vrouwelijk,07/10/2019
Aalst (Aalst),Kevin,Mannelijk,07/02/2019
Kortenaken,Martine,Vrouwelijk,06/28/2019
Rumst,Marleen,Vrouwelijk,07/24/2019
Ravels,Josephus,Mannelijk,07/17/2019
Tubeke,Rachel,Vrouwelijk,07/03/2019
Bonheiden,Francina,Vrouwelijk,08/19/2019
Lanaken,Jozef,Mannelijk,06/30/2019
Antwerpen,Katja,Vrouwelijk,07/04/2019
Diksmuide,Willy,Mannelijk,07/29/2019
Wemmel,Ewa,Vrouwelijk,07/08/2019
Temse,Arthur,Mannelijk,07/14/2019
Steenokkerzeel,Christophe,Mannelijk,06/26/2019
Stabroek,Birgit,Vrouwelijk,07/03/2019
Jette,Frédéric,Mannelijk,07/04/2019
Ottignies-Louvain-la-Neuve,Anne,Vrouwelijk,07/05/2019
Estaimpuis,Vincent,Mannelijk,07/11/2019
Hemiksem,Julien,Mannelijk,07/13/2019
Ukkel,Marie,Vrouwelijk,07/07/2019
Halle (Halle-Vilvoorde),Bilal,Mannelijk,06/27/2019
Ukkel,Younes,Mannelijk,07/17/2019
Affligem,John,Mannelijk,07/02/2019
Leuven,Marijn,Mannelijk,07/11/2019
Hasselt,Magda,Vrouwelijk,07/08/2019
Edingen,Ilse,Vrouwelijk,07/01/2019
Bredene,Eddy,Mannelijk,07/07/2019
Gent,Griet,Vrouwelijk,07/04/2019
Gent,Sonia,Vrouwelijk,07/12/2019
Charleroi,Elsa,Vrouwelijk,07/16/2019
Brussel,Yan,Vrouwelijk,07/07/2019
Peer,Erik,Mannelijk,07/01/2019
Roosdaal,Patrick,Mannelijk,07/01/2019
Gent,Ine,Vrouwelijk,07/12/2019
Heist-op-den-Berg,Christiaan,Mannelijk,07/11/2019
Overijse,Robin,Mannelijk,07/05/2019
Bierbeek,Eric,Mannelijk,07/07/2019
Riemst,Kristof,Mannelijk,07/13/2019
Antwerpen,Lina,Vrouwelijk,07/09/2019
Lievegem,Erik,Mannelijk,07/03/2019
Zwevegem,Jeannette,Vrouwelijk,07/19/2019
Bilzen,Tim,Mannelijk,06/26/2019
Antwerpen,Ingrid,Vrouwelijk,07/08/2019
Beyne-Heusay,Serge,Mannelijk,07/11/2019
Sprimont,Gilles,Mannelijk,07/03/2019
Temse,Hilde,Vrouwelijk,07/07/2019
Libin,Louise,Vrouwelijk,07/08/2019
Lier,Dirk,Mannelijk,07/13/2019
Antwerpen,Hamza,Mannelijk,07/22/2019
Gistel,Jurgen,Mannelijk,06/27/2019
Brussel,Monika,Vrouwelijk,07/06/2019
Keerbergen,Barbara,Vrouwelijk,07/09/2019
Stekene,Nikki,Vrouwelijk,07/02/2019
Diest,Luc,Mannelijk,07/21/2019
Seraing,André,Mannelijk,07/04/2019
Bilzen,Anna,Vrouwelijk,08/12/2019
Antwerpen,Charlene,Vrouwelijk,07/03/2019
Antwerpen,Harun,Mannelijk,07/10/2019
Wevelgem,Antoine,Mannelijk,07/25/2019
Avelgem,Ludovic,Mannelijk,07/01/2019
Gavere,Linda,Vrouwelijk,07/09/2019
Bergen,Cristina,Vrouwelijk,07/09/2019
Fernelmont,Olivier,Mannelijk,07/23/2019
Luik,David,Mannelijk,06/27/2019
Oostende,Olivier,Mannelijk,07/05/2019
Lasne,Paul,Mannelijk,07/11/2019
Chapelle-lez-Herlaimont,Marcel,Mannelijk,07/29/2019
Antwerpen,Marc,Mannelijk,07/08/2019
Menen,Julie,Vrouwelijk,07/09/2019
Nieuwpoort,Liliane,Vrouwelijk,07/06/2019
Gent,Benita,Vrouwelijk,07/08/2019
Tubeke,Caroline,Vrouwelijk,07/05/2019
Wezet,Clara,Vrouwelijk,07/16/2019
Antwerpen,Natalie,Vrouwelijk,08/31/2019
Morlanwelz,Stéphane,Mannelijk,07/14/2019
Aalter,Thibo,Mannelijk,07/11/2019
Haacht,Daan,Mannelijk,07/15/2019
Rixensart,Chantal,Vrouwelijk,07/10/2019
Dendermonde,Maurice,Mannelijk,07/09/2019
Charleroi,Rayane,Mannelijk,07/04/2019
Deinze,Nancy,Vrouwelijk,07/01/2019
Zwijndrecht,Veerle,Vrouwelijk,07/14/2019
Brussel,Richard,Mannelijk,07/03/2019
Kelmis,Nikolaus,Mannelijk,07/15/2019
Erquelinnes,Madeleine,Vrouwelijk,07/14/2019
Aalst (Aalst),Nele,Vrouwelijk,07/11/2019
Gent,Sara,Vrouwelijk,07/19/2019
Chapelle-lez-Herlaimont,Jocelyne,Vrouwelijk,07/03/2019
Anderlecht,Mariia,Vrouwelijk,07/06/2019
Sint-Jans-Molenbeek,Andrea,Vrouwelijk,06/26/2019
Luik,Fernande,Vrouwelijk,08/17/2019
Brussel,Nicolas,Mannelijk,07/07/2019
Kortessem,Jana,Vrouwelijk,07/16/2019
Machelen (Halle-Vilvoorde),Pascal,Mannelijk,06/27/2019
Antwerpen,Lisa,Vrouwelijk,06/26/2019
Houyet,Augustin,Mannelijk,07/13/2019
Ciney,Martine,Vrouwelijk,06/27/2019
Schaarbeek,Annelies,Vrouwelijk,07/13/2019
Jalhay,Stéphanie,Vrouwelijk,07/08/2019
Lummen,Anne,Vrouwelijk,07/28/2019
Hemiksem,Hans,Mannelijk,07/06/2019
Doornik,Lara,Vrouwelijk,07/03/2019
Brecht,Thomas,Mannelijk,07/03/2019
Brussel,Oscar,Mannelijk,06/30/2019
Deinze,Mario,Mannelijk,07/06/2019
Aarschot,Benjamin,Mannelijk,07/03/2019
Hasselt,Karine,Vrouwelijk,07/06/2019
Beloeil,Benoît,Mannelijk,07/04/2019
Lessen,Timothy,Mannelijk,07/03/2019
Brussel,Mihai,Mannelijk,08/05/2019
Ninove,Pierre,Mannelijk,07/04/2019
Herentals,Lowie,Mannelijk,06/26/2019
Bredene,Nora,Vrouwelijk,07/07/2019
Doornik,François,Mannelijk,07/08/2019
Leuven,Dirk,Mannelijk,07/09/2019
Ronse,Emmanuel,Mannelijk,07/14/2019
Ieper,Klaas,Mannelijk,06/26/2019
Lommel,Ahmet,Mannelijk,07/15/2019
Evere,Julie,Vrouwelijk,06/28/2019
Evergem,Léon,Mannelijk,07/29/2019
Ronse,Stijn,Mannelijk,07/07/2019
Kapellen (Antwerpen),Marc,Mannelijk,06/30/2019
Lille,Hugo,Mannelijk,07/03/2019
Antoing,Anita,Vrouwelijk,07/06/2019
Heist-op-den-Berg,Amanda,Vrouwelijk,07/08/2019
Flémalle,Isabelle,Vrouwelijk,07/15/2019
Trooz,Charline,Vrouwelijk,07/30/2019
Profondeville,Robin,Mannelijk,07/07/2019
Watermaal-Bosvoorde,Madeleine,Vrouwelijk,07/03/2019
Wetteren,Wim,Mannelijk,07/12/2019
Lier,Ivonne,Vrouwelijk,07/14/2019
Aalst (Aalst),François,Mannelijk,06/29/2019
Moeskroen,Dominique,Mannelijk,07/02/2019
Beveren (Sint-Niklaas),Ingrid,Vrouwelijk,07/06/2019
Sint-Agatha-Berchem,Bernadette,Vrouwelijk,07/11/2019
Soumagne,Josette,Vrouwelijk,07/09/2019
Wezembeek-Oppem,Gérald,Mannelijk,07/01/2019
Aartselaar,Danny,Mannelijk,07/08/2019
Gistel,Eric,Mannelijk,06/27/2019
Mechelen,Ana,Vrouwelijk,07/07/2019
Aalst (Aalst),Lutgarde,Vrouwelijk,07/09/2019
Sambreville,Alessandro,Mannelijk,07/08/2019
Colfontaine,Fabian,Mannelijk,07/10/2019
Puurs-Sint-Amands,Pauline,Vrouwelijk,07/05/2019
Pelt,Daisy,Vrouwelijk,07/03/2019
Binche,Sabrina,Vrouwelijk,06/29/2019
Ninove,Nathalie,Vrouwelijk,07/01/2019
Brussel,Vincent,Mannelijk,07/06/2019
Jette,Ariana,Vrouwelijk,07/18/2019
Bergen,Liliane,Vrouwelijk,07/03/2019
Waver,Joseph,Mannelijk,07/03/2019
Peer,Kristof,Mannelijk,07/09/2019
Turnhout,Maria,Vrouwelijk,07/17/2019
Pepinster,Margaux,Vrouwelijk,07/01/2019
Komen-Waasten,David,Mannelijk,07/10/2019
Antwerpen,Luc,Mannelijk,07/03/2019
Charleroi,Luca,Mannelijk,07/15/2019
Oostende,Erik,Mannelijk,06/29/2019
Sint-Gillis,Willem,Mannelijk,07/09/2019
Schilde,Luc,Mannelijk,07/06/2019
Affligem,Ann,Vrouwelijk,06/30/2019
Beveren (Sint-Niklaas),Conny,Vrouwelijk,07/04/2019
