gemeente,naam,geslacht,verwachte datum
Knokke-Heist,Ben,Mannelijk,01/18/2019
Poperinge,Astrid,Vrouwelijk,01/08/2019
De Pinte,Luc,Mannelijk,01/05/2019
Brussel,Elise,Vrouwelijk,01/09/2019
Sint-Pieters-Leeuw,Herman,Mannelijk,01/11/2019
Schilde,Stefaan,Mannelijk,01/09/2019
Brussel,Fatima,Vrouwelijk,01/15/2019
Seraing,Manon,Vrouwelijk,02/01/2019
Overijse,Els,Vrouwelijk,01/17/2019
Dour,Paulette,Vrouwelijk,01/11/2019
Bertogne,Hélène,Vrouwelijk,01/19/2019
Jette,Patrick,Mannelijk,01/30/2019
Engis,Alain,Mannelijk,01/14/2019
Kapellen (Antwerpen),Evelien,Vrouwelijk,01/07/2019
Charleroi,Samuel,Mannelijk,01/18/2019
Brugge,Célestine,Vrouwelijk,01/16/2019
Walhain,Olivier,Mannelijk,01/15/2019
Thimister-Clermont,Pauline,Vrouwelijk,01/16/2019
Ronse,Adam,Mannelijk,01/13/2019
Court-Saint-Etienne,Danielle,Vrouwelijk,01/10/2019
Dinant,Bernard,Mannelijk,01/19/2019
Antwerpen,Ilyas,Mannelijk,01/15/2019
Gistel,Christine,Vrouwelijk,01/16/2019
Lievegem,Georges,Mannelijk,01/13/2019
Andenne,Noam,Mannelijk,01/18/2019
Viroinval,Catherine,Vrouwelijk,01/12/2019
Frameries,Jean-Pierre,Mannelijk,01/10/2019
Boom,Tom,Mannelijk,01/15/2019
Ichtegem,Freddy,Mannelijk,01/17/2019
Antwerpen,Gisèle,Vrouwelijk,01/18/2019
Charleroi,Olivier,Mannelijk,01/13/2019
Walcourt,Juliette,Vrouwelijk,01/14/2019
Turnhout,Caroline,Vrouwelijk,01/13/2019
Anderlecht,Roger,Mannelijk,01/08/2019
Chastre,Isabelle,Vrouwelijk,01/11/2019
Leuven,Natasja,Vrouwelijk,01/15/2019
Jemeppe-sur-Sambre,Laetitia,Vrouwelijk,01/05/2019
Walhain,Lucie,Vrouwelijk,03/04/2019
Zwevegem,Davy,Mannelijk,01/23/2019
Waver,Laura,Vrouwelijk,01/03/2019
Brussel,Bouchra,Vrouwelijk,01/03/2019
Antwerpen,Karel,Mannelijk,01/18/2019
Turnhout,Davy,Mannelijk,01/19/2019
