gemeente,naam,geslacht,verwachte datum
Antwerpen,Amir,Mannelijk,03/01/2019
Mechelen,Marina,Vrouwelijk,03/03/2019
Antwerpen,Paul,Mannelijk,03/04/2019
Quaregnon,Matteo,Mannelijk,03/10/2019
Gent,Darina,Vrouwelijk,03/01/2019
Westerlo,Roger,Mannelijk,03/09/2019
Assenede,Vic,Mannelijk,04/02/2019
Brugge,Gilberte,Vrouwelijk,03/06/2019
Beersel,Joris,Mannelijk,03/08/2019
Courcelles,Sarah,Vrouwelijk,03/02/2019
Genk,John,Mannelijk,03/04/2019
Antwerpen,Danny,Mannelijk,03/04/2019
Gistel,Lionel,Mannelijk,02/21/2019
Wetteren,Marc,Mannelijk,02/22/2019
Zedelgem,Philippe,Mannelijk,02/28/2019
Zelzate,Marnix,Mannelijk,02/25/2019
Deinze,Kurt,Mannelijk,03/07/2019
Libin,Julie,Vrouwelijk,03/06/2019
Knokke-Heist,Jill,Vrouwelijk,03/23/2019
Malle,Ludovicus,Mannelijk,03/02/2019
Vaux-sur-Sûre,Marc,Mannelijk,02/27/2019
Beloeil,Justine,Vrouwelijk,03/08/2019
Middelkerke,Bart,Mannelijk,04/09/2019
Zoersel,Rosalia,Vrouwelijk,03/01/2019
Ingelmunster,Michel,Mannelijk,03/19/2019
Bergen,Leyla,Vrouwelijk,02/20/2019
Mortsel,Mario,Mannelijk,03/06/2019
Aarschot,Kelly,Vrouwelijk,02/28/2019
Lede,Nadine,Vrouwelijk,03/21/2019
Heusden-Zolder,Valentino,Mannelijk,03/11/2019
Virton,Madeleine,Vrouwelijk,03/11/2019
Hoeselt,Jean,Mannelijk,03/02/2019
Antwerpen,Narjiss,Vrouwelijk,03/09/2019
Hasselt,Bram,Mannelijk,02/27/2019
Pelt,Hendrik,Mannelijk,03/17/2019
Andenne,Christelle,Vrouwelijk,02/26/2019
La Louvière,Damiano,Mannelijk,02/28/2019
Baelen,René,Mannelijk,03/13/2019
Grimbergen,Liliane,Vrouwelijk,02/21/2019
Juprelle,Michèle,Vrouwelijk,03/10/2019
Eigenbrakel,Francis,Mannelijk,03/04/2019
Merksplas,Emiel,Mannelijk,02/27/2019
Waregem,Marie,Vrouwelijk,03/09/2019
Leuven,Dominique,Vrouwelijk,02/25/2019
Borgloon,Johnny,Mannelijk,03/06/2019
Borgworm,Sam,Mannelijk,03/04/2019
Gent,Bart,Mannelijk,03/03/2019
Marche-en-Famenne,Anne,Vrouwelijk,03/09/2019
Nijvel,Claudine,Vrouwelijk,03/05/2019
Binche,Daniel,Mannelijk,03/02/2019
Laakdal,Christina,Vrouwelijk,02/26/2019
Merchtem,Maria,Vrouwelijk,02/20/2019
Londerzeel,Marc,Mannelijk,02/20/2019
Mechelen,Peter,Mannelijk,03/03/2019
Antwerpen,Muhammed,Mannelijk,02/21/2019
Aarschot,Bram,Mannelijk,03/07/2019
Bertem,Julienne,Vrouwelijk,03/05/2019
Antwerpen,Zakia,Vrouwelijk,03/10/2019
Turnhout,Henri,Mannelijk,03/07/2019
Gouvy,Jérôme,Mannelijk,03/01/2019
Torhout,Jan,Mannelijk,02/21/2019
Walcourt,Océane,Vrouwelijk,02/20/2019
Balen,Sofie,Vrouwelijk,03/07/2019
Herent,Guy,Mannelijk,03/05/2019
Moeskroen,Daniel,Mannelijk,03/19/2019
Antwerpen,Kevin,Mannelijk,03/02/2019
Oudenaarde,Evelyne,Vrouwelijk,02/27/2019
Herzele,Jessica,Vrouwelijk,03/09/2019
Eigenbrakel,Stéphanie,Vrouwelijk,03/13/2019
Herstal,Alain,Mannelijk,03/12/2019
Colfontaine,Marie,Vrouwelijk,02/23/2019
Gooik,Noah,Mannelijk,03/01/2019
Geraardsbergen,Luka,Mannelijk,03/02/2019
Beveren (Sint-Niklaas),Stefan,Mannelijk,03/21/2019
Geetbets,Jenny,Vrouwelijk,03/06/2019
Antwerpen,Adriana,Vrouwelijk,03/08/2019
Chaumont-Gistoux,Edouard,Mannelijk,03/03/2019
Wellen,Ann,Vrouwelijk,03/04/2019
Haaltert,Juliette,Vrouwelijk,03/12/2019
Moeskroen,Danielle,Vrouwelijk,03/02/2019
Berlaar,Nele,Vrouwelijk,03/03/2019
Tervuren,Johan,Mannelijk,02/21/2019
Scherpenheuvel-Zichem,Niels,Mannelijk,03/23/2019
Geel,Eva,Vrouwelijk,02/23/2019
Wingene,Cecile,Vrouwelijk,03/04/2019
Brussel,Lina,Vrouwelijk,02/27/2019
Zedelgem,Amelie,Vrouwelijk,03/07/2019
Zinnik,Sabine,Vrouwelijk,03/03/2019
Brussel,Christophe,Mannelijk,03/01/2019
Oostende,Jawad,Mannelijk,03/01/2019
Sint-Jans-Molenbeek,Nadia,Vrouwelijk,03/02/2019
Wevelgem,Philip,Mannelijk,03/15/2019
Luik,Mihai,Mannelijk,02/27/2019
Lier,Jonas,Mannelijk,03/07/2019
Etterbeek,Thomas,Mannelijk,02/24/2019
Sint-Truiden,Romaine,Vrouwelijk,02/25/2019
Riemst,Mathieu,Mannelijk,03/05/2019
Nijlen,Josée,Vrouwelijk,02/27/2019
Sint-Gillis,Jacqueline,Vrouwelijk,03/10/2019
Damme,Etienne,Mannelijk,03/22/2019
Saint-Georges-sur-Meuse,Frédéric,Mannelijk,02/22/2019
Herent,Annick,Vrouwelijk,03/05/2019
Rixensart,Viviane,Vrouwelijk,03/09/2019
Schaarbeek,Rania,Vrouwelijk,03/01/2019
Wetteren,Sarah,Vrouwelijk,02/20/2019
Luik,Cécile,Vrouwelijk,03/05/2019
Andenne,Véronique,Vrouwelijk,02/22/2019
Namen,Jeanne,Vrouwelijk,03/10/2019
Farciennes,Leïla,Vrouwelijk,02/20/2019
Andenne,Massimo,Mannelijk,02/24/2019
Wezembeek-Oppem,Martine,Vrouwelijk,03/11/2019
Edegem,Jim,Mannelijk,03/08/2019
Maaseik,Roger,Mannelijk,03/07/2019
Luik,Giuseppe,Mannelijk,02/23/2019
Sambreville,Silvia,Vrouwelijk,03/09/2019
Luik,Alice,Vrouwelijk,03/03/2019
Fauvillers,Arthur,Mannelijk,03/08/2019
