gemeente,naam,geslacht,verwachte datum
Merelbeke,Kristine,Vrouwelijk,02/27/2019
Houthalen-Helchteren,Eric,Mannelijk,03/02/2019
Landen,Kevin,Mannelijk,03/08/2019
Charleroi,Christine,Vrouwelijk,03/04/2019
Perwijs (Nijvel),Bernard,Mannelijk,03/10/2019
Ukkel,Nathalie,Vrouwelijk,03/01/2019
Moeskroen,Camille,Vrouwelijk,03/05/2019
Mechelen,Ali,Mannelijk,02/25/2019
Kortrijk,Nathalie,Vrouwelijk,03/05/2019
Sint-Gillis-Waas,Jelle,Mannelijk,03/01/2019
Ranst,Frans,Mannelijk,02/28/2019
Mechelen,Patrick,Mannelijk,03/15/2019
Chimay,Christelle,Vrouwelijk,03/10/2019
Wevelgem,Katrien,Vrouwelijk,03/10/2019
La Louvière,Muriel,Vrouwelijk,03/02/2019
Destelbergen,Johan,Mannelijk,03/09/2019
Doische,Virginie,Vrouwelijk,02/18/2019
Antwerpen,Rahma,Vrouwelijk,03/03/2019
Antwerpen,Bastiaan,Mannelijk,02/21/2019
Brugge,Ruben,Mannelijk,03/23/2019
Herzele,Dany,Mannelijk,02/27/2019
Gent,Guido,Mannelijk,03/09/2019
Brugge,Nicolas,Mannelijk,02/26/2019
Charleroi,Merve,Vrouwelijk,03/02/2019
Merelbeke,Marc,Mannelijk,02/26/2019
Oudenaarde,Ruth,Vrouwelijk,02/21/2019
Marchin,Michèle,Vrouwelijk,02/28/2019
Châtelet,Nicolas,Mannelijk,03/04/2019
Chaudfontaine,Julie,Vrouwelijk,02/25/2019
Zandhoven,Britt,Vrouwelijk,02/28/2019
Waver,Thierry,Mannelijk,02/22/2019
Sint-Pieters-Woluwe,Maria,Vrouwelijk,02/28/2019
Tremelo,Nora,Vrouwelijk,03/05/2019
Evere,Pascal,Mannelijk,03/06/2019
Courcelles,Sébastien,Mannelijk,02/18/2019
Luik,Alphonse,Mannelijk,03/10/2019
Sint-Lambrechts-Woluwe,Edouard,Mannelijk,02/27/2019
Antwerpen,Meïr,Mannelijk,04/01/2019
Bredene,Hugo,Mannelijk,03/05/2019
Couvin,Marie,Vrouwelijk,02/26/2019
Namen,Esra,Vrouwelijk,03/01/2019
Ciney,Véronique,Vrouwelijk,03/03/2019
Sprimont,Vincent,Mannelijk,03/01/2019
Vilvoorde,Alain,Mannelijk,02/26/2019
Manage,Carmela,Vrouwelijk,02/25/2019
Verviers,Mireille,Vrouwelijk,04/08/2019
Balen,Bieke,Vrouwelijk,02/19/2019
Grobbendonk,Lucia,Vrouwelijk,03/04/2019
Walcourt,Andrée,Vrouwelijk,03/05/2019
Namen,Daniel,Mannelijk,03/18/2019
Diest,Thierry,Mannelijk,02/20/2019
Genk,Merve,Vrouwelijk,02/20/2019
Welkenraedt,Dany,Mannelijk,03/08/2019
Schoten,Tine,Vrouwelijk,03/02/2019
Zinnik,Ophélie,Vrouwelijk,02/28/2019
Aalst (Aalst),Cathy,Vrouwelijk,02/25/2019
Lessen,Carl,Mannelijk,03/10/2019
Le Roeulx,Anne,Vrouwelijk,03/03/2019
Genk,Suzanne,Vrouwelijk,03/02/2019
Sint-Niklaas (Sint-Niklaas),Mauro,Mannelijk,02/25/2019
Antwerpen,Mariam,Vrouwelijk,03/10/2019
Ninove,Jo,Mannelijk,03/12/2019
Momignies,Willy,Mannelijk,03/04/2019
Namen,Luc,Mannelijk,02/24/2019
Luik,Annie,Vrouwelijk,03/01/2019
Haaltert,Steven,Mannelijk,03/01/2019
Leuven,An,Vrouwelijk,03/15/2019
Saint-Ghislain,Maud,Vrouwelijk,03/01/2019
Essen,Nele,Vrouwelijk,02/23/2019
Antwerpen,Georgette,Vrouwelijk,03/01/2019
Ukkel,Marianna,Vrouwelijk,03/21/2019
Courcelles,Charles,Mannelijk,02/20/2019
Nandrin,Georges,Mannelijk,03/14/2019
Aalst (Aalst),Hugo,Mannelijk,03/04/2019
Antwerpen,Wannes,Mannelijk,03/04/2019
Herentals,Marjolein,Vrouwelijk,02/27/2019
Walcourt,Claude,Mannelijk,03/01/2019
Melle,Marie,Vrouwelijk,03/02/2019
Maasmechelen,Frans,Mannelijk,02/28/2019
’s Gravenbrakel,Lorenzo,Mannelijk,02/25/2019
Florennes,Mégane,Vrouwelijk,03/02/2019
Boussu,Jean-Pierre,Mannelijk,02/22/2019
Moorslede,Stijn,Mannelijk,03/03/2019
Ganshoren,Edouard,Mannelijk,03/01/2019
Deinze,Bernadette,Vrouwelijk,03/03/2019
Nijlen,Benedictus,Mannelijk,02/20/2019
Aalter,Geert,Mannelijk,03/03/2019
Aalst (Aalst),Elisabeth,Vrouwelijk,03/21/2019
Bergen,Sébastien,Mannelijk,02/24/2019
Fontaine-l’Evêque,Selena,Vrouwelijk,03/04/2019
Antwerpen,Sekou,Mannelijk,03/09/2019
Sint-Katelijne-Waver,Luc,Mannelijk,02/26/2019
Bree,Michel,Mannelijk,03/08/2019
Oudsbergen,José,Vrouwelijk,03/19/2019
’s Gravenbrakel,Claude,Mannelijk,02/19/2019
Luik,Jean-Pierre,Mannelijk,03/02/2019
Knokke-Heist,Angelo,Mannelijk,03/08/2019
Hasselt,Eline,Vrouwelijk,02/19/2019
Bilzen,Gerda,Vrouwelijk,03/17/2019
Verlaine,Jacqueline,Vrouwelijk,02/18/2019
Verviers,Gilbert,Mannelijk,03/03/2019
Ronse,Sylvie,Vrouwelijk,03/08/2019
Oudergem,Romain,Mannelijk,03/17/2019
Diepenbeek,An,Vrouwelijk,03/10/2019
Dilbeek,Georgette,Vrouwelijk,03/19/2019
Sint-Jans-Molenbeek,Romayssa,Vrouwelijk,02/19/2019
Anhée,David,Mannelijk,02/26/2019
Knokke-Heist,Bart,Mannelijk,02/28/2019
Chaudfontaine,Serge,Mannelijk,03/23/2019
Middelkerke,Marie,Vrouwelijk,02/24/2019
Bilzen,Sander,Mannelijk,02/24/2019
Antwerpen,Raoul,Mannelijk,02/27/2019
Lommel,Herman,Mannelijk,03/03/2019
Dendermonde,Jenny,Vrouwelijk,02/20/2019
Brugge,Rosette,Vrouwelijk,02/21/2019
Borgworm,Michel,Mannelijk,02/28/2019
Geraardsbergen,Karin,Vrouwelijk,03/07/2019
Sint-Truiden,René,Mannelijk,02/28/2019
Antwerpen,Marnix,Mannelijk,03/12/2019
Luik,Gilbert,Mannelijk,03/03/2019
Grimbergen,Wim,Mannelijk,03/07/2019
Oud-Turnhout,Gustaaf,Mannelijk,03/09/2019
Aartselaar,Maria,Vrouwelijk,03/01/2019
Maaseik,Mathilde,Vrouwelijk,02/27/2019
Courcelles,Lenny,Mannelijk,02/25/2019
Tielt (Tielt),Wout,Mannelijk,02/18/2019
Lochristi,Karel,Mannelijk,03/13/2019
Mechelen,Brigitte,Vrouwelijk,03/05/2019
Zele,Elias,Mannelijk,03/19/2019
Steenokkerzeel,Lucien,Mannelijk,03/05/2019
Sint-Jans-Molenbeek,Jeannine,Vrouwelijk,03/07/2019
Sint-Gillis,Andréa,Vrouwelijk,03/08/2019
Torhout,Charlotte,Vrouwelijk,03/04/2019
Geraardsbergen,Simonne,Vrouwelijk,02/22/2019
Eupen,Hermann,Mannelijk,02/28/2019
Seneffe,Gaëtan,Mannelijk,02/25/2019
Beveren (Sint-Niklaas),Elisabeth,Vrouwelijk,02/25/2019
Antwerpen,Beata,Vrouwelijk,03/21/2019
Zaventem,David,Mannelijk,02/20/2019
Dilbeek,Ginette,Vrouwelijk,03/02/2019
Grimbergen,Caroline,Vrouwelijk,03/02/2019
Pelt,Roy,Mannelijk,02/25/2019
Geel,Ria,Vrouwelijk,02/19/2019
Oostkamp,Irma,Vrouwelijk,03/10/2019
Antwerpen,Sara,Vrouwelijk,03/22/2019
Houthalen-Helchteren,Fien,Vrouwelijk,02/21/2019
Moerbeke (Gent),Christiane,Vrouwelijk,03/05/2019
Poperinge,Jan,Mannelijk,03/20/2019
Mol,Ann,Vrouwelijk,02/25/2019
Tienen,Nelly,Vrouwelijk,03/10/2019
Roeselare,Michaël,Mannelijk,02/26/2019
Edegem,Olivier,Mannelijk,03/08/2019
Hannuit,Pierre,Mannelijk,03/05/2019
Hasselt,Bart,Mannelijk,02/24/2019
Borgworm,Christian,Mannelijk,02/26/2019
Dilbeek,Sébastien,Mannelijk,02/28/2019
Doornik,Martine,Vrouwelijk,02/27/2019
Verviers,Jacqueline,Vrouwelijk,02/27/2019
Mol,Leen,Vrouwelijk,02/19/2019
Genk,Alexandra,Vrouwelijk,02/23/2019
Péruwelz,Romain,Mannelijk,02/27/2019
Westerlo,Ronny,Mannelijk,02/27/2019
Mettet,Martine,Vrouwelijk,02/19/2019
Keerbergen,Christine,Vrouwelijk,03/09/2019
Grimbergen,Ivo,Mannelijk,03/07/2019
Assesse,Noah,Mannelijk,03/20/2019
Lebbeke,Sarah,Vrouwelijk,03/01/2019
Gerpinnes,Salvatore,Mannelijk,02/25/2019
Nijvel,Elodie,Vrouwelijk,03/24/2019
Leuze-en-Hainaut,Bruno,Mannelijk,03/15/2019
Floreffe,Dominique,Vrouwelijk,03/18/2019
Verviers,Emile,Mannelijk,03/01/2019
Sint-Katelijne-Waver,Elise,Vrouwelijk,02/26/2019
Sint-Lambrechts-Woluwe,Eléonore,Vrouwelijk,02/24/2019
