gemeente,naam,geslacht,verwachte datum
Beersel,Philippe,Mannelijk,07/04/2019
Pelt,Hubert,Mannelijk,06/28/2019
Rotselaar,Bart,Mannelijk,06/29/2019
Chapelle-lez-Herlaimont,Christian,Mannelijk,06/28/2019
Antwerpen,Hendrika,Vrouwelijk,07/01/2019
Turnhout,Maria,Vrouwelijk,06/30/2019
Deinze,Luc,Mannelijk,06/27/2019
Harelbeke,Naomi,Vrouwelijk,07/11/2019
Zwijndrecht,Jordi,Mannelijk,06/23/2019
Genk,Anne,Vrouwelijk,06/25/2019
Schaarbeek,Yannick,Mannelijk,06/24/2019
Jemeppe-sur-Sambre,Maria,Vrouwelijk,06/26/2019
Dilsen-Stokkem,Nadine,Vrouwelijk,07/04/2019
Luik,Rosa,Vrouwelijk,07/12/2019
Zoersel,Wouter,Mannelijk,06/25/2019
Eigenbrakel,Hugo,Mannelijk,06/25/2019
Koekelberg,Jean,Mannelijk,07/01/2019
Mechelen,Ilke,Vrouwelijk,07/04/2019
Charleroi,Sonia,Vrouwelijk,07/03/2019
Tubeke,Giuseppina,Vrouwelijk,07/11/2019
Charleroi,Françoise,Vrouwelijk,06/22/2019
Antwerpen,Neomi,Vrouwelijk,06/26/2019
Péruwelz,Paulette,Vrouwelijk,06/21/2019
Ukkel,Pierre,Mannelijk,06/14/2019
Kontich,Axl,Mannelijk,06/26/2019
Ukkel,Maria,Vrouwelijk,06/23/2019
Geldenaken,Lucas,Mannelijk,07/16/2019
Spiere-Helkijn,Henri,Mannelijk,06/18/2019
Zaventem,Ilham,Vrouwelijk,06/28/2019
Beveren (Sint-Niklaas),Emiel,Mannelijk,06/30/2019
Moeskroen,Dimitri,Mannelijk,06/25/2019
Aywaille,Jean,Mannelijk,06/14/2019
Aalst (Aalst),Pedro,Mannelijk,06/25/2019
La Louvière,Quentin,Mannelijk,06/22/2019
Les Bons Villers,Véronique,Vrouwelijk,07/04/2019
Nijvel,Fabienne,Vrouwelijk,07/11/2019
Kampenhout,Robbe,Mannelijk,06/23/2019
Moeskroen,Jean-Christophe,Mannelijk,06/22/2019
Sint-Jans-Molenbeek,Ilias,Mannelijk,07/01/2019
Grimbergen,Marie-Thérèse,Vrouwelijk,06/25/2019
Eeklo,Raoul,Mannelijk,06/26/2019
Tongeren,René,Mannelijk,06/22/2019
Saint-Ghislain,Philippe,Mannelijk,06/15/2019
Haaltert,Demi,Vrouwelijk,06/25/2019
Leuven,Alexander,Mannelijk,06/15/2019
