gemeente,naam,geslacht,verwachte datum
Vielsalm,Daniel,Mannelijk,10/31/2019
Olne,Yves,Mannelijk,10/16/2019
Houyet,Francis,Mannelijk,11/16/2019
Gent,Birgül,Vrouwelijk,10/28/2019
Sint-Lambrechts-Woluwe,Michel,Mannelijk,10/27/2019
Ecaussinnes,Maria,Vrouwelijk,10/30/2019
Sint-Niklaas (Sint-Niklaas),Thierry,Mannelijk,10/22/2019
Antwerpen,Latifa,Vrouwelijk,10/14/2019
Tubeke,Concetta,Vrouwelijk,10/22/2019
Blankenberge,Jean,Mannelijk,12/10/2019
Antwerpen,Aicha,Vrouwelijk,10/14/2019
Maldegem,Linda,Vrouwelijk,10/29/2019
Meulebeke,Erik,Mannelijk,10/27/2019
Elsene,Laurent,Mannelijk,10/21/2019
Peer,Marc,Mannelijk,10/27/2019
Opwijk,Sara,Vrouwelijk,10/23/2019
Houthalen-Helchteren,Petra,Vrouwelijk,10/27/2019
Oostende,Manuela,Vrouwelijk,10/30/2019
Geldenaken,Laetitia,Vrouwelijk,11/01/2019
Vilvoorde,Jens,Mannelijk,10/31/2019
Aalter,Mathias,Mannelijk,10/19/2019
Nassogne,Bernadette,Vrouwelijk,10/22/2019
Zinnik,Fabrice,Mannelijk,10/15/2019
Perwijs (Nijvel),Marc,Mannelijk,10/18/2019
Schoten,Lisette,Vrouwelijk,10/15/2019
Stabroek,Paul,Mannelijk,11/03/2019
Neupré,Stéphane,Mannelijk,10/23/2019
Mont-Saint-Guibert,Arthur,Mannelijk,10/24/2019
Awans,Salvatore,Mannelijk,10/28/2019
Jurbeke,Laura,Vrouwelijk,10/26/2019
Antwerpen,Iman,Vrouwelijk,10/24/2019
Stekene,Matthias,Mannelijk,11/09/2019
Kortenberg,Odette,Vrouwelijk,10/26/2019
Dour,Christophe,Mannelijk,10/27/2019
Sint-Lambrechts-Woluwe,Aline,Vrouwelijk,10/20/2019
Antwerpen,Rivka,Vrouwelijk,11/17/2019
Antwerpen,Michiel,Mannelijk,10/22/2019
Namen,Savannah,Vrouwelijk,10/18/2019
Nijvel,Emilie,Vrouwelijk,10/20/2019
Charleroi,Jordane,Mannelijk,11/10/2019
Ukkel,Antonio,Mannelijk,10/23/2019
Wetteren,Elias,Mannelijk,10/18/2019
Gent,Farah,Vrouwelijk,11/04/2019
Antwerpen,Noor,Vrouwelijk,10/18/2019
Anderlecht,Tatiana,Vrouwelijk,10/23/2019
Sint-Niklaas (Sint-Niklaas),Peter,Mannelijk,10/20/2019
Leuven,Mira,Vrouwelijk,10/30/2019
Edingen,Laurence,Vrouwelijk,11/01/2019
Montigny-le-Tilleul,Isabelle,Vrouwelijk,11/02/2019
Antwerpen,Hassan,Mannelijk,10/27/2019
Antwerpen,Drissia,Vrouwelijk,10/26/2019
Antwerpen,Noa,Vrouwelijk,11/03/2019
Essen,Linda,Vrouwelijk,11/03/2019
Vilvoorde,Matthew,Mannelijk,10/16/2019
Wachtebeke,Melissa,Vrouwelijk,11/10/2019
Rotselaar,Daniel,Mannelijk,10/15/2019
Brugge,Dirk,Mannelijk,10/25/2019
Putte,Kevin,Mannelijk,10/25/2019
Grâce-Hollogne,Joseph,Mannelijk,10/22/2019
Lede,Annelies,Vrouwelijk,11/03/2019
Dilsen-Stokkem,Nicolaas,Mannelijk,10/29/2019
Herent,Nore,Vrouwelijk,10/28/2019
Gent,Filip,Mannelijk,11/03/2019
Nijlen,Agnes,Vrouwelijk,10/27/2019
Ecaussinnes,Louis,Mannelijk,10/30/2019
Luik,Arielle,Vrouwelijk,10/14/2019
Maaseik,Pauline,Vrouwelijk,10/21/2019
De Panne,Arnaud,Mannelijk,11/03/2019
Denderleeuw,Marleen,Vrouwelijk,10/19/2019
Antwerpen,David,Mannelijk,10/28/2019
Schaarbeek,Othman,Mannelijk,11/02/2019
Vleteren,Lisa,Vrouwelijk,10/27/2019
Wommelgem,Younes,Mannelijk,10/22/2019
Antwerpen,Marek,Mannelijk,10/27/2019
Heist-op-den-Berg,Jens,Mannelijk,11/01/2019
Antwerpen,Katia,Vrouwelijk,11/01/2019
Tubeke,Mathieu,Mannelijk,10/23/2019
Pittem,Christine,Vrouwelijk,11/06/2019
Brugge,Annuska,Vrouwelijk,10/26/2019
Sint-Niklaas (Sint-Niklaas),Arhimou,Vrouwelijk,10/30/2019
Roeselare,Aäron,Mannelijk,11/02/2019
Celles (Doornik),Anne-Sophie,Vrouwelijk,11/03/2019
Anderlecht,Louise,Vrouwelijk,10/25/2019
La Louvière,Alessio,Mannelijk,10/18/2019
Nijvel,Luc,Mannelijk,10/24/2019
Sint-Niklaas (Sint-Niklaas),Joseph,Mannelijk,11/24/2019
Schaarbeek,Achille,Mannelijk,10/28/2019
Essen,Milan,Mannelijk,10/29/2019
Genk,Eline,Vrouwelijk,10/16/2019
Jette,Alex,Mannelijk,10/21/2019
Seraing,Antonino,Mannelijk,11/14/2019
Brussel,Costel,Mannelijk,10/24/2019
Kortrijk,Marleen,Vrouwelijk,11/03/2019
Havelange,Louis,Mannelijk,11/08/2019
Durbuy,Elise,Vrouwelijk,10/20/2019
Boom,Monique,Vrouwelijk,10/31/2019
Niel,Kelly,Vrouwelijk,10/27/2019
Schaarbeek,Marie-José,Vrouwelijk,11/01/2019
Saint-Ghislain,Mireille,Vrouwelijk,10/25/2019
Waver,Chantal,Vrouwelijk,10/24/2019
Dinant,Hugo,Mannelijk,10/31/2019
Antwerpen,Peter,Mannelijk,11/02/2019
Sint-Lambrechts-Woluwe,Caroline,Vrouwelijk,10/25/2019
Ganshoren,Sonia,Vrouwelijk,10/21/2019
Watermaal-Bosvoorde,Vinciane,Vrouwelijk,10/23/2019
Tubeke,Veronique,Vrouwelijk,11/02/2019
Aiseau-Presles,Marie-Thérèse,Vrouwelijk,11/09/2019
Turnhout,Dirk,Mannelijk,10/16/2019
Houthalen-Helchteren,Ebru,Vrouwelijk,11/02/2019
Izegem,Tibo,Mannelijk,10/21/2019
Waver,Julie,Vrouwelijk,10/20/2019
Lebbeke,Annelies,Vrouwelijk,10/22/2019
Antwerpen,Rosalia,Vrouwelijk,10/14/2019
Sint-Lambrechts-Woluwe,Robin,Mannelijk,11/12/2019
Lede,Amber,Vrouwelijk,10/31/2019
Gent,Daniel,Mannelijk,12/13/2019
Temse,Elias,Mannelijk,10/24/2019
Merelbeke,Ben,Mannelijk,10/18/2019
Bergen,Marianne,Vrouwelijk,10/15/2019
Sint-Truiden,Robin,Mannelijk,10/22/2019
Nijlen,Maria,Vrouwelijk,10/22/2019
Herentals,Hans,Mannelijk,11/09/2019
Ronse,Mounir,Mannelijk,11/02/2019
Sint-Gillis-Waas,Arne,Mannelijk,10/17/2019
Zonhoven,Ronny,Mannelijk,10/19/2019
Eghezée,Jessica,Vrouwelijk,10/14/2019
Antwerpen,Christian,Mannelijk,10/22/2019
Nazareth,Bart,Mannelijk,10/21/2019
Sint-Gillis,Elena,Vrouwelijk,12/07/2019
Lokeren,Lotte,Vrouwelijk,10/22/2019
Villers-la-Ville,Edouard,Mannelijk,11/04/2019
Oostkamp,Marijke,Vrouwelijk,10/27/2019
Hoeilaart,Emmanuel,Mannelijk,10/27/2019
Gent,Shana,Vrouwelijk,10/23/2019
Kapellen (Antwerpen),Steven,Mannelijk,10/29/2019
Esneux,Denise,Vrouwelijk,11/12/2019
Seraing,Diego,Mannelijk,11/07/2019
Gent,Alain,Mannelijk,10/25/2019
Oudenaarde,Veerle,Vrouwelijk,11/15/2019
Arendonk,Monique,Vrouwelijk,10/31/2019
Juprelle,Pauline,Vrouwelijk,11/07/2019
Bilzen,Franciscus,Mannelijk,10/22/2019
Jette,Loubna,Vrouwelijk,10/26/2019
Vilvoorde,Rania,Vrouwelijk,10/16/2019
Kruibeke,Roeland,Mannelijk,10/24/2019
Scherpenheuvel-Zichem,Luc,Mannelijk,10/14/2019
Saint-Nicolas (Luik),Frédéric,Mannelijk,10/27/2019
Rijkevorsel,Nadine,Vrouwelijk,11/02/2019
Erezée,Michel,Mannelijk,11/01/2019
Kruisem,Eva,Vrouwelijk,10/30/2019
Eeklo,David,Mannelijk,10/30/2019
Wellin,Etienne,Mannelijk,10/14/2019
Frameries,Kenzo,Mannelijk,11/17/2019
Morlanwelz,Daniel,Mannelijk,10/24/2019
Lommel,Seppe,Mannelijk,10/24/2019
Schaarbeek,Christophe,Mannelijk,10/22/2019
Doornik,Patrick,Mannelijk,11/02/2019
Sankt Vith,Andrea,Vrouwelijk,10/17/2019
Kasterlee,Matthijs,Mannelijk,10/31/2019
Charleroi,Micheline,Vrouwelijk,10/29/2019
Hoeselt,Anna,Vrouwelijk,10/22/2019
Sint-Pieters-Woluwe,Marc,Mannelijk,10/26/2019
Luik,Tatiana,Vrouwelijk,10/19/2019
Westerlo,Laura,Vrouwelijk,10/21/2019
Stekene,Steve,Mannelijk,10/15/2019
Brugge,Linda,Vrouwelijk,10/20/2019
Ottignies-Louvain-la-Neuve,Mia,Vrouwelijk,10/22/2019
Pepinster,Géraldine,Vrouwelijk,10/15/2019
Aubel,Marius,Mannelijk,10/22/2019
Bastenaken,Joseph,Mannelijk,10/28/2019
Ohey,Christian,Mannelijk,10/26/2019
Fexhe-le-Haut-Clocher,Marie,Vrouwelijk,10/26/2019
Bree,Ingrid,Vrouwelijk,10/25/2019
Hasselt,Carina,Vrouwelijk,10/25/2019
Luik,Julie,Vrouwelijk,10/27/2019
Antwerpen,Nicole,Vrouwelijk,10/21/2019
Sainte-Ode,Sébastien,Mannelijk,10/28/2019
Oudenaarde,Jarno,Mannelijk,11/03/2019
Ranst,Thomas,Mannelijk,11/15/2019
Turnhout,Joanna,Vrouwelijk,10/14/2019
Beauraing,Thierry,Mannelijk,11/08/2019
Luik,Irène,Vrouwelijk,11/07/2019
Peer,Danny,Mannelijk,11/11/2019
Rochefort,Anne-Marie,Vrouwelijk,11/16/2019
Herstal,Marie,Vrouwelijk,10/20/2019
’s Gravenbrakel,Noah,Mannelijk,11/03/2019
Bergen,Aurélie,Vrouwelijk,10/21/2019
Overijse,Christiaan,Mannelijk,10/29/2019
Antwerpen,Daniel,Mannelijk,10/25/2019
Vorst (Brussel-Hoofdstad),David,Mannelijk,10/17/2019
Sambreville,Nathalie,Vrouwelijk,10/23/2019
Antwerpen,Jamila,Vrouwelijk,10/25/2019
Putte,Kimberly,Vrouwelijk,10/30/2019
Wommelgem,Werner,Mannelijk,10/24/2019
Genk,Patricia,Vrouwelijk,10/26/2019
Brussel,Anneleen,Vrouwelijk,10/15/2019
Verviers,Michel,Mannelijk,10/29/2019
Wevelgem,Yelena,Vrouwelijk,10/17/2019
Sint-Jans-Molenbeek,Adam,Mannelijk,10/17/2019
Mechelen,Florimond,Mannelijk,10/24/2019
Courcelles,Nancy,Vrouwelijk,10/26/2019
Herve,Zoé,Vrouwelijk,10/24/2019
Chaumont-Gistoux,Quentin,Mannelijk,11/07/2019
Namen,Sarah,Vrouwelijk,11/22/2019
Deinze,Franciscus,Mannelijk,11/12/2019
Wezembeek-Oppem,Christian,Mannelijk,11/18/2019
