gemeente,naam,geslacht,verwachte datum
Evergem,Roland,Mannelijk,06/22/2019
De Panne,Eddy,Mannelijk,06/04/2019
Merelbeke,Wout,Mannelijk,06/12/2019
Aartselaar,Sam,Mannelijk,06/18/2019
Waterloo,Vincent,Mannelijk,06/10/2019
Andenne,Emilie,Vrouwelijk,06/18/2019
Hasselt,Valerie,Vrouwelijk,06/19/2019
Lede,David,Mannelijk,06/09/2019
Kortrijk,Koen,Mannelijk,06/06/2019
Zwijndrecht,François,Mannelijk,06/11/2019
Asse,Johan,Mannelijk,06/14/2019
Wielsbeke,Mauro,Mannelijk,06/10/2019
Schaarbeek,Irina,Vrouwelijk,06/08/2019
Maasmechelen,Muhammed,Mannelijk,06/08/2019
Zwevegem,Paula,Vrouwelijk,06/06/2019
Leuven,Willy,Mannelijk,06/06/2019
Destelbergen,Willy,Mannelijk,06/15/2019
Antwerpen,Seth,Mannelijk,06/09/2019
Binche,Stéphane,Mannelijk,06/26/2019
Kortrijk,Jo,Vrouwelijk,06/01/2019
Tielt (Tielt),Veerle,Vrouwelijk,06/08/2019
Malle,Sonja,Vrouwelijk,06/01/2019
Beersel,Sandrine,Vrouwelijk,06/07/2019
Ieper,Marleen,Vrouwelijk,06/12/2019
Harelbeke,Elise,Vrouwelijk,07/01/2019
Schaarbeek,Meriem,Vrouwelijk,06/01/2019
Kuurne,Lena,Vrouwelijk,06/09/2019
Edegem,Ludo,Mannelijk,06/01/2019
Kapellen (Antwerpen),Els,Vrouwelijk,08/03/2019
Verviers,Nadine,Vrouwelijk,06/27/2019
Waregem,Greta,Vrouwelijk,06/03/2019
Moeskroen,Rose-Marie,Vrouwelijk,06/30/2019
Verviers,Frédéric,Mannelijk,06/07/2019
Turnhout,Hicham,Mannelijk,06/10/2019
Oupeye,Jean-Paul,Mannelijk,06/14/2019
Antwerpen,Anita,Vrouwelijk,06/10/2019
Haacht,Sofie,Vrouwelijk,06/24/2019
Boechout,Kevin,Mannelijk,06/10/2019
Andenne,Aline,Vrouwelijk,07/01/2019
Berlare,Ward,Mannelijk,06/11/2019
Gent,Liesbeth,Vrouwelijk,05/30/2019
Torhout,Björn,Mannelijk,06/10/2019
Villers-la-Ville,Joseph,Mannelijk,06/10/2019
Gembloux,Mia,Vrouwelijk,06/13/2019
Mechelen,Vincent,Mannelijk,06/03/2019
Oostende,Luc,Mannelijk,06/11/2019
Oupeye,Elise,Vrouwelijk,06/16/2019
Diepenbeek,Kirsten,Vrouwelijk,06/15/2019
Kampenhout,Ann,Vrouwelijk,06/23/2019
Luik,Jonathan,Mannelijk,06/18/2019
Aiseau-Presles,Adam,Mannelijk,06/05/2019
Haaltert,Koen,Mannelijk,06/10/2019
Brussel,Mariam,Vrouwelijk,06/14/2019
Luik,Jean,Mannelijk,06/09/2019
Bergen,Mathias,Mannelijk,05/30/2019
Aarlen,Emilie,Vrouwelijk,06/09/2019
Tielt (Tielt),Marleen,Vrouwelijk,06/11/2019
Gent,Zehra,Vrouwelijk,06/14/2019
Kruisem,Evi,Vrouwelijk,06/03/2019
Gouvy,Emilie,Vrouwelijk,06/07/2019
Oostende,Elisabeth,Vrouwelijk,06/27/2019
Hasselt,Gerard,Mannelijk,06/15/2019
Bertogne,Mireille,Vrouwelijk,06/11/2019
Harelbeke,Amélie,Vrouwelijk,06/11/2019
Lommel,Eric,Mannelijk,06/13/2019
Assenede,Kaatje,Vrouwelijk,06/13/2019
Beringen,Efe,Mannelijk,06/09/2019
Oostende,Britney,Vrouwelijk,06/22/2019
Kalmthout,Pieter,Mannelijk,06/08/2019
Lede,Stefaan,Mannelijk,06/14/2019
Yvoir,Jean-François,Mannelijk,06/17/2019
Courcelles,Sandrine,Vrouwelijk,05/31/2019
Namen,Noam,Mannelijk,06/19/2019
Moeskroen,Yolande,Vrouwelijk,06/06/2019
Ukkel,Martin,Mannelijk,06/11/2019
Zedelgem,Eddy,Mannelijk,06/04/2019
La Louvière,Emmanuel,Mannelijk,06/18/2019
Seraing,Pascal,Mannelijk,06/02/2019
Fleurus,Massimo,Mannelijk,06/03/2019
Namen,Samuel,Mannelijk,06/06/2019
Wijnegem,Robin,Mannelijk,06/05/2019
