gemeente,naam,geslacht,verwachte datum
Beveren (Sint-Niklaas),Florian,Mannelijk,07/27/2019
Nazareth,Dirk,Mannelijk,08/07/2019
Sint-Lambrechts-Woluwe,Augustin,Mannelijk,08/20/2019
Beveren (Sint-Niklaas),Jan,Mannelijk,08/01/2019
Gent,Lore,Vrouwelijk,07/28/2019
Aiseau-Presles,Alain,Mannelijk,07/22/2019
Oostkamp,Andreas,Mannelijk,07/29/2019
Sint-Truiden,Hilda,Vrouwelijk,08/01/2019
Antwerpen,Feigi,Vrouwelijk,07/20/2019
Holsbeek,Frank,Mannelijk,08/02/2019
Waregem,Katia,Vrouwelijk,08/02/2019
Frameries,Elsa,Vrouwelijk,07/21/2019
Leuven,Nick,Mannelijk,07/27/2019
Boom,Hendrik,Mannelijk,08/05/2019
Affligem,Maria,Vrouwelijk,07/24/2019
Brecht,Ann,Vrouwelijk,08/07/2019
Schaarbeek,Nisa,Vrouwelijk,07/20/2019
Luik,Thierry,Mannelijk,08/02/2019
Eigenbrakel,Anne,Vrouwelijk,07/31/2019
Sint-Gillis,Carla,Vrouwelijk,08/19/2019
Waregem,Mathis,Mannelijk,08/04/2019
Oud-Turnhout,Lutgardis,Vrouwelijk,08/11/2019
Burg-Reuland,Hubert,Mannelijk,07/25/2019
Hove (Antwerpen),Fien,Vrouwelijk,08/09/2019
Luik,François,Mannelijk,07/29/2019
Kapellen (Antwerpen),Greet,Vrouwelijk,08/01/2019
Nassogne,Chloé,Vrouwelijk,08/16/2019
Willebroek,Godelieve,Vrouwelijk,07/20/2019
Luik,Elodie,Vrouwelijk,08/03/2019
Bergen,Eric,Mannelijk,08/05/2019
Brugge,Jenny,Vrouwelijk,07/26/2019
Oosterzele,Christine,Vrouwelijk,08/02/2019
La Bruyère,Antoine,Mannelijk,07/27/2019
Lommel,Ferre,Mannelijk,08/07/2019
Sint-Gillis,François,Mannelijk,08/14/2019
Bastenaken,Hervé,Mannelijk,09/21/2019
Bergen,Louis,Mannelijk,07/25/2019
Chaudfontaine,Nicolas,Mannelijk,08/02/2019
Tienen,Noël,Mannelijk,07/28/2019
Moerbeke (Gent),Dirk,Mannelijk,07/25/2019
Geel,Hilde,Vrouwelijk,07/29/2019
Ranst,Peter,Mannelijk,08/01/2019
Wezembeek-Oppem,Antoine,Mannelijk,07/29/2019
Zulte,Jarno,Mannelijk,08/04/2019
Mol,Maria,Vrouwelijk,08/20/2019
Heist-op-den-Berg,Florentina,Vrouwelijk,07/31/2019
Blankenberge,Henri,Mannelijk,07/30/2019
Antwerpen,Karin,Vrouwelijk,07/21/2019
Erpe-Mere,Denise,Vrouwelijk,08/06/2019
Antwerpen,Mohamed,Mannelijk,08/08/2019
Erquelinnes,Baptiste,Mannelijk,08/15/2019
Beauraing,Fabrice,Mannelijk,07/21/2019
Stabroek,Paul,Mannelijk,07/31/2019
Brasschaat,Wanda,Vrouwelijk,08/02/2019
Schaarbeek,Berat,Mannelijk,07/29/2019
Luik,El,Mannelijk,08/09/2019
