gemeente,naam,geslacht,verwachte datum
Antwerpen,Dina,Vrouwelijk,06/23/2019
Leuven,Hugo,Mannelijk,07/13/2019
Les Bons Villers,Gilbert,Mannelijk,07/21/2019
Charleroi,Calogero,Mannelijk,06/22/2019
Marche-en-Famenne,Agnès,Vrouwelijk,06/19/2019
Sint-Pieters-Leeuw,Marie-José,Vrouwelijk,07/06/2019
Gent,Magali,Vrouwelijk,07/06/2019
Brussel,Christophe,Mannelijk,07/04/2019
Aarlen,Josiane,Vrouwelijk,06/29/2019
Izegem,Guido,Mannelijk,07/04/2019
Aalst (Aalst),Milan,Mannelijk,07/01/2019
Hannuit,Antonio,Mannelijk,06/19/2019
Seraing,Djibril,Mannelijk,06/30/2019
Ieper,Karina,Vrouwelijk,06/23/2019
Sint-Jans-Molenbeek,Tanguy,Mannelijk,07/22/2019
Waver,Eline,Vrouwelijk,06/22/2019
Ravels,René,Mannelijk,07/06/2019
Kaprijke,Gilles,Mannelijk,06/30/2019
Stekene,Eddy,Mannelijk,06/30/2019
Kinrooi,Joannes,Mannelijk,06/21/2019
Bergen,Ahmed,Mannelijk,06/19/2019
Gent,Marijke,Vrouwelijk,07/16/2019
Verviers,Hakim,Mannelijk,07/19/2019
Bonheiden,Sonja,Vrouwelijk,06/30/2019
Oudsbergen,Olivier,Mannelijk,06/28/2019
Hoeilaart,Koen,Mannelijk,06/20/2019
Houthalen-Helchteren,Miriam,Vrouwelijk,07/01/2019
Wetteren,Liliane,Vrouwelijk,06/25/2019
Doornik,Abdullah,Mannelijk,07/05/2019
Koekelberg,Victoria,Vrouwelijk,07/01/2019
Borgloon,Maurice,Mannelijk,07/04/2019
Luik,Marc,Mannelijk,06/22/2019
Brasschaat,Tanja,Vrouwelijk,06/25/2019
Zoersel,Linda,Vrouwelijk,07/05/2019
Dendermonde,Kevin,Mannelijk,06/28/2019
Roeselare,Shana,Vrouwelijk,07/08/2019
Zutendaal,Georges,Mannelijk,06/26/2019
Sint-Lambrechts-Woluwe,Nora,Vrouwelijk,06/18/2019
Zinnik,Jules,Mannelijk,06/29/2019
Merelbeke,Marie,Vrouwelijk,07/04/2019
Roeselare,Lotte,Vrouwelijk,06/30/2019
Estaimpuis,Isabelle,Vrouwelijk,06/30/2019
Eigenbrakel,Gilbert,Mannelijk,06/19/2019
Elsene,David,Mannelijk,06/29/2019
Antwerpen,Paul,Mannelijk,06/26/2019
Antwerpen,Caroline,Vrouwelijk,06/22/2019
Gent,Kenneth,Mannelijk,07/07/2019
Flémalle,Michel,Mannelijk,06/23/2019
Chaumont-Gistoux,Chantal,Vrouwelijk,07/14/2019
Roosdaal,Luc,Mannelijk,06/28/2019
Leuven,Maria,Vrouwelijk,06/28/2019
Watermaal-Bosvoorde,Laurence,Vrouwelijk,06/23/2019
Boom,Karin,Vrouwelijk,07/02/2019
Beringen,Fatima,Vrouwelijk,07/17/2019
Verviers,France,Vrouwelijk,06/21/2019
Aalter,Giovanni,Mannelijk,07/03/2019
Mechelen,Sabrine,Vrouwelijk,07/06/2019
Schaarbeek,Mouloud,Mannelijk,06/23/2019
Blegny,Christine,Vrouwelijk,07/01/2019
Charleroi,Stefano,Mannelijk,07/01/2019
Ottignies-Louvain-la-Neuve,Louis,Mannelijk,07/02/2019
Flémalle,Cédric,Mannelijk,06/26/2019
Herve,Cédric,Mannelijk,07/15/2019
Herstal,Sabrina,Vrouwelijk,07/05/2019
Saint-Ghislain,Noah,Mannelijk,06/20/2019
Etterbeek,Philippe,Mannelijk,06/18/2019
Ans,Jacqueline,Vrouwelijk,06/22/2019
Brugge,Julien,Mannelijk,06/28/2019
Sint-Truiden,Pascal,Mannelijk,06/26/2019
Brunehaut,Patrick,Mannelijk,07/13/2019
Rebecq,Maria,Vrouwelijk,07/05/2019
Overijse,Gaëtan,Mannelijk,08/21/2019
Anderlecht,Aya,Vrouwelijk,07/06/2019
Pepingen,Ella,Vrouwelijk,07/08/2019
Kalmthout,Josephine,Vrouwelijk,06/29/2019
Luik,Naïm,Mannelijk,06/30/2019
Herstal,Adel,Mannelijk,06/21/2019
Hasselt,Kristel,Vrouwelijk,06/25/2019
Schaarbeek,Samet,Mannelijk,07/13/2019
La Louvière,Lidia,Vrouwelijk,06/30/2019
Lochristi,Sofie,Vrouwelijk,06/19/2019
Wezet,Dylan,Mannelijk,07/02/2019
Heusden-Zolder,Andy,Mannelijk,07/06/2019
Genk,Brecht,Mannelijk,06/27/2019
Bertrix,Michaël,Mannelijk,08/17/2019
Kontich,Anna,Vrouwelijk,07/06/2019
Wevelgem,Marina,Vrouwelijk,07/03/2019
Blegny,Michel,Mannelijk,06/25/2019
Tubeke,Kelly,Vrouwelijk,06/25/2019
Gent,Mevlüt,Mannelijk,06/26/2019
Evere,Lauranne,Vrouwelijk,07/02/2019
Sint-Katelijne-Waver,Wendy,Vrouwelijk,06/23/2019
Buggenhout,Dirk,Mannelijk,07/07/2019
Anderlecht,Pietro,Mannelijk,07/11/2019
Lanaken,Laure,Vrouwelijk,07/01/2019
Zoersel,Christel,Vrouwelijk,06/29/2019
Schaarbeek,Claude,Mannelijk,07/08/2019
Beveren (Sint-Niklaas),Martine,Vrouwelijk,06/28/2019
Beerse,Jozef,Mannelijk,06/18/2019
Anderlues,Steve,Mannelijk,08/12/2019
Willebroek,Emma,Vrouwelijk,07/07/2019
Herentals,Jozefa,Vrouwelijk,07/04/2019
Frasnes-lez-Anvaing,Marcel,Mannelijk,06/25/2019
Luik,Saad,Mannelijk,07/01/2019
Haacht,Bert,Mannelijk,06/30/2019
Dinant,Sébastien,Mannelijk,07/07/2019
Oudsbergen,Tony,Mannelijk,07/08/2019
Lokeren,Yassine,Mannelijk,07/06/2019
Charleroi,Sofia,Vrouwelijk,06/28/2019
Fontaine-l’Evêque,Jean-Pierre,Mannelijk,06/30/2019
Arendonk,Gerarda,Vrouwelijk,06/30/2019
Lanaken,Leo,Mannelijk,06/27/2019
Roeselare,Rita,Vrouwelijk,07/14/2019
Mol,Marie,Vrouwelijk,07/02/2019
Gent,Elsje,Vrouwelijk,06/28/2019
Quiévrain,Daniel,Mannelijk,06/27/2019
Pont-à-Celles,Alexis,Mannelijk,06/30/2019
Brecht,Peter,Mannelijk,07/30/2019
Kuurne,Briek,Mannelijk,07/18/2019
Sint-Gillis-Waas,Esther,Vrouwelijk,06/26/2019
Seraing,Arnaud,Mannelijk,07/06/2019
Roeselare,Evelyn,Vrouwelijk,07/02/2019
Oudenburg,Kristof,Mannelijk,07/05/2019
Luik,Henri,Mannelijk,07/13/2019
Elsene,Agnes,Vrouwelijk,07/06/2019
Brasschaat,Joseph,Mannelijk,06/26/2019
Schaarbeek,Hugues,Mannelijk,07/18/2019
Ottignies-Louvain-la-Neuve,Etienne,Mannelijk,06/20/2019
Geel,Jill,Vrouwelijk,08/05/2019
Andenne,Kevin,Mannelijk,06/28/2019
Ninove,Kevin,Mannelijk,06/27/2019
Doornik,David,Mannelijk,06/30/2019
Anderlecht,Imane,Vrouwelijk,07/07/2019
Genk,Catharina,Vrouwelijk,07/06/2019
Kortrijk,Marie,Vrouwelijk,06/27/2019
Antwerpen,Margo,Vrouwelijk,06/25/2019
Antwerpen,Marina,Vrouwelijk,07/06/2019
Brugge,Martine,Vrouwelijk,06/21/2019
Gent,Rudi,Mannelijk,07/01/2019
Lasne,Arthur,Mannelijk,07/01/2019
Brugge,Hélène,Vrouwelijk,06/22/2019
Brecht,Christel,Vrouwelijk,06/27/2019
Maaseik,Jean,Mannelijk,07/12/2019
Ranst,Franciscus,Mannelijk,06/29/2019
Wanze,Camille,Vrouwelijk,06/21/2019
Koksijde,Lena,Vrouwelijk,07/02/2019
Gingelom,Henri,Mannelijk,07/07/2019
Charleroi,Christophe,Mannelijk,07/04/2019
Charleroi,Yilmaz,Mannelijk,06/21/2019
Bertem,Louis,Mannelijk,06/19/2019
Zottegem,Lobke,Vrouwelijk,06/28/2019
Schaarbeek,Marc,Mannelijk,06/23/2019
Diest,Nico,Mannelijk,07/03/2019
Boom,Marie-Louise,Vrouwelijk,06/30/2019
Zedelgem,Joseph,Mannelijk,06/21/2019
Antwerpen,Mariette,Vrouwelijk,06/21/2019
Namen,Laurence,Vrouwelijk,07/04/2019
Lebbeke,Bruno,Mannelijk,07/04/2019
Wellin,Anne-Marie,Vrouwelijk,06/25/2019
Meise,Marie,Vrouwelijk,07/03/2019
Geraardsbergen,Matthias,Mannelijk,07/05/2019
Leopoldsburg,Maria,Vrouwelijk,06/25/2019
Zonhoven,Marc,Mannelijk,06/25/2019
Antwerpen,Michel,Mannelijk,07/02/2019
Ranst,Mila,Vrouwelijk,06/27/2019
Walcourt,Christine,Vrouwelijk,06/27/2019
Merchtem,Lodewijk,Mannelijk,07/02/2019
Koekelberg,Mehdi,Mannelijk,06/26/2019
Antwerpen,Yusein,Mannelijk,07/14/2019
Ukkel,Cécilia,Vrouwelijk,07/02/2019
Limburg,Nicolas,Mannelijk,06/29/2019
Sint-Joost-ten-Node,Zohra,Vrouwelijk,06/18/2019
Lommel,Anna,Vrouwelijk,06/21/2019
Ukkel,Laurent,Mannelijk,06/25/2019
Oudergem,Célia,Vrouwelijk,06/21/2019
Lier,Freya,Vrouwelijk,07/07/2019
Lokeren,Kaat,Vrouwelijk,06/30/2019
Quévy,Laurent,Mannelijk,06/23/2019
Lier,Ellen,Vrouwelijk,07/07/2019
Rijkevorsel,Annie,Vrouwelijk,07/07/2019
Antwerpen,Samuel,Mannelijk,06/26/2019
Brugge,Christiane,Vrouwelijk,06/22/2019
Balen,Josse,Mannelijk,06/26/2019
Sint-Katelijne-Waver,Lies,Vrouwelijk,07/02/2019
Charleroi,Nolan,Mannelijk,06/30/2019
Anderlecht,Jean,Mannelijk,07/03/2019
Antwerpen,Riva,Vrouwelijk,07/12/2019
Genk,Amélie,Vrouwelijk,07/04/2019
Kortrijk,Willem,Mannelijk,07/04/2019
Paliseul,Dominique,Vrouwelijk,06/19/2019
Lochristi,Ann,Vrouwelijk,07/20/2019
Gerpinnes,Diego,Mannelijk,07/19/2019
Ninove,Dirk,Mannelijk,07/15/2019
Tongeren,Gert,Mannelijk,07/16/2019
Holsbeek,Peter,Mannelijk,06/25/2019
Sint-Lambrechts-Woluwe,Lucie,Vrouwelijk,07/07/2019
Schaarbeek,Said,Mannelijk,07/08/2019
Hamois,Alain,Mannelijk,07/08/2019
Sint-Jans-Molenbeek,Nicoleta,Vrouwelijk,06/28/2019
Liedekerke,Koen,Mannelijk,06/25/2019
Aat,Renée,Vrouwelijk,06/27/2019
Westerlo,Marc,Mannelijk,06/21/2019
Péruwelz,Albert,Mannelijk,06/20/2019
Tienen,Ronny,Mannelijk,07/01/2019
Grâce-Hollogne,Sylvie,Vrouwelijk,06/26/2019
Antwerpen,Simonne,Vrouwelijk,07/07/2019
Maaseik,Joseph,Mannelijk,06/30/2019
Kuurne,Yvette,Vrouwelijk,07/05/2019
Amay,Patricia,Vrouwelijk,07/05/2019
Antwerpen,Tommy,Mannelijk,06/20/2019
Moeskroen,Virginie,Vrouwelijk,07/08/2019
Boom,Kristof,Mannelijk,07/07/2019
Zutendaal,Roger,Mannelijk,07/01/2019
La Louvière,Isaac,Mannelijk,06/20/2019
Herenthout,Lowie,Mannelijk,06/22/2019
Wanze,Elise,Vrouwelijk,07/06/2019
Olen,Ronny,Mannelijk,06/28/2019
Marche-en-Famenne,Caroline,Vrouwelijk,07/02/2019
Roeselare,Wim,Mannelijk,06/30/2019
Laarne,Lotte,Vrouwelijk,06/27/2019
Leuze-en-Hainaut,Morgan,Mannelijk,06/23/2019
Braives,Véronique,Vrouwelijk,07/21/2019
Sint-Jans-Molenbeek,Ahmed,Mannelijk,06/30/2019
Ans,Christopher,Mannelijk,07/20/2019
Kalmthout,Vincent,Mannelijk,07/04/2019
Stekene,Liliane,Vrouwelijk,06/26/2019
Sprimont,Quentin,Mannelijk,06/21/2019
Genepiën,Anna,Vrouwelijk,07/14/2019
Zemst,Johan,Mannelijk,07/05/2019
Gooik,Jade,Vrouwelijk,07/05/2019
Sint-Katelijne-Waver,Jürgen,Mannelijk,07/12/2019
Kasterlee,Victor,Mannelijk,06/25/2019
Merbes-le-Château,Gaëtan,Mannelijk,06/28/2019
Doornik,Romain,Mannelijk,06/25/2019
Peer,Niels,Mannelijk,06/25/2019
Bergen,Morgane,Vrouwelijk,06/25/2019
Edegem,Hugo,Mannelijk,06/27/2019
Charleroi,Didier,Mannelijk,06/21/2019
’s Gravenbrakel,Frédérique,Vrouwelijk,06/23/2019
Plombières,Grégory,Mannelijk,07/07/2019
Grimbergen,Diane,Vrouwelijk,06/21/2019
Rixensart,Alice,Vrouwelijk,06/26/2019
Duffel,Linda,Vrouwelijk,06/21/2019
Antwerpen,Lissa,Vrouwelijk,06/24/2019
Sint-Niklaas (Sint-Niklaas),Vanessa,Vrouwelijk,07/06/2019
Kortrijk,Roger,Mannelijk,06/29/2019
La Louvière,Paolo,Mannelijk,07/01/2019
Steenokkerzeel,Jessica,Vrouwelijk,06/18/2019
Aalst (Aalst),Camille,Vrouwelijk,07/05/2019
Wuustwezel,Gerda,Vrouwelijk,06/29/2019
Jurbeke,Yvette,Vrouwelijk,07/01/2019
Sint-Jans-Molenbeek,Isabelle,Vrouwelijk,06/26/2019
Mechelen,Ferre,Mannelijk,06/30/2019
Luik,Geoffrey,Mannelijk,07/07/2019
Gent,Türkan,Vrouwelijk,06/28/2019
Assesse,Aline,Vrouwelijk,06/21/2019
La Louvière,Mike,Mannelijk,07/12/2019
Antwerpen,Jamila,Vrouwelijk,06/27/2019
Andenne,Christiane,Vrouwelijk,06/24/2019
Bergen,Bertrand,Mannelijk,06/22/2019
Ronse,Mohamed,Mannelijk,07/01/2019
Heist-op-den-Berg,René,Mannelijk,06/23/2019
Deinze,Frida,Vrouwelijk,07/02/2019
Vorst (Brussel-Hoofdstad),Josiane,Vrouwelijk,06/21/2019
Kapellen (Antwerpen),Wouter,Mannelijk,07/04/2019
Mettet,Joseph,Mannelijk,07/06/2019
Gembloux,Zoé,Vrouwelijk,06/25/2019
Gent,Eva,Vrouwelijk,07/06/2019
Schaarbeek,Marie,Vrouwelijk,07/06/2019
Gent,Claude,Mannelijk,06/27/2019
Bergen,Renée,Vrouwelijk,06/26/2019
Antwerpen,Nicolas,Mannelijk,06/25/2019
Anzegem,Severine,Vrouwelijk,06/29/2019
Jemeppe-sur-Sambre,Alexia,Vrouwelijk,08/10/2019
Schoten,Simone,Vrouwelijk,06/26/2019
Schaarbeek,Abdellah,Mannelijk,06/29/2019
Destelbergen,Martine,Vrouwelijk,06/27/2019
Lille,Gert,Mannelijk,07/07/2019
Lokeren,Julie,Vrouwelijk,07/05/2019
Sint-Niklaas (Sint-Niklaas),Jan,Mannelijk,06/28/2019
Sprimont,Hervé,Mannelijk,08/14/2019
Herent,Marc,Mannelijk,07/25/2019
Zinnik,Marie-Christine,Vrouwelijk,06/24/2019
Houffalize,Daniel,Mannelijk,07/22/2019
Gesves,Arnaud,Mannelijk,06/27/2019
Froidchapelle,Christine,Vrouwelijk,07/18/2019
Messancy,Joëlle,Vrouwelijk,06/29/2019
Ramillies,Claude,Mannelijk,06/21/2019
Sint-Joost-ten-Node,Ilyas,Mannelijk,06/18/2019
Charleroi,Claude,Mannelijk,07/02/2019
Geel,Hendrik,Mannelijk,06/22/2019
Heist-op-den-Berg,Christel,Vrouwelijk,06/18/2019
Aubange,Christian,Mannelijk,06/28/2019
Bergen,Célia,Vrouwelijk,06/30/2019
Zaventem,Ilias,Mannelijk,06/30/2019
Welkenraedt,Gilbert,Mannelijk,07/07/2019
Doornik,Cécile,Vrouwelijk,06/22/2019
Verviers,Sabine,Vrouwelijk,07/03/2019
Tubeke,Giovanni,Mannelijk,06/23/2019
Antwerpen,Elisabeth,Vrouwelijk,07/19/2019
Tervuren,Laurens,Mannelijk,07/01/2019
Vloesberg,Luc,Mannelijk,07/01/2019
Dison,Ludovic,Mannelijk,06/22/2019
Temse,Marc,Mannelijk,07/06/2019
Maldegem,Freddy,Mannelijk,07/04/2019
Tongeren,Xander,Mannelijk,06/27/2019
Destelbergen,Wout,Mannelijk,07/06/2019
Brunehaut,Caroline,Vrouwelijk,07/04/2019
Vilvoorde,Martine,Vrouwelijk,07/01/2019
Bastenaken,Marjorie,Vrouwelijk,06/19/2019
Seraing,Gabriel,Mannelijk,06/25/2019
Brugge,Jean,Mannelijk,07/14/2019
Knokke-Heist,Lionel,Mannelijk,06/24/2019
Leuven,Bart,Mannelijk,07/04/2019
Boortmeerbeek,Ilse,Vrouwelijk,06/29/2019
Schaarbeek,Aurélien,Mannelijk,07/04/2019
Eigenbrakel,Freddy,Mannelijk,06/18/2019
Beringen,Nadine,Vrouwelijk,07/22/2019
Zemst,Jozef,Mannelijk,06/18/2019
Zoersel,Dirk,Mannelijk,07/30/2019
Elsene,Hubert,Mannelijk,07/22/2019
Mechelen,Joséphine,Vrouwelijk,06/29/2019
