gemeente,naam,geslacht,verwachte datum
Juprelle,Emilie,Vrouwelijk,10/29/2019
Sint-Pieters-Leeuw,Michel,Mannelijk,10/16/2019
Maasmechelen,Cheyenne,Vrouwelijk,10/10/2019
Kortrijk,Jonas,Mannelijk,10/18/2019
Hoogstraten,Jozef,Mannelijk,11/12/2019
Ninove,Nancy,Vrouwelijk,10/19/2019
Villers-la-Ville,Céline,Vrouwelijk,10/15/2019
Oudenburg,Marie,Vrouwelijk,10/18/2019
Zinnik,Grégory,Mannelijk,11/01/2019
Berlare,Luc,Mannelijk,10/13/2019
Aarlen,Marie,Vrouwelijk,10/11/2019
Stekene,Lynn,Vrouwelijk,11/23/2019
Sambreville,Michaël,Mannelijk,10/09/2019
Verlaine,Jean,Mannelijk,10/18/2019
Kortemark,Frans,Mannelijk,10/20/2019
Sint-Gillis,Jose,Mannelijk,10/18/2019
Moeskroen,Jacques,Mannelijk,10/20/2019
Lier,Maarten,Mannelijk,10/21/2019
Genk,Jordy,Mannelijk,10/16/2019
Brugge,Thomas,Mannelijk,10/25/2019
Manage,Frédéric,Mannelijk,10/17/2019
Asse,Caroline,Vrouwelijk,10/12/2019
Genk,Maria,Vrouwelijk,11/29/2019
Ham,Caroline,Vrouwelijk,10/24/2019
Gent,Jeffrey,Mannelijk,10/16/2019
Seraing,Nicolo,Mannelijk,10/16/2019
Herstal,Béatrice,Vrouwelijk,10/29/2019
Ieper,Tessa,Vrouwelijk,10/27/2019
Aarlen,Julien,Mannelijk,10/09/2019
Wichelen,Lutgarde,Vrouwelijk,10/18/2019
Aarlen,Leonardo,Mannelijk,10/16/2019
Ieper,Babette,Vrouwelijk,10/21/2019
Elsene,Jean,Mannelijk,10/11/2019
Saint-Georges-sur-Meuse,Chiara,Vrouwelijk,10/16/2019
Andenne,Andy,Mannelijk,10/27/2019
Bergen,Jean-Pierre,Mannelijk,10/14/2019
Antwerpen,Liesbeth,Vrouwelijk,10/16/2019
Lochristi,Caroline,Vrouwelijk,10/24/2019
Stavelot,Christophe,Mannelijk,10/12/2019
Brasschaat,Roxanne,Vrouwelijk,12/06/2019
Brussel,René,Mannelijk,10/19/2019
Ganshoren,Marc,Mannelijk,10/22/2019
Namen,Erika,Vrouwelijk,10/14/2019
Opwijk,Louis,Mannelijk,10/26/2019
Ninove,Peter,Mannelijk,10/16/2019
Brugge,Patrick,Mannelijk,12/06/2019
Nassogne,Jacqueline,Vrouwelijk,10/11/2019
Gent,Atakan,Mannelijk,10/21/2019
Sint-Truiden,Wendy,Vrouwelijk,10/25/2019
Schaarbeek,Lisa,Vrouwelijk,10/18/2019
Elsene,Mohamed,Mannelijk,10/18/2019
Sint-Niklaas (Sint-Niklaas),Adel,Mannelijk,10/29/2019
Sint-Pieters-Leeuw,Sebastian,Mannelijk,10/25/2019
Gent,Shirley,Vrouwelijk,10/21/2019
Kortenaken,Christiane,Vrouwelijk,10/11/2019
Vorst (Brussel-Hoofdstad),Ikram,Vrouwelijk,10/22/2019
Sint-Pieters-Woluwe,Andrei,Mannelijk,10/26/2019
Aalst (Aalst),Sonja,Vrouwelijk,10/11/2019
Malle,Liesbeth,Vrouwelijk,11/09/2019
Frameries,Pierre,Mannelijk,10/16/2019
Zaventem,Monique,Vrouwelijk,10/25/2019
Namen,Cédric,Mannelijk,10/29/2019
Courcelles,Vanessa,Vrouwelijk,10/29/2019
Nieuwerkerken (Hasselt),Jozef,Mannelijk,10/26/2019
Lasne,Anne-Marie,Vrouwelijk,10/10/2019
Genk,Raoul,Mannelijk,10/11/2019
Geel,Gustavus,Mannelijk,10/22/2019
Zemst,Herman,Mannelijk,10/23/2019
Herent,Louis,Mannelijk,10/21/2019
Aalst (Aalst),Godelieve,Vrouwelijk,10/27/2019
Rendeux,Anne,Vrouwelijk,10/22/2019
Borgworm,Denis,Mannelijk,10/29/2019
Gent,Sadia,Vrouwelijk,10/20/2019
Dilsen-Stokkem,Jean,Mannelijk,10/09/2019
Orp-Jauche,Gilbert,Mannelijk,10/10/2019
Brugge,Marie,Vrouwelijk,10/21/2019
Elzele,Gérard,Mannelijk,10/15/2019
Dilbeek,Abdellatif,Mannelijk,10/25/2019
Ieper,Agnes,Vrouwelijk,10/29/2019
Etterbeek,Cathy,Vrouwelijk,10/17/2019
Charleroi,Lionel,Mannelijk,10/29/2019
Turnhout,Stefanie,Vrouwelijk,10/16/2019
Menen,Milan,Mannelijk,11/10/2019
Dendermonde,Greta,Vrouwelijk,10/17/2019
Antwerpen,Michael,Mannelijk,10/26/2019
Ieper,Martine,Vrouwelijk,10/09/2019
Mechelen,David,Mannelijk,10/23/2019
Vaux-sur-Sûre,Jean,Mannelijk,10/29/2019
