gemeente,naam,geslacht,verwachte datum
Geraardsbergen,Marnik,Mannelijk,12/03/2019
Londerzeel,Luc,Mannelijk,12/15/2019
Walhain,Justin,Mannelijk,12/27/2019
Anderlecht,Giuseppe,Mannelijk,01/10/2020
Puurs-Sint-Amands,Maria,Vrouwelijk,12/04/2019
Luik,Rita,Vrouwelijk,11/30/2019
Soumagne,Maxime,Mannelijk,12/10/2019
Mortsel,Frans,Mannelijk,12/10/2019
Linkebeek,Benoît,Mannelijk,12/06/2019
Brussel,Jean-François,Mannelijk,12/09/2019
Steenokkerzeel,Emma,Vrouwelijk,12/11/2019
Antwerpen,Mhamed,Mannelijk,12/05/2019
Brugge,Laurens,Mannelijk,12/13/2019
Anzegem,Lore,Vrouwelijk,12/25/2019
Sint-Truiden,Arne,Mannelijk,11/30/2019
Edingen,Yvette,Vrouwelijk,12/06/2019
Antwerpen,Bart,Mannelijk,12/26/2019
Sint-Laureins,David,Mannelijk,12/06/2019
Arendonk,Josephina,Vrouwelijk,11/29/2019
Bredene,Mathieu,Mannelijk,12/03/2019
Tervuren,Bruno,Mannelijk,11/30/2019
Balen,Patricia,Vrouwelijk,01/16/2020
Thuin,Karl,Mannelijk,12/20/2019
Cerfontaine,Brigitte,Vrouwelijk,12/23/2019
Kapellen (Antwerpen),Milan,Mannelijk,12/24/2019
Kortemark,Zoë,Vrouwelijk,11/30/2019
Pelt,Tom,Mannelijk,01/01/2020
Jette,Hakim,Mannelijk,12/06/2019
Antwerpen,Edwina,Vrouwelijk,12/10/2019
Genk,Jeroen,Mannelijk,12/12/2019
Charleroi,Catherine,Vrouwelijk,12/03/2019
Pont-à-Celles,Romain,Mannelijk,11/29/2019
Walhain,Cécile,Vrouwelijk,12/06/2019
Geldenaken,Kelly,Vrouwelijk,01/04/2020
Wetteren,Imke,Vrouwelijk,12/12/2019
Charleroi,Nicolas,Mannelijk,11/25/2019
Maasmechelen,Johan,Mannelijk,11/30/2019
Eigenbrakel,Marie-Paule,Vrouwelijk,12/10/2019
Sint-Pieters-Woluwe,Maxime,Mannelijk,12/19/2019
Ottignies-Louvain-la-Neuve,Carol,Vrouwelijk,12/15/2019
Herstal,Adeline,Vrouwelijk,12/05/2019
Diest,Richard,Mannelijk,12/09/2019
Deerlijk,Kim,Vrouwelijk,12/01/2019
Peer,Maria,Vrouwelijk,12/09/2019
Beringen,Eric,Mannelijk,11/29/2019
Antwerpen,Kristel,Vrouwelijk,12/24/2019
Héron,Maxime,Mannelijk,12/10/2019
Antwerpen,Véronique,Vrouwelijk,11/25/2019
Vorst (Brussel-Hoofdstad),Mohamed,Mannelijk,12/03/2019
Schaarbeek,Karim,Mannelijk,12/09/2019
Gent,Joris,Mannelijk,12/05/2019
’s Gravenbrakel,Maria,Vrouwelijk,12/04/2019
Aywaille,Hugo,Mannelijk,12/11/2019
Sankt Vith,Guido,Mannelijk,11/30/2019
Charleroi,Filippo,Mannelijk,12/06/2019
Brussel,Tahar,Mannelijk,12/13/2019
Blegny,Anne-Françoise,Vrouwelijk,11/27/2019
Chapelle-lez-Herlaimont,Julien,Mannelijk,12/13/2019
Remicourt,Véronique,Vrouwelijk,12/09/2019
Riemst,Lore,Vrouwelijk,12/04/2019
Ham-sur-Heure-Nalinnes,Louis,Mannelijk,11/25/2019
Oud-Turnhout,Elisabeth,Vrouwelijk,12/06/2019
Riemst,Christina,Vrouwelijk,12/02/2019
Dilbeek,Christiane,Vrouwelijk,12/02/2019
Denderleeuw,Hedwig,Mannelijk,12/08/2019
Antwerpen,Hadjar,Vrouwelijk,11/25/2019
Lille,Lotte,Vrouwelijk,11/27/2019
