gemeente,naam,geslacht,verwachte datum
Bierbeek,Viviane,Vrouwelijk,02/17/2019
Ternat,Robbe,Mannelijk,02/01/2019
Fontaine-l’Evêque,Caroline,Vrouwelijk,02/01/2019
Verviers,Christel,Vrouwelijk,01/25/2019
Charleroi,Safia,Vrouwelijk,02/03/2019
Herstal,Pauline,Vrouwelijk,01/31/2019
Doornik,Henri,Mannelijk,02/06/2019
Fernelmont,Marie,Vrouwelijk,02/02/2019
Antwerpen,Erik,Mannelijk,02/01/2019
Brasschaat,Jan,Mannelijk,02/18/2019
Antwerpen,Hajar,Vrouwelijk,02/09/2019
Bergen,Mouna,Vrouwelijk,01/22/2019
Leuven,Santiago,Mannelijk,01/27/2019
Gent,Rudy,Mannelijk,01/21/2019
Musson,Nathan,Mannelijk,03/15/2019
Courcelles,Catherine,Vrouwelijk,01/28/2019
Spa,Marie,Vrouwelijk,01/22/2019
Malmedy,Maria,Vrouwelijk,01/26/2019
Saint-Nicolas (Luik),Claudine,Vrouwelijk,02/02/2019
Lessen,Nathan,Mannelijk,02/18/2019
Châtelet,Mégane,Vrouwelijk,02/10/2019
Buggenhout,Willy,Mannelijk,02/09/2019
Charleroi,Berthe,Vrouwelijk,02/10/2019
Gent,Eric,Mannelijk,02/03/2019
Antwerpen,Koenraad,Mannelijk,02/07/2019
Zemst,Patrick,Mannelijk,01/22/2019
Menen,Lieven,Mannelijk,02/23/2019
Zwijndrecht,Richard,Mannelijk,01/29/2019
Gent,Paulina,Vrouwelijk,02/10/2019
Brakel,Jo,Mannelijk,02/03/2019
Yvoir,Françoise,Vrouwelijk,02/01/2019
Luik,Miguel,Mannelijk,02/10/2019
Ieper,Thor,Mannelijk,01/29/2019
Anderlecht,Grzegorz,Mannelijk,02/02/2019
Bergen,Hugo,Mannelijk,01/28/2019
Destelbergen,Louis,Mannelijk,02/07/2019
Chaudfontaine,Vincent,Mannelijk,02/02/2019
Vorst (Brussel-Hoofdstad),Marie,Vrouwelijk,02/03/2019
Essen,Marc,Mannelijk,02/01/2019
Chapelle-lez-Herlaimont,Martine,Vrouwelijk,02/01/2019
Antwerpen,Gitty,Vrouwelijk,01/25/2019
Wetteren,Marc,Mannelijk,02/17/2019
Montigny-le-Tilleul,Patrick,Mannelijk,01/21/2019
Gent,Marijke,Vrouwelijk,02/05/2019
Attert,Camille,Vrouwelijk,02/10/2019
Brugge,Inge,Vrouwelijk,02/02/2019
Elsene,Rafael,Mannelijk,01/28/2019
Floreffe,Lucie,Vrouwelijk,02/04/2019
Comblain-au-Pont,Yvonne,Vrouwelijk,02/03/2019
Antwerpen,Greta,Vrouwelijk,01/29/2019
Tubeke,Carla,Vrouwelijk,02/10/2019
Charleroi,Valério,Mannelijk,02/02/2019
Vielsalm,Vanessa,Vrouwelijk,02/10/2019
Kortenberg,Tristan,Mannelijk,01/23/2019
Damme,Eva,Vrouwelijk,02/05/2019
Heist-op-den-Berg,Sarah,Vrouwelijk,01/27/2019
Doornik,Frédéric,Mannelijk,02/06/2019
Herzele,Lea,Vrouwelijk,02/01/2019
Sint-Jans-Molenbeek,Hajar,Vrouwelijk,01/31/2019
Anderlecht,Mohamed,Mannelijk,02/07/2019
Aalst (Aalst),Annie,Vrouwelijk,02/06/2019
Evergem,Natalie,Vrouwelijk,01/29/2019
Brussel,Rania,Vrouwelijk,02/08/2019
Dour,François,Mannelijk,01/30/2019
Gent,Zeki,Mannelijk,02/17/2019
Scherpenheuvel-Zichem,Annie,Vrouwelijk,02/09/2019
Antwerpen,Sofya,Vrouwelijk,02/07/2019
Soumagne,Marie,Vrouwelijk,02/10/2019
Ottignies-Louvain-la-Neuve,Gladys,Vrouwelijk,01/25/2019
Waasmunster,Ruben,Mannelijk,01/25/2019
Machelen (Halle-Vilvoorde),Maria,Vrouwelijk,01/29/2019
Damme,Rik,Mannelijk,01/29/2019
Geel,Seth,Mannelijk,01/31/2019
Kaprijke,Annelies,Vrouwelijk,02/08/2019
Vilvoorde,David,Mannelijk,03/22/2019
Etalle,Mathis,Mannelijk,02/04/2019
Maaseik,Hilde,Vrouwelijk,02/19/2019
Genk,David,Mannelijk,02/10/2019
Wervik,Deborah,Vrouwelijk,02/22/2019
Vorst (Brussel-Hoofdstad),Zouhair,Mannelijk,01/23/2019
Antwerpen,Albert,Mannelijk,02/02/2019
Momignies,Monique,Vrouwelijk,01/29/2019
Watermaal-Bosvoorde,Robert,Mannelijk,01/26/2019
Ninove,Eva,Vrouwelijk,02/07/2019
Antwerpen,Gary,Mannelijk,02/01/2019
Nijlen,Walter,Mannelijk,02/04/2019
Charleroi,Julie,Vrouwelijk,02/04/2019
Ciney,Yves,Mannelijk,02/04/2019
Elsene,Zoé,Vrouwelijk,01/22/2019
Vilvoorde,Farah,Vrouwelijk,03/12/2019
Sint-Joost-ten-Node,Hasan,Mannelijk,02/01/2019
Sint-Lambrechts-Woluwe,Michel,Mannelijk,02/04/2019
Brecht,Marcel,Mannelijk,02/08/2019
Elsene,Giulio,Mannelijk,03/11/2019
Leuven,Ellen,Vrouwelijk,01/24/2019
Aalst (Aalst),Brigitte,Vrouwelijk,02/01/2019
Raeren,Uwe,Mannelijk,02/07/2019
Herent,Lize,Vrouwelijk,02/20/2019
Kortrijk,Marc,Mannelijk,02/09/2019
Hasselt,Lode,Mannelijk,02/03/2019
Charleroi,Jean-Michel,Mannelijk,02/10/2019
Hoogstraten,Alina,Vrouwelijk,01/31/2019
Herentals,Lesley,Vrouwelijk,01/30/2019
Aat,Michaël,Mannelijk,02/03/2019
Brussel,Imane,Vrouwelijk,02/05/2019
Rochefort,Logan,Mannelijk,02/06/2019
Stekene,Monica,Vrouwelijk,02/04/2019
Anzegem,Heidi,Vrouwelijk,02/04/2019
Seraing,Kenza,Vrouwelijk,02/02/2019
Evere,Maria,Vrouwelijk,01/26/2019
Namen,Marine,Vrouwelijk,02/05/2019
Mortsel,Fien,Vrouwelijk,02/24/2019
Luik,Michel,Mannelijk,01/30/2019
Kelmis,Raphael,Mannelijk,01/30/2019
Antwerpen,Ingrid,Vrouwelijk,02/10/2019
Oud-Turnhout,Sam,Mannelijk,02/05/2019
Sint-Katelijne-Waver,Philip,Mannelijk,02/05/2019
Antwerpen,Helena,Vrouwelijk,02/09/2019
Deerlijk,Warre,Mannelijk,02/16/2019
Grâce-Hollogne,Joseph,Mannelijk,02/11/2019
Tinlot,Jean,Mannelijk,02/01/2019
Waregem,Tristan,Mannelijk,02/12/2019
Houyet,Denis,Mannelijk,02/07/2019
Antwerpen,Ali,Mannelijk,02/05/2019
Kinrooi,Peter,Mannelijk,02/02/2019
Havelange,Guillaume,Mannelijk,02/02/2019
Sprimont,Claudine,Vrouwelijk,02/03/2019
Sint-Jans-Molenbeek,Robert,Mannelijk,02/23/2019
Celles (Doornik),Lise,Vrouwelijk,01/23/2019
Gent,Charlotte,Vrouwelijk,01/29/2019
Vloesberg,Michel,Mannelijk,01/26/2019
Puurs-Sint-Amands,Johan,Mannelijk,02/08/2019
Maaseik,Joannes,Mannelijk,02/22/2019
Heist-op-den-Berg,Ella,Vrouwelijk,02/21/2019
Heusden-Zolder,Daniela,Vrouwelijk,02/02/2019
Alveringem,Kristof,Mannelijk,02/03/2019
Luik,Bruno,Mannelijk,03/13/2019
Moeskroen,Elodie,Vrouwelijk,02/10/2019
Ciney,Camille,Vrouwelijk,02/04/2019
Blankenberge,Alan,Mannelijk,01/22/2019
Gent,Emmanuel,Mannelijk,02/01/2019
Beveren (Sint-Niklaas),Ronny,Mannelijk,01/29/2019
Maasmechelen,Ensar,Mannelijk,01/23/2019
Neufchâteau (Neufchâteau),Marie-Claire,Vrouwelijk,01/28/2019
Dendermonde,Eliane,Vrouwelijk,02/02/2019
Oudenaarde,Merel,Vrouwelijk,02/04/2019
Harelbeke,Laura,Vrouwelijk,02/23/2019
Brussel,Natasha,Vrouwelijk,02/07/2019
Charleroi,Benjamin,Mannelijk,02/03/2019
Luik,Ilan,Mannelijk,02/04/2019
