gemeente,naam,geslacht,verwachte datum
Kampenhout,Marc,Mannelijk,12/14/2019
Aalst (Aalst),Justine,Vrouwelijk,12/16/2019
Hoeilaart,Virginie,Vrouwelijk,12/23/2019
Halle (Halle-Vilvoorde),Marleen,Vrouwelijk,12/09/2019
Nazareth,Marijke,Vrouwelijk,12/23/2019
Luik,Edis,Mannelijk,12/16/2019
Eghezée,Marie,Vrouwelijk,01/09/2020
Diest,Gabrielle,Vrouwelijk,12/15/2019
Amay,Lise,Vrouwelijk,12/15/2019
Brasschaat,Jenny,Vrouwelijk,12/16/2019
Oudenaarde,Delphine,Vrouwelijk,12/24/2019
Havelange,Maurice,Mannelijk,12/13/2019
Sint-Pieters-Woluwe,Olivier,Mannelijk,12/16/2019
Zemst,Sigrid,Vrouwelijk,12/16/2019
Sint-Gillis-Waas,Lindsey,Vrouwelijk,12/15/2019
Berlare,Raf,Mannelijk,12/22/2019
Sint-Joost-ten-Node,Katarzyna,Vrouwelijk,12/23/2019
Gent,Sebastian,Mannelijk,12/21/2019
Profondeville,Jean,Mannelijk,12/19/2019
Erpe-Mere,Robbe,Mannelijk,12/16/2019
Gent,Sali,Mannelijk,12/17/2019
Pelt,Petrus,Mannelijk,12/18/2019
Bergen,Fanny,Vrouwelijk,12/27/2019
Chimay,Claudine,Vrouwelijk,12/22/2019
Gent,Gizem,Vrouwelijk,12/20/2019
Dison,Marie-José,Vrouwelijk,12/25/2019
Antwerpen,Anna,Vrouwelijk,12/14/2019
Wevelgem,Fien,Vrouwelijk,12/19/2019
Bredene,Gilberte,Vrouwelijk,12/22/2019
Antwerpen,Samira,Vrouwelijk,02/03/2020
Brugge,Miguel,Mannelijk,12/09/2019
Wichelen,Prosper,Mannelijk,12/25/2019
Frameries,Didier,Mannelijk,01/05/2020
Antwerpen,Enrique,Mannelijk,01/30/2020
Scherpenheuvel-Zichem,Anny,Vrouwelijk,12/14/2019
Wemmel,Juan,Mannelijk,12/19/2019
Kuurne,Ella,Vrouwelijk,01/07/2020
Houthalen-Helchteren,Jacqueline,Vrouwelijk,12/24/2019
Komen-Waasten,Christine,Vrouwelijk,12/07/2019
Hamois,Nathalie,Vrouwelijk,12/19/2019
Gent,Lore,Vrouwelijk,12/14/2019
Antwerpen,Mark,Mannelijk,12/16/2019
Ukkel,Abdelhafid,Mannelijk,12/16/2019
Westerlo,Kristof,Mannelijk,12/11/2019
Gent,Erika,Vrouwelijk,12/19/2019
Mont-de-l’Enclus,Marcel,Mannelijk,12/27/2019
Anhée,Eric,Mannelijk,12/15/2019
Frameries,Yves,Mannelijk,01/15/2020
Awans,Nathalie,Vrouwelijk,12/08/2019
Bertogne,Cindy,Vrouwelijk,12/19/2019
Lontzen,Florian,Mannelijk,12/14/2019
Overijse,Hélène,Vrouwelijk,12/22/2019
Ukkel,Paloma,Vrouwelijk,01/05/2020
Halen,Kaat,Vrouwelijk,01/05/2020
Sint-Pieters-Woluwe,Bernard,Mannelijk,12/22/2019
Ganshoren,Mounir,Mannelijk,12/14/2019
Beveren (Sint-Niklaas),Philip,Mannelijk,01/02/2020
Nazareth,Emily,Vrouwelijk,12/16/2019
Sint-Lambrechts-Woluwe,Nicolas,Mannelijk,12/09/2019
Lanaken,Edmond,Mannelijk,12/07/2019
Hoei,Cécile,Vrouwelijk,12/08/2019
Hasselt,Guillaume,Mannelijk,12/15/2019
De Pinte,Marnix,Mannelijk,12/24/2019
Malle,Anna,Vrouwelijk,12/08/2019
Houthulst,Jens,Mannelijk,12/18/2019
Charleroi,Michel,Mannelijk,12/17/2019
Charleroi,Patricia,Vrouwelijk,12/08/2019
Neupré,Raphaël,Mannelijk,12/23/2019
De Pinte,Peter,Mannelijk,12/22/2019
Kortemark,Yves,Mannelijk,12/17/2019
Wanze,Robert,Mannelijk,12/12/2019
Brugge,Suzanne,Vrouwelijk,12/12/2019
Kuurne,Amélie,Vrouwelijk,12/16/2019
Bergen,Jeannine,Vrouwelijk,01/03/2020
La Louvière,Joachim,Mannelijk,12/20/2019
La Bruyère,Marcel,Mannelijk,12/24/2019
Charleroi,Anne,Vrouwelijk,12/08/2019
Schoten,Vera,Vrouwelijk,12/18/2019
Tienen,Stefaan,Mannelijk,01/31/2020
Comblain-au-Pont,Maryse,Vrouwelijk,12/13/2019
Brugge,Marc,Mannelijk,01/17/2020
Brussel,Maddalena,Vrouwelijk,12/18/2019
