gemeente,naam,geslacht,verwachte datum
Hamont-Achel,Ludo,Mannelijk,10/01/2019
Mol,Nell,Vrouwelijk,10/01/2019
Torhout,Liesbeth,Vrouwelijk,10/05/2019
Baarle-Hertog,Karel,Mannelijk,10/08/2019
Vorst (Brussel-Hoofdstad),Victor,Mannelijk,10/07/2019
Wetteren,Louise,Vrouwelijk,09/26/2019
Antwerpen,Taha,Mannelijk,09/27/2019
Sint-Agatha-Berchem,Marie,Vrouwelijk,10/01/2019
Hoei,Arlette,Vrouwelijk,10/08/2019
Brugge,Brecht,Mannelijk,09/23/2019
Hulshout,Lucienne,Vrouwelijk,09/28/2019
Oostende,Marc,Mannelijk,10/09/2019
Courcelles,Alyssa,Vrouwelijk,09/19/2019
Antwerpen,Julia,Vrouwelijk,10/09/2019
Dour,Steven,Mannelijk,10/01/2019
Chaudfontaine,Maryam,Vrouwelijk,10/08/2019
Charleroi,Giovanna,Vrouwelijk,09/20/2019
Kruisem,Marnix,Mannelijk,10/23/2019
Anhée,Daniel,Mannelijk,10/02/2019
Antwerpen,Nathalie,Vrouwelijk,10/05/2019
Meise,David,Mannelijk,09/29/2019
Lommel,Tom,Mannelijk,09/19/2019
Bergen,Florent,Mannelijk,09/29/2019
Wervik,Glenn,Mannelijk,09/27/2019
Oupeye,Hugo,Mannelijk,10/23/2019
Zonnebeke,Matteo,Mannelijk,09/26/2019
Neufchâteau (Neufchâteau),Mariette,Vrouwelijk,10/03/2019
Oupeye,Benjamin,Mannelijk,10/02/2019
Montigny-le-Tilleul,Daniel,Mannelijk,09/23/2019
Gembloux,Vincent,Mannelijk,09/20/2019
Bredene,Cynthia,Vrouwelijk,10/01/2019
Luik,Michel,Mannelijk,09/20/2019
Rebecq,Jean,Mannelijk,10/14/2019
Houthalen-Helchteren,Julian,Mannelijk,10/18/2019
Antoing,Christophe,Mannelijk,10/09/2019
Ukkel,Christophe,Mannelijk,09/28/2019
Malle,Danny,Mannelijk,09/29/2019
Ottignies-Louvain-la-Neuve,Françoise,Vrouwelijk,11/02/2019
Diepenbeek,Felix,Mannelijk,10/10/2019
Saint-Ghislain,Cédric,Mannelijk,09/27/2019
Charleroi,Melahat,Vrouwelijk,10/13/2019
Luik,Marion,Vrouwelijk,09/20/2019
Grimbergen,Florence,Vrouwelijk,09/21/2019
Wommelgem,Wendy,Vrouwelijk,10/05/2019
Heusden-Zolder,Gina,Vrouwelijk,10/08/2019
Charleroi,Luigi,Mannelijk,09/26/2019
Ichtegem,Pol,Mannelijk,10/02/2019
Oudsbergen,Nico,Mannelijk,10/03/2019
Oostende,Axelle,Vrouwelijk,10/02/2019
Ingelmunster,Wilfried,Mannelijk,10/09/2019
Brussel,Irene,Vrouwelijk,09/29/2019
Destelbergen,Guust,Mannelijk,09/24/2019
Pelt,Paul,Mannelijk,09/20/2019
Wevelgem,Eva,Vrouwelijk,10/03/2019
