gemeente,naam,geslacht,verwachte datum
Pont-à-Celles,Frédéric,Mannelijk,01/13/2019
Eupen,Anneliese,Vrouwelijk,01/22/2019
Brussel,Monique,Vrouwelijk,01/16/2019
Zonhoven,Heidi,Vrouwelijk,01/19/2019
’s Gravenbrakel,Claudine,Vrouwelijk,01/08/2019
Ganshoren,Pascal,Mannelijk,01/16/2019
Charleroi,Martine,Vrouwelijk,01/08/2019
Torhout,Frans,Mannelijk,01/25/2019
Kapellen (Antwerpen),Roland,Mannelijk,01/20/2019
Schaarbeek,Norma,Vrouwelijk,01/14/2019
Hoei,Joëlle,Vrouwelijk,01/22/2019
Fontaine-l’Evêque,Pascal,Mannelijk,01/24/2019
Zaventem,Lilly,Vrouwelijk,01/13/2019
Bierbeek,Lies,Vrouwelijk,01/18/2019
Perwijs (Nijvel),Achille,Mannelijk,01/19/2019
Ukkel,Céline,Vrouwelijk,01/20/2019
Hoegaarden,Elke,Vrouwelijk,01/10/2019
Sint-Agatha-Berchem,Claude,Mannelijk,01/17/2019
Gent,Gratien,Mannelijk,01/13/2019
Herent,Jeroen,Mannelijk,01/15/2019
Luik,Charles,Mannelijk,01/09/2019
’s Gravenbrakel,Yanis,Mannelijk,01/19/2019
Schaarbeek,Kamil,Mannelijk,01/22/2019
Waterloo,Marie,Vrouwelijk,02/01/2019
Sint-Lievens-Houtem,Frank,Mannelijk,01/08/2019
Waregem,Betty,Vrouwelijk,01/06/2019
Ledegem,Marie,Vrouwelijk,01/09/2019
Beveren (Sint-Niklaas),Pieter,Mannelijk,01/19/2019
Aat,Micheline,Vrouwelijk,01/14/2019
Izegem,Rudy,Mannelijk,01/19/2019
Lummen,Emma,Vrouwelijk,01/23/2019
Denderleeuw,Christian,Mannelijk,01/12/2019
Leuven,Karla,Vrouwelijk,01/27/2019
Antwerpen,Maissa,Vrouwelijk,01/17/2019
Waregem,Annie,Vrouwelijk,01/17/2019
Mechelen,Jannes,Mannelijk,01/19/2019
Scherpenheuvel-Zichem,Steve,Mannelijk,01/19/2019
Esneux,Christine,Vrouwelijk,02/07/2019
Brugge,Marc,Mannelijk,01/23/2019
Anderlecht,Daniel,Mannelijk,01/09/2019
Overijse,Lucienne,Vrouwelijk,01/19/2019
Brussel,Arnaud,Mannelijk,02/04/2019
Sint-Joost-ten-Node,Yacine,Mannelijk,01/14/2019
Hasselt,Karin,Vrouwelijk,01/16/2019
Geraardsbergen,Christine,Vrouwelijk,01/31/2019
Herzele,Guy,Mannelijk,01/12/2019
Keerbergen,Geert,Mannelijk,02/09/2019
Schaarbeek,Andrei,Mannelijk,01/29/2019
Chaudfontaine,Lilou,Vrouwelijk,01/15/2019
Jemeppe-sur-Sambre,Nathalie,Vrouwelijk,01/22/2019
Stabroek,Annick,Vrouwelijk,01/07/2019
Maaseik,Eliza,Vrouwelijk,01/25/2019
Sint-Niklaas (Sint-Niklaas),Danny,Mannelijk,01/23/2019
Lanaken,Antoine,Mannelijk,01/26/2019
Edingen,Betty,Vrouwelijk,01/15/2019
Evergem,Ria,Vrouwelijk,02/01/2019
Herentals,Paula,Vrouwelijk,01/20/2019
Eeklo,Yara,Vrouwelijk,01/16/2019
Geel,Stefan,Mannelijk,01/14/2019
Gingelom,Jelle,Mannelijk,01/26/2019
Vorst (Brussel-Hoofdstad),Marc,Mannelijk,01/15/2019
Charleroi,Lucas,Mannelijk,01/21/2019
Ledegem,Carine,Vrouwelijk,02/05/2019
Sint-Agatha-Berchem,Eliza,Vrouwelijk,01/16/2019
Sint-Lambrechts-Woluwe,Antonio,Mannelijk,01/24/2019
Erezée,Raphaël,Mannelijk,01/23/2019
Bonheiden,Lodewijk,Mannelijk,01/18/2019
Verviers,Christophe,Mannelijk,01/26/2019
Charleroi,Jessica,Vrouwelijk,01/06/2019
Wervik,Marie,Vrouwelijk,01/16/2019
Yvoir,Eloïse,Vrouwelijk,02/01/2019
Rumst,Steve,Mannelijk,01/09/2019
Chastre,Annie,Vrouwelijk,01/14/2019
Brussel,Thierry,Mannelijk,02/01/2019
Moeskroen,Nelly,Vrouwelijk,01/11/2019
Moeskroen,Morgane,Vrouwelijk,01/12/2019
Denderleeuw,Erik,Mannelijk,01/19/2019
Courcelles,Olivier,Mannelijk,01/16/2019
Doornik,David,Mannelijk,01/17/2019
Vorst (Brussel-Hoofdstad),Yasmina,Vrouwelijk,01/27/2019
Herve,Joseph,Mannelijk,01/18/2019
Seraing,Antonia,Vrouwelijk,01/16/2019
Welkenraedt,Loïc,Mannelijk,01/17/2019
Anderlecht,Alexandru,Mannelijk,01/31/2019
Péruwelz,Sébastien,Mannelijk,01/18/2019
Tubeke,Carla,Vrouwelijk,01/21/2019
Ukkel,Fernanda,Vrouwelijk,01/14/2019
Landen,Mathieu,Mannelijk,01/08/2019
