gemeente,naam,geslacht,verwachte datum
Ganshoren,Joseph,Mannelijk,12/18/2019
Antwerpen,Ayoub,Mannelijk,11/30/2019
Lommel,Jozef,Mannelijk,12/09/2019
Meise,Nolan,Mannelijk,12/16/2019
Dinant,Eric,Mannelijk,12/07/2019
Montigny-le-Tilleul,Renaud,Mannelijk,12/16/2019
Grâce-Hollogne,Salvatore,Mannelijk,12/08/2019
Gent,Danny,Mannelijk,12/08/2019
Les Bons Villers,Vincent,Mannelijk,12/19/2019
Elsene,Jonathan,Mannelijk,11/29/2019
Koekelberg,Ali,Mannelijk,12/20/2019
Leopoldsburg,Patrick,Mannelijk,12/14/2019
Estaimpuis,Elodie,Vrouwelijk,12/15/2019
Aarlen,Thomas,Mannelijk,12/09/2019
Waver,Laura,Vrouwelijk,12/04/2019
Buggenhout,Stefanie,Vrouwelijk,12/30/2019
Charleroi,Hatice,Vrouwelijk,12/29/2019
Zoersel,Bart,Mannelijk,12/12/2019
Meerhout,Ward,Mannelijk,12/10/2019
Flémalle,José,Mannelijk,12/19/2019
Beaumont,Jocelyne,Vrouwelijk,12/08/2019
Zulte,Hendrik,Mannelijk,12/17/2019
Oudenburg,Bjorn,Mannelijk,12/17/2019
Dison,Vanessa,Vrouwelijk,12/13/2019
Bergen,Anne-Marie,Vrouwelijk,12/12/2019
Zemst,Jan,Mannelijk,12/18/2019
Moeskroen,Véronique,Vrouwelijk,12/19/2019
Lede,Eva,Vrouwelijk,12/16/2019
Bitsingen,Julien,Mannelijk,12/13/2019
Herenthout,Tom,Mannelijk,12/09/2019
Brecht,Rani,Vrouwelijk,12/07/2019
Tongeren,Louisa,Vrouwelijk,12/11/2019
Oupeye,Jessica,Vrouwelijk,12/07/2019
Hamont-Achel,Maria,Vrouwelijk,12/12/2019
Gent,Christiane,Vrouwelijk,12/12/2019
Seneffe,Marjorie,Vrouwelijk,12/10/2019
Antwerpen,Emma,Vrouwelijk,12/14/2019
Ottignies-Louvain-la-Neuve,Cédric,Mannelijk,12/01/2019
Verviers,Maud,Vrouwelijk,12/10/2019
Tervuren,Philippe,Mannelijk,12/03/2019
Middelkerke,Ginette,Vrouwelijk,12/12/2019
Grimbergen,Heidi,Vrouwelijk,12/07/2019
Wellen,Chantal,Vrouwelijk,12/15/2019
Wezet,Jean,Mannelijk,12/11/2019
Evergem,Annie,Vrouwelijk,12/13/2019
Heist-op-den-Berg,Paul,Mannelijk,12/30/2019
Luik,Sandro,Mannelijk,12/08/2019
Temse,Tommy,Mannelijk,12/16/2019
Vorst (Brussel-Hoofdstad),Rosa,Vrouwelijk,12/09/2019
Koekelberg,Carine,Vrouwelijk,12/08/2019
Roeselare,Nicole,Vrouwelijk,12/02/2019
Sint-Genesius-Rode,Basile,Mannelijk,12/03/2019
Oudsbergen,Raf,Mannelijk,12/08/2019
Lede,Marie,Vrouwelijk,12/09/2019
Sint-Pieters-Woluwe,Maria,Vrouwelijk,12/05/2019
Merchtem,Soraya,Vrouwelijk,12/19/2019
Waver,Christine,Vrouwelijk,01/02/2020
Zaventem,Farah,Vrouwelijk,12/06/2019
Opzullik,Amélie,Vrouwelijk,12/08/2019
Wuustwezel,Nathan,Mannelijk,01/02/2020
Brasschaat,Josephine,Vrouwelijk,01/05/2020
Komen-Waasten,Camille,Vrouwelijk,11/29/2019
Profondeville,Catherine,Vrouwelijk,12/17/2019
Rixensart,Brigitte,Vrouwelijk,01/01/2020
Gent,Margaretha,Vrouwelijk,12/09/2019
Kontich,Jan,Mannelijk,12/04/2019
Aalst (Aalst),Tamara,Vrouwelijk,12/12/2019
Marche-en-Famenne,Guillaume,Mannelijk,12/19/2019
Antwerpen,Alia,Vrouwelijk,12/08/2019
Oostkamp,Petra,Vrouwelijk,12/09/2019
Bergen,Bernard,Mannelijk,12/14/2019
Amay,Vanessa,Vrouwelijk,12/09/2019
Farciennes,Raphaël,Mannelijk,12/12/2019
Vilvoorde,Sam,Mannelijk,12/18/2019
Tielt (Tielt),Arsène,Mannelijk,12/30/2019
Evergem,Georgette,Vrouwelijk,12/17/2019
As,Peter,Mannelijk,12/14/2019
Torhout,Francky,Mannelijk,12/15/2019
Lievegem,Niels,Mannelijk,12/07/2019
Anderlecht,Jan,Mannelijk,12/11/2019
Turnhout,Jan,Mannelijk,12/06/2019
Genk,Rosina,Vrouwelijk,12/19/2019
Leuven,Mariama,Vrouwelijk,01/30/2020
Watermaal-Bosvoorde,Jeremy,Mannelijk,12/04/2019
