gemeente,naam,geslacht,verwachte datum
Anderlecht,Marinela,Vrouwelijk,04/06/2019
Zutendaal,Anna,Vrouwelijk,04/04/2019
Merelbeke,Peter,Mannelijk,04/10/2019
Aarschot,Nicole,Vrouwelijk,04/17/2019
Borgworm,André,Mannelijk,04/17/2019
Oostkamp,Inge,Vrouwelijk,04/06/2019
Oudenaarde,Wouter,Mannelijk,04/18/2019
Sint-Laureins,Gerda,Vrouwelijk,04/20/2019
Dendermonde,Ann,Vrouwelijk,04/11/2019
Jemeppe-sur-Sambre,Aurélie,Vrouwelijk,04/11/2019
Harelbeke,Jeannette,Vrouwelijk,04/17/2019
Waregem,Ingrid,Vrouwelijk,04/29/2019
Lo-Reninge,Elise,Vrouwelijk,04/21/2019
Halle (Halle-Vilvoorde),Koen,Mannelijk,04/10/2019
Lichtervelde,Lisa,Vrouwelijk,04/09/2019
Tongeren,Josiane,Vrouwelijk,04/09/2019
Antwerpen,Lynn,Vrouwelijk,04/21/2019
Maasmechelen,Veerle,Vrouwelijk,04/07/2019
Nijlen,Carine,Vrouwelijk,04/03/2019
La Bruyère,Elisa,Vrouwelijk,04/08/2019
La Louvière,Ion,Mannelijk,04/05/2019
Luik,Virginie,Vrouwelijk,04/17/2019
Maasmechelen,Imane,Vrouwelijk,04/02/2019
Tubeke,Kelly,Vrouwelijk,04/10/2019
Leuven,Pawel,Mannelijk,04/15/2019
Bilzen,Godelieve,Vrouwelijk,05/04/2019
Mechelen,Eva,Vrouwelijk,04/13/2019
De Pinte,Julie,Vrouwelijk,04/05/2019
Les Bons Villers,Véronique,Vrouwelijk,05/01/2019
Antwerpen,Augusta,Vrouwelijk,04/14/2019
Waasmunster,Marcel,Mannelijk,04/15/2019
Meulebeke,Katrien,Vrouwelijk,04/04/2019
Kruibeke,Ilse,Vrouwelijk,04/10/2019
Alken,Geert,Mannelijk,05/01/2019
Tervuren,Marie-Claire,Vrouwelijk,04/01/2019
Sint-Niklaas (Sint-Niklaas),Florent,Mannelijk,04/13/2019
Antwerpen,Joost,Mannelijk,04/18/2019
Harelbeke,Kurt,Mannelijk,04/21/2019
Aarlen,Laurent,Mannelijk,04/21/2019
Lommel,Madeleine,Vrouwelijk,04/08/2019
Diepenbeek,Bart,Mannelijk,04/10/2019
Aarlen,Célia,Vrouwelijk,04/09/2019
Frameries,Philippe,Mannelijk,04/14/2019
Beernem,Victor,Mannelijk,04/09/2019
Blegny,Camille,Vrouwelijk,04/07/2019
Borgworm,Frédéric,Mannelijk,04/08/2019
Verlaine,Tom,Mannelijk,04/07/2019
Ieper,Gudrun,Vrouwelijk,04/30/2019
Antwerpen,Sonia,Vrouwelijk,04/09/2019
Antwerpen,Elissa,Vrouwelijk,04/01/2019
Zaventem,Delphine,Vrouwelijk,05/21/2019
Lierneux,Fabienne,Vrouwelijk,04/14/2019
Fernelmont,Isabelle,Vrouwelijk,04/08/2019
Merelbeke,Lieven,Mannelijk,04/14/2019
Pittem,Christine,Vrouwelijk,04/10/2019
Gent,Luna,Vrouwelijk,04/15/2019
Geel,Siska,Vrouwelijk,04/15/2019
Ukkel,Jeanine,Vrouwelijk,05/01/2019
Anderlecht,Farid,Mannelijk,04/21/2019
Sambreville,Claudine,Vrouwelijk,04/17/2019
Bierbeek,Jan,Mannelijk,04/06/2019
Flémalle,Patrick,Mannelijk,04/08/2019
Antwerpen,Mohammed,Mannelijk,04/08/2019
Tremelo,Ruben,Mannelijk,04/07/2019
Binche,Paolo,Mannelijk,04/08/2019
Waregem,Hilda,Vrouwelijk,04/09/2019
Zutendaal,Joseph,Mannelijk,04/12/2019
Sombreffe,Jean-Jacques,Mannelijk,04/05/2019
Hotton,Philippe,Mannelijk,04/04/2019
Libramont-Chevigny,Claire,Vrouwelijk,04/04/2019
Amel,Matthias,Mannelijk,04/20/2019
Herstal,Michèle,Vrouwelijk,04/24/2019
Brugge,Caroline,Vrouwelijk,04/13/2019
Vleteren,Wilfried,Mannelijk,04/07/2019
Kinrooi,Dennis,Mannelijk,04/09/2019
Antwerpen,Bruno,Mannelijk,04/03/2019
Pecq,Sébastien,Mannelijk,04/02/2019
Lanaken,Marie-Josée,Vrouwelijk,04/21/2019
Voeren,Robert,Mannelijk,04/08/2019
Antwerpen,Youssef,Mannelijk,04/13/2019
Péruwelz,Lucas,Mannelijk,05/10/2019
Léglise,Patrick,Mannelijk,04/13/2019
Ranst,Femke,Vrouwelijk,04/04/2019
As,Maria,Vrouwelijk,04/19/2019
Lokeren,Mina,Vrouwelijk,04/10/2019
Antwerpen,Astrid,Vrouwelijk,04/09/2019
Zelzate,Martine,Vrouwelijk,04/03/2019
Pelt,Jacobus,Mannelijk,04/21/2019
Waregem,Denise,Vrouwelijk,04/11/2019
Verviers,Shana,Vrouwelijk,04/11/2019
Incourt,Nathalie,Vrouwelijk,04/12/2019
Halle (Halle-Vilvoorde),Steven,Mannelijk,04/12/2019
Diepenbeek,Eric,Mannelijk,04/15/2019
Neupré,Stéphane,Mannelijk,04/08/2019
Brugge,Sarah,Vrouwelijk,04/16/2019
Lessen,Dany,Mannelijk,04/21/2019
Zwevegem,Justine,Vrouwelijk,04/13/2019
Brugge,Lucas,Mannelijk,04/06/2019
Pittem,Freddy,Mannelijk,04/03/2019
Beveren (Sint-Niklaas),Patrick,Mannelijk,04/20/2019
Menen,Justin,Mannelijk,04/11/2019
Sint-Pieters-Woluwe,Elisabeth,Vrouwelijk,04/08/2019
Eeklo,Carine,Vrouwelijk,04/19/2019
Bergen,Lionel,Mannelijk,04/04/2019
Zottegem,Annelies,Vrouwelijk,04/17/2019
Sint-Pieters-Leeuw,Ghislaine,Vrouwelijk,04/16/2019
Andenne,Marie,Vrouwelijk,04/03/2019
Denderleeuw,Bart,Mannelijk,04/12/2019
Nijlen,Maria,Vrouwelijk,04/15/2019
Luik,Lucas,Mannelijk,05/26/2019
Schaarbeek,Aminata,Vrouwelijk,04/05/2019
Fléron,Clémence,Vrouwelijk,04/15/2019
Rumst,Kurt,Mannelijk,04/07/2019
Rochefort,Julien,Mannelijk,04/10/2019
Gistel,Sandra,Vrouwelijk,04/13/2019
Mechelen,Yannick,Mannelijk,04/18/2019
Ukkel,Patrice,Mannelijk,04/10/2019
Seraing,Jean-Claude,Mannelijk,04/09/2019
Menen,Natacha,Vrouwelijk,04/08/2019
