gemeente,naam,geslacht,verwachte datum
Halle (Halle-Vilvoorde),Chris,Mannelijk,12/25/2019
Büllingen,Johanna,Vrouwelijk,01/05/2020
Schoten,Tom,Mannelijk,01/03/2020
Kortenberg,Ronny,Mannelijk,01/09/2020
Brasschaat,Lore,Vrouwelijk,12/28/2019
Hemiksem,Bert,Mannelijk,01/06/2020
Bergen,Georges,Mannelijk,01/22/2020
Aarlen,Omer,Mannelijk,12/26/2019
Middelkerke,Kim,Vrouwelijk,12/24/2019
Sint-Lambrechts-Woluwe,François,Mannelijk,01/02/2020
Zonhoven,Sylvia,Vrouwelijk,01/01/2020
Kasteelbrakel,Fernand,Mannelijk,01/22/2020
Elsene,Hassan,Mannelijk,01/04/2020
Oud-Turnhout,Peter,Mannelijk,01/02/2020
Sint-Pieters-Leeuw,Lynn,Vrouwelijk,02/22/2020
Pelt,Artur,Mannelijk,12/26/2019
Ciney,Philippe,Mannelijk,01/03/2020
Moeskroen,Claudine,Vrouwelijk,12/21/2019
Houthalen-Helchteren,Marie,Vrouwelijk,01/21/2020
Izegem,Elise,Vrouwelijk,01/09/2020
Sankt Vith,Véronique,Vrouwelijk,01/07/2020
Edingen,Aline,Vrouwelijk,12/23/2019
Antwerpen,Abdessamad,Mannelijk,12/31/2019
Koksijde,Matisse,Mannelijk,01/02/2020
Ukkel,Maïssa,Vrouwelijk,01/08/2020
Ichtegem,Febe,Vrouwelijk,01/10/2020
Gembloux,Julien,Mannelijk,12/30/2019
Dilbeek,Cindy,Vrouwelijk,01/01/2020
Kortrijk,Steven,Mannelijk,01/22/2020
Geer,Thibault,Mannelijk,01/03/2020
De Pinte,Jonas,Mannelijk,01/03/2020
Mortsel,Iris,Vrouwelijk,12/24/2019
Hasselt,Yvon,Mannelijk,12/22/2019
Fontaine-l’Evêque,Philippe,Mannelijk,12/22/2019
Orp-Jauche,Lucas,Mannelijk,12/22/2019
Eeklo,Sandra,Vrouwelijk,01/07/2020
Charleroi,Marc,Mannelijk,01/04/2020
Roeselare,Bert,Mannelijk,01/08/2020
Kortrijk,Rutger,Mannelijk,12/29/2019
Messancy,Elena,Vrouwelijk,01/04/2020
Sint-Jans-Molenbeek,Salim,Mannelijk,01/07/2020
Knokke-Heist,Germain,Mannelijk,12/22/2019
Nijlen,Nick,Mannelijk,01/23/2020
Anzegem,Christiaan,Mannelijk,01/13/2020
Dendermonde,Stijn,Mannelijk,02/24/2020
Buggenhout,Petrus,Mannelijk,12/26/2019
Kraainem,Maxime,Mannelijk,01/11/2020
Houthalen-Helchteren,Karolien,Vrouwelijk,01/07/2020
Linter,Peter,Mannelijk,01/04/2020
Jabbeke,Rita,Vrouwelijk,12/29/2019
Philippeville,Isabelle,Vrouwelijk,12/30/2019
Opwijk,Heidi,Vrouwelijk,01/02/2020
Sint-Lambrechts-Woluwe,André,Mannelijk,01/24/2020
Gent,Jacqueline,Vrouwelijk,12/30/2019
Charleroi,Daniel,Mannelijk,01/04/2020
Luik,Sirine,Vrouwelijk,01/02/2020
Ternat,Jente,Mannelijk,01/07/2020
Oudergem,Sonia,Vrouwelijk,12/27/2019
Honnelles,Gérard,Mannelijk,12/30/2019
Juprelle,Henri,Mannelijk,12/21/2019
Beveren (Sint-Niklaas),Myriam,Vrouwelijk,12/28/2019
Sambreville,Louis,Mannelijk,01/06/2020
Antwerpen,Zakia,Vrouwelijk,12/23/2019
Binche,Mireille,Vrouwelijk,12/31/2019
Zuienkerke,Hans,Mannelijk,01/10/2020
Aat,Gabriel,Mannelijk,12/30/2019
Luik,Dalila,Vrouwelijk,01/24/2020
Willebroek,Danny,Mannelijk,01/06/2020
Ottignies-Louvain-la-Neuve,Fabio,Mannelijk,01/23/2020
Zedelgem,Martine,Vrouwelijk,12/27/2019
Laakdal,Els,Vrouwelijk,12/28/2019
Heist-op-den-Berg,Ivonne,Vrouwelijk,01/09/2020
Ferrières,William,Mannelijk,12/28/2019
Herzele,Sabine,Vrouwelijk,01/03/2020
Meulebeke,Frida,Vrouwelijk,12/30/2019
Gent,Sena,Vrouwelijk,12/31/2019
Charleroi,Etienne,Mannelijk,12/28/2019
Anderlecht,Bachir,Mannelijk,01/03/2020
Staden,Krista,Vrouwelijk,12/30/2019
Merelbeke,Charles,Mannelijk,12/25/2019
Halle (Halle-Vilvoorde),Lieven,Mannelijk,12/30/2019
Heusden-Zolder,Rukiye,Vrouwelijk,12/25/2019
Antwerpen,Amira,Vrouwelijk,01/05/2020
Gent,Brigitta,Vrouwelijk,01/05/2020
Kalmthout,Jozef,Mannelijk,01/04/2020
Beauraing,José,Mannelijk,01/08/2020
Moeskroen,Aaron,Mannelijk,01/13/2020
Sint-Pieters-Woluwe,Ian,Mannelijk,01/03/2020
Nandrin,Corentin,Mannelijk,01/11/2020
Anderlecht,Mouna,Vrouwelijk,12/30/2019
Leuven,Anne,Vrouwelijk,12/28/2019
Geraardsbergen,Luc,Mannelijk,01/08/2020
Luik,Clara,Vrouwelijk,12/30/2019
Kinrooi,Pierre,Mannelijk,01/23/2020
Destelbergen,Robert,Mannelijk,01/03/2020
Binche,Letizia,Vrouwelijk,12/24/2019
Oosterzele,Felix,Mannelijk,12/28/2019
Luik,Amel,Vrouwelijk,01/05/2020
Lede,Stef,Mannelijk,12/24/2019
Brugge,Serge,Mannelijk,01/18/2020
Andenne,Françoise,Vrouwelijk,12/26/2019
Tienen,Wilfried,Mannelijk,01/10/2020
Bilzen,Hilda,Vrouwelijk,12/26/2019
Gent,Nadine,Vrouwelijk,01/10/2020
Koekelare,Peter,Mannelijk,12/29/2019
Willebroek,Leon,Mannelijk,12/21/2019
Gent,Katrien,Vrouwelijk,01/06/2020
Leuven,Mila,Vrouwelijk,01/14/2020
Herstal,Guillemine,Vrouwelijk,01/02/2020
Ieper,Rita,Vrouwelijk,01/05/2020
Antwerpen,Karima,Vrouwelijk,01/02/2020
Kortrijk,Johan,Mannelijk,01/04/2020
Habay,Patrice,Mannelijk,01/02/2020
Bornem,Elza,Vrouwelijk,12/31/2019
Châtelet,Astrid,Vrouwelijk,01/16/2020
Rochefort,Roger,Mannelijk,01/24/2020
Colfontaine,Morgane,Vrouwelijk,01/16/2020
Halen,Liliane,Vrouwelijk,12/27/2019
Wuustwezel,Miranda,Vrouwelijk,12/26/2019
Leuven,Nele,Vrouwelijk,12/26/2019
Blegny,Jordan,Mannelijk,01/03/2020
Lier,Leon,Mannelijk,12/27/2019
Schaarbeek,Lucile,Vrouwelijk,01/06/2020
Ingelmunster,Vincent,Mannelijk,01/01/2020
Heist-op-den-Berg,Margot,Vrouwelijk,01/02/2020
Aalst (Aalst),Marion,Vrouwelijk,01/09/2020
Meulebeke,Paula,Vrouwelijk,01/24/2020
Profondeville,Marie,Vrouwelijk,01/05/2020
Lommel,Melissa,Vrouwelijk,12/27/2019
Durbuy,Laura,Vrouwelijk,01/24/2020
Luik,Hanane,Vrouwelijk,12/22/2019
Genk,Kim,Vrouwelijk,01/03/2020
Schaarbeek,Philippe,Mannelijk,01/10/2020
Sint-Niklaas (Sint-Niklaas),Zjef,Mannelijk,12/31/2019
Evergem,Emiel,Mannelijk,12/30/2019
Braives,Jean,Mannelijk,02/11/2020
Diepenbeek,Brecht,Mannelijk,01/02/2020
Maasmechelen,Fabienne,Vrouwelijk,01/04/2020
Oupeye,Amélie,Vrouwelijk,12/23/2019
Etterbeek,Emily,Vrouwelijk,01/18/2020
Yvoir,Marie,Vrouwelijk,12/28/2019
Seraing,Fabrice,Mannelijk,12/30/2019
Yvoir,Julie,Vrouwelijk,01/01/2020
Ukkel,Victoria,Vrouwelijk,12/29/2019
Namen,Valérie,Vrouwelijk,01/14/2020
Dendermonde,Gaby,Vrouwelijk,12/28/2019
Borgworm,Anne-Catherine,Vrouwelijk,01/02/2020
Sint-Lambrechts-Woluwe,Astrid,Vrouwelijk,01/11/2020
Zwevegem,Bernard,Mannelijk,12/29/2019
Genk,Ismail,Mannelijk,12/24/2019
Flémalle,Jean,Mannelijk,12/30/2019
Antwerpen,Ahmed,Mannelijk,01/03/2020
Amel,Günther,Mannelijk,12/26/2019
Affligem,Raymond,Mannelijk,01/10/2020
Leuven,Andreas,Mannelijk,01/07/2020
Nieuwerkerken (Hasselt),Dirk,Mannelijk,12/31/2019
Gent,Zoya,Vrouwelijk,01/07/2020
Engis,Isabelle,Vrouwelijk,12/28/2019
Assenede,Patrick,Mannelijk,01/04/2020
Lubbeek,Ann,Vrouwelijk,01/10/2020
Gent,Kazim,Mannelijk,01/07/2020
Namen,Yves,Mannelijk,12/29/2019
Châtelet,Ilario,Mannelijk,12/21/2019
Seraing,Axel,Mannelijk,01/17/2020
Gent,Céline,Vrouwelijk,01/19/2020
Izegem,Kristof,Mannelijk,12/21/2019
Ledegem,Nadine,Vrouwelijk,12/31/2019
Dendermonde,Kamiel,Mannelijk,01/02/2020
Aalst (Aalst),Gilbert,Mannelijk,12/30/2019
Wanze,Vinciane,Vrouwelijk,01/18/2020
Gembloux,Gilbert,Mannelijk,12/26/2019
Roeselare,John,Mannelijk,01/17/2020
