gemeente,naam,geslacht,verwachte datum
Poperinge,Stefan,Mannelijk,09/11/2019
Schaarbeek,Sevdalina,Vrouwelijk,08/27/2019
Assesse,Louise,Vrouwelijk,09/04/2019
Moerbeke (Gent),Lena,Vrouwelijk,09/03/2019
Avelgem,André,Mannelijk,08/27/2019
Bilzen,Marijke,Vrouwelijk,08/25/2019
Deinze,Eveline,Vrouwelijk,09/02/2019
Blankenberge,Kimberly,Vrouwelijk,08/30/2019
Beveren (Sint-Niklaas),Thomas,Mannelijk,08/15/2019
Kasteelbrakel,Romane,Vrouwelijk,08/19/2019
Brugge,Astrid,Vrouwelijk,09/01/2019
La Louvière,Christopher,Mannelijk,08/15/2019
Leuven,Griet,Vrouwelijk,09/14/2019
Schaarbeek,Thomas,Mannelijk,08/18/2019
Gent,Ensar,Mannelijk,09/09/2019
Eigenbrakel,Damien,Mannelijk,08/25/2019
Rochefort,Joseph,Mannelijk,09/29/2019
Verlaine,Loïc,Mannelijk,08/14/2019
Plombières,Christel,Vrouwelijk,08/26/2019
Mechelen,Meryem,Vrouwelijk,08/16/2019
Oudsbergen,Josée,Vrouwelijk,08/25/2019
Doornik,Anthony,Mannelijk,08/27/2019
Sint-Jans-Molenbeek,Chantal,Vrouwelijk,08/22/2019
Charleroi,Badia,Vrouwelijk,08/23/2019
Schaarbeek,Wojciech,Mannelijk,08/23/2019
Waasmunster,Marnix,Mannelijk,08/25/2019
Verlaine,Stéphane,Mannelijk,09/14/2019
Seraing,Fatima,Vrouwelijk,08/27/2019
Wevelgem,Victor,Mannelijk,08/17/2019
Waregem,Martijn,Mannelijk,09/05/2019
Antwerpen,Marcel,Mannelijk,08/27/2019
La Louvière,Tessa,Vrouwelijk,08/28/2019
Morlanwelz,Maxence,Mannelijk,08/21/2019
Gent,Antoon,Mannelijk,08/14/2019
Charleroi,Rania,Vrouwelijk,09/03/2019
Poperinge,Annemie,Vrouwelijk,08/15/2019
Sint-Niklaas (Sint-Niklaas),Willy,Mannelijk,09/13/2019
Namen,Florian,Mannelijk,08/30/2019
Brugge,Jacqueline,Vrouwelijk,08/25/2019
Trois-Ponts,Léa,Vrouwelijk,08/22/2019
Gent,Jeanne,Vrouwelijk,08/21/2019
Montigny-le-Tilleul,Alexandra,Vrouwelijk,08/26/2019
Antwerpen,Benjamin,Mannelijk,09/26/2019
Vilvoorde,Rachid,Mannelijk,09/02/2019
Ukkel,Lola,Vrouwelijk,09/03/2019
Sint-Truiden,Robin,Mannelijk,08/20/2019
Lievegem,Marleen,Vrouwelijk,08/27/2019
Antwerpen,Stef,Mannelijk,08/21/2019
Boom,Walter,Mannelijk,09/02/2019
Balen,An,Vrouwelijk,09/02/2019
Colfontaine,Alessandro,Mannelijk,08/28/2019
Berlare,David,Mannelijk,08/16/2019
Evergem,Ronny,Mannelijk,08/22/2019
Evergem,Lucas,Mannelijk,08/26/2019
Schaarbeek,Pierre,Mannelijk,09/01/2019
Musson,Jean-Luc,Mannelijk,09/10/2019
Wetteren,Hilde,Vrouwelijk,08/15/2019
Moerbeke (Gent),Liliane,Vrouwelijk,08/28/2019
Trooz,Monique,Vrouwelijk,08/30/2019
Vorst (Brussel-Hoofdstad),Juan,Mannelijk,08/24/2019
Bornem,Peter,Mannelijk,09/08/2019
Anhée,Marie,Vrouwelijk,08/24/2019
Bergen,Sandro,Mannelijk,08/30/2019
Antwerpen,Elke,Vrouwelijk,08/23/2019
Ukkel,Jean,Mannelijk,08/22/2019
Lokeren,Iris,Vrouwelijk,08/27/2019
Brussel,Micheline,Vrouwelijk,08/16/2019
Courcelles,Séverine,Vrouwelijk,08/23/2019
Ciney,Laura,Vrouwelijk,08/27/2019
Ledegem,Lisa,Vrouwelijk,08/27/2019
Chimay,Alain,Mannelijk,08/16/2019
Luik,François,Mannelijk,08/20/2019
Gesves,Jean,Mannelijk,09/10/2019
Veurne,Willy,Mannelijk,08/19/2019
Blankenberge,Marieke,Vrouwelijk,08/25/2019
Boussu,Mehdi,Mannelijk,08/22/2019
Koekelberg,Hamza,Mannelijk,08/25/2019
Halle (Halle-Vilvoorde),Luc,Mannelijk,08/27/2019
As,Roel,Mannelijk,08/22/2019
Beersel,Erika,Vrouwelijk,08/26/2019
Brugge,Hanne,Vrouwelijk,08/16/2019
Sint-Niklaas (Sint-Niklaas),Hilde,Vrouwelijk,08/24/2019
Meise,Laurent,Mannelijk,08/15/2019
Thimister-Clermont,Margaux,Vrouwelijk,08/21/2019
Overijse,Nicolas,Mannelijk,08/27/2019
Oudergem,Danielle,Vrouwelijk,08/23/2019
Sint-Pieters-Leeuw,Willy,Mannelijk,08/25/2019
Boechout,Helena,Vrouwelijk,09/08/2019
Luik,Viviane,Vrouwelijk,10/10/2019
Deerlijk,Wendy,Vrouwelijk,08/15/2019
Antwerpen,Abdelali,Mannelijk,09/01/2019
Chiny,Frédéric,Mannelijk,08/16/2019
Beveren (Sint-Niklaas),Eduard,Mannelijk,08/14/2019
Edegem,Armand,Mannelijk,08/25/2019
Moeskroen,Corentin,Mannelijk,09/11/2019
Pittem,Maria,Vrouwelijk,08/27/2019
Lierneux,Lionel,Mannelijk,08/24/2019
Ottignies-Louvain-la-Neuve,Géraldine,Vrouwelijk,08/30/2019
Bornem,Joanna,Vrouwelijk,08/26/2019
Lochristi,Kurt,Mannelijk,08/20/2019
Tongeren,Chrétien,Mannelijk,08/25/2019
Kapellen (Antwerpen),Katharina,Vrouwelijk,08/22/2019
Westerlo,José,Mannelijk,10/12/2019
Antwerpen,Bo,Vrouwelijk,08/25/2019
Antwerpen,Constant,Mannelijk,08/17/2019
Putte,Diane,Vrouwelijk,08/29/2019
Brussel,Myriam,Vrouwelijk,09/16/2019
Deinze,Yvette,Vrouwelijk,08/19/2019
Chiny,Odile,Vrouwelijk,08/25/2019
Brugge,Frederik,Mannelijk,08/16/2019
Herstal,Valentine,Vrouwelijk,08/27/2019
Heist-op-den-Berg,Elies,Vrouwelijk,08/16/2019
Pont-à-Celles,Noa,Mannelijk,08/28/2019
Quévy,Michel,Mannelijk,08/28/2019
Lede,Marie,Vrouwelijk,08/29/2019
Heist-op-den-Berg,Leo,Mannelijk,09/09/2019
Sint-Lambrechts-Woluwe,Jaime,Mannelijk,09/10/2019
Antwerpen,Nicolaas,Mannelijk,08/30/2019
Kapellen (Antwerpen),Mark,Mannelijk,08/28/2019
Verviers,Françoise,Vrouwelijk,08/15/2019
La Louvière,Jean-Baptiste,Mannelijk,08/26/2019
Jurbeke,Nathalie,Vrouwelijk,08/18/2019
Sint-Pieters-Leeuw,Anne,Vrouwelijk,08/26/2019
Tienen,Christine,Vrouwelijk,09/10/2019
Schaarbeek,Sandrine,Vrouwelijk,09/07/2019
Chimay,Florence,Vrouwelijk,08/21/2019
Binche,Mia,Vrouwelijk,08/26/2019
Ganshoren,Andreea,Vrouwelijk,08/21/2019
Chaudfontaine,Muriel,Vrouwelijk,08/22/2019
Zandhoven,Julia,Vrouwelijk,08/22/2019
Aarschot,Yannick,Mannelijk,08/21/2019
Nijvel,Jeanne,Vrouwelijk,08/16/2019
Ternat,Gunter,Mannelijk,08/31/2019
Beaumont,Gérard,Mannelijk,08/22/2019
Beyne-Heusay,Salvatore,Mannelijk,08/24/2019
Merelbeke,Gilbert,Mannelijk,08/27/2019
Diest,Anne,Vrouwelijk,08/24/2019
Brugge,Mylan,Mannelijk,08/16/2019
Dilsen-Stokkem,Johannes,Mannelijk,08/27/2019
Sint-Katelijne-Waver,Ana,Vrouwelijk,08/30/2019
Fontaine-l’Evêque,Gaetana,Vrouwelijk,08/24/2019
Dilsen-Stokkem,Stella,Vrouwelijk,08/21/2019
Kapelle-op-den-Bos,Kristel,Vrouwelijk,08/23/2019
Mol,Johan,Mannelijk,08/25/2019
Antwerpen,Imran,Mannelijk,08/19/2019
Wetteren,Yvette,Vrouwelijk,08/23/2019
Ukkel,Yasmina,Vrouwelijk,08/24/2019
Seraing,Maëva,Vrouwelijk,08/24/2019
Héron,Pierre,Mannelijk,08/27/2019
Villers-Le-Bouillet,Francesco,Mannelijk,08/24/2019
Londerzeel,Marc,Mannelijk,08/19/2019
Beringen,Anja,Vrouwelijk,09/02/2019
Ieper,Anne,Vrouwelijk,08/30/2019
Yvoir,Jean,Mannelijk,08/16/2019
Sint-Pieters-Woluwe,Henri,Mannelijk,08/23/2019
Aalst (Aalst),Nico,Mannelijk,08/20/2019
Heers,Stephanie,Vrouwelijk,08/29/2019
De Haan,Kris,Mannelijk,08/30/2019
Bonheiden,Lucie,Vrouwelijk,08/22/2019
Geel,Maria,Vrouwelijk,08/26/2019
Antwerpen,Julianna,Vrouwelijk,08/16/2019
Jabbeke,Dirk,Mannelijk,08/18/2019
Roeselare,Georgina,Vrouwelijk,08/21/2019
Antwerpen,Sally,Vrouwelijk,09/02/2019
Brussel,Marwan,Mannelijk,09/12/2019
Le Roeulx,Chantal,Vrouwelijk,08/25/2019
Marche-en-Famenne,Jean-Marie,Mannelijk,09/02/2019
Riemst,Carmen,Vrouwelijk,09/03/2019
Mechelen,Ruben,Mannelijk,08/17/2019
Ranst,Jozef,Mannelijk,08/21/2019
Frasnes-lez-Anvaing,Marie-Claire,Vrouwelijk,08/22/2019
Bredene,Michel,Mannelijk,08/23/2019
Londerzeel,Carine,Vrouwelijk,08/21/2019
Aat,Antoine,Mannelijk,09/17/2019
Ukkel,Clotilde,Vrouwelijk,08/30/2019
Jette,Emmanuel,Mannelijk,08/24/2019
Hamme (Dendermonde),Noël,Mannelijk,08/28/2019
Marche-en-Famenne,Ayse,Vrouwelijk,08/18/2019
Rotselaar,Henriette,Vrouwelijk,09/11/2019
Lennik,Mohamed,Mannelijk,08/20/2019
Vorst (Brussel-Hoofdstad),Antonia,Vrouwelijk,08/27/2019
Brussel,Jacqueline,Vrouwelijk,08/17/2019
Harelbeke,Noëlla,Vrouwelijk,09/11/2019
Grimbergen,Kristien,Vrouwelijk,08/26/2019
Schaarbeek,Sarah,Vrouwelijk,10/15/2019
Bornem,Machteld,Vrouwelijk,08/22/2019
Verviers,Naomi,Vrouwelijk,08/26/2019
Boom,Nancy,Vrouwelijk,08/25/2019
Izegem,Sam,Mannelijk,08/25/2019
Malle,Matthias,Mannelijk,08/18/2019
Antwerpen,Andrzej,Mannelijk,08/20/2019
Westerlo,Ivonne,Vrouwelijk,08/26/2019
