gemeente,naam,geslacht,verwachte datum
Schaarbeek,Isabelle,Vrouwelijk,04/29/2019
Wezembeek-Oppem,Axel,Mannelijk,04/30/2019
Erpe-Mere,Dany,Mannelijk,04/17/2019
Brecht,Kevin,Mannelijk,04/15/2019
Sint-Jans-Molenbeek,Laetitia,Vrouwelijk,04/26/2019
Antwerpen,Karen,Vrouwelijk,04/28/2019
Sint-Pieters-Woluwe,Anne,Vrouwelijk,05/07/2019
Gent,Jean-Pierre,Mannelijk,04/20/2019
Hasselt,Samuel,Mannelijk,04/20/2019
Menen,Kyano,Mannelijk,04/29/2019
Rotselaar,Pieter,Mannelijk,04/26/2019
Arendonk,Axel,Mannelijk,04/12/2019
Saint-Ghislain,Sophie,Vrouwelijk,04/12/2019
Herselt,Annick,Vrouwelijk,04/23/2019
Heist-op-den-Berg,Lenn,Mannelijk,04/11/2019
Gent,Katrien,Vrouwelijk,05/09/2019
Schoten,Maria,Vrouwelijk,04/18/2019
Ganshoren,Rita,Vrouwelijk,04/25/2019
Oudenburg,Olivia,Vrouwelijk,04/28/2019
Bonheiden,Maria,Vrouwelijk,04/21/2019
Schaarbeek,Mohamed,Mannelijk,05/03/2019
Trooz,Clara,Vrouwelijk,04/18/2019
Gedinne,Jean,Mannelijk,05/09/2019
Nijlen,Anne,Vrouwelijk,04/10/2019
Jette,Catherine,Vrouwelijk,04/09/2019
Vilvoorde,Axel,Mannelijk,04/25/2019
Zele,Karine,Vrouwelijk,04/21/2019
Namen,Carine,Vrouwelijk,04/24/2019
Grimbergen,Benjamin,Mannelijk,04/16/2019
Edingen,Nicole,Vrouwelijk,04/17/2019
Meulebeke,Hans,Mannelijk,04/18/2019
Houthalen-Helchteren,Yasmine,Vrouwelijk,04/20/2019
Waver,Cassandra,Vrouwelijk,04/20/2019
Aartselaar,Isabelle,Vrouwelijk,04/26/2019
Schaarbeek,Héloïse,Vrouwelijk,04/19/2019
Esneux,François,Mannelijk,04/15/2019
Oudenburg,Lucien,Mannelijk,04/17/2019
Wingene,Danny,Mannelijk,04/19/2019
Verviers,Isabelle,Vrouwelijk,04/10/2019
Hannuit,Marie,Vrouwelijk,04/14/2019
Turnhout,Josephus,Mannelijk,04/22/2019
Evere,Ibtissam,Vrouwelijk,04/17/2019
Doornik,Marianne,Vrouwelijk,04/29/2019
Ecaussinnes,Isabelle,Vrouwelijk,04/23/2019
Brasschaat,Gerarda,Vrouwelijk,04/27/2019
Beringen,Arne,Mannelijk,04/16/2019
Dentergem,Steven,Mannelijk,04/21/2019
Doornik,David,Mannelijk,04/16/2019
Lievegem,Wim,Mannelijk,04/20/2019
Koekelare,Magda,Vrouwelijk,04/26/2019
Pepinster,Jean-Louis,Mannelijk,04/27/2019
Zemst,Bernadette,Vrouwelijk,06/14/2019
Thimister-Clermont,Sarah,Vrouwelijk,04/20/2019
Dilbeek,Constance,Vrouwelijk,04/23/2019
Aat,Célia,Vrouwelijk,04/17/2019
Montigny-le-Tilleul,Emilie,Vrouwelijk,04/12/2019
Ieper,Estelle,Vrouwelijk,04/13/2019
Luik,Giovanni,Mannelijk,04/21/2019
Lobbes,Cécile,Vrouwelijk,04/17/2019
Brugge,Stijn,Mannelijk,04/21/2019
Charleroi,Marjorie,Vrouwelijk,04/25/2019
Geel,Agnes,Vrouwelijk,04/24/2019
Laarne,Stijn,Mannelijk,04/14/2019
Brussel,Randa,Vrouwelijk,04/22/2019
Geel,Mustafa,Mannelijk,04/24/2019
Vorst (Brussel-Hoofdstad),Patrick,Mannelijk,04/30/2019
